# NE_LO   sin2theta_W   A(s)   dchi2
    3    3.483333E-02    9.444187E-02    3.313424E+03
    4    3.483333E-02    9.444187E-02    2.519699E+03
    1    3.500000E-02    9.479047E-02    6.000164E+03
    2    3.500000E-02    9.479047E-02    4.379172E+03
    3    3.500000E-02    9.479047E-02    3.310873E+03
    4    3.500000E-02    9.479047E-02    2.517759E+03
    1    3.516667E-02    9.513971E-02    5.995535E+03
    2    3.516667E-02    9.513971E-02    4.375794E+03
    3    3.516667E-02    9.513971E-02    3.308319E+03
    4    3.516667E-02    9.513971E-02    2.515817E+03
    1    3.533333E-02    9.548960E-02    5.990899E+03
    2    3.533333E-02    9.548960E-02    4.372410E+03
    3    3.533333E-02    9.548960E-02    3.305761E+03
    4    3.533333E-02    9.548960E-02    2.513872E+03
    1    3.550000E-02    9.584013E-02    5.986257E+03
    2    3.550000E-02    9.584013E-02    4.369022E+03
    3    3.550000E-02    9.584013E-02    3.303199E+03
    4    3.550000E-02    9.584013E-02    2.511924E+03
    1    3.566667E-02    9.619130E-02    5.981608E+03
    2    3.566667E-02    9.619130E-02    4.365629E+03
    3    3.566667E-02    9.619130E-02    3.300634E+03
    4    3.566667E-02    9.619130E-02    2.509973E+03
    1    3.583333E-02    9.654311E-02    5.976952E+03
    2    3.583333E-02    9.654311E-02    4.362231E+03
    3    3.583333E-02    9.654311E-02    3.298065E+03
    4    3.583333E-02    9.654311E-02    2.508019E+03
    1    3.600000E-02    9.689556E-02    5.972289E+03
    2    3.600000E-02    9.689556E-02    4.358828E+03
    3    3.600000E-02    9.689556E-02    3.295492E+03
    4    3.600000E-02    9.689556E-02    2.506063E+03
    1    3.616667E-02    9.724866E-02    5.967620E+03
    2    3.616667E-02    9.724866E-02    4.355420E+03
    3    3.616667E-02    9.724866E-02    3.292916E+03
    4    3.616667E-02    9.724866E-02    2.504103E+03
    1    3.633333E-02    9.760240E-02    5.962944E+03
    2    3.633333E-02    9.760240E-02    4.352008E+03
    3    3.633333E-02    9.760240E-02    3.290336E+03
    4    3.633333E-02    9.760240E-02    2.502141E+03
    1    3.650000E-02    9.795678E-02    5.958262E+03
    2    3.650000E-02    9.795678E-02    4.348590E+03
    3    3.650000E-02    9.795678E-02    3.287752E+03
    4    3.650000E-02    9.795678E-02    2.500176E+03
    1    3.666667E-02    9.831180E-02    5.953573E+03
    2    3.666667E-02    9.831180E-02    4.345168E+03
    3    3.666667E-02    9.831180E-02    3.285164E+03
    4    3.666667E-02    9.831180E-02    2.498209E+03
    1    3.683333E-02    9.866746E-02    5.948877E+03
    2    3.683333E-02    9.866746E-02    4.341741E+03
    3    3.683333E-02    9.866746E-02    3.282573E+03
    4    3.683333E-02    9.866746E-02    2.496238E+03
    1    3.700000E-02    9.902377E-02    5.944175E+03
    2    3.700000E-02    9.902377E-02    4.338309E+03
    3    3.700000E-02    9.902377E-02    3.279978E+03
    4    3.700000E-02    9.902377E-02    2.494265E+03
    1    3.716667E-02    9.938072E-02    5.939466E+03
    2    3.716667E-02    9.938072E-02    4.334872E+03
    3    3.716667E-02    9.938072E-02    3.277380E+03
    4    3.716667E-02    9.938072E-02    2.492289E+03
    1    3.733333E-02    9.973831E-02    5.934750E+03
    2    3.733333E-02    9.973831E-02    4.331430E+03
    3    3.733333E-02    9.973831E-02    3.274778E+03
    4    3.733333E-02    9.973831E-02    2.490311E+03
    1    3.750000E-02    1.000965E-01    5.930028E+03
    2    3.750000E-02    1.000965E-01    4.327984E+03
    3    3.750000E-02    1.000965E-01    3.272172E+03
    4    3.750000E-02    1.000965E-01    2.488329E+03
    1    3.766667E-02    1.004554E-01    5.925299E+03
    2    3.766667E-02    1.004554E-01    4.324532E+03
    3    3.766667E-02    1.004554E-01    3.269563E+03
    4    3.766667E-02    1.004554E-01    2.486345E+03
    1    3.783333E-02    1.008149E-01    5.920564E+03
    2    3.783333E-02    1.008149E-01    4.321076E+03
    3    3.783333E-02    1.008149E-01    3.266950E+03
    4    3.783333E-02    1.008149E-01    2.484358E+03
    1    3.800000E-02    1.011751E-01    5.915822E+03
    2    3.800000E-02    1.011751E-01    4.317615E+03
    3    3.800000E-02    1.011751E-01    3.264333E+03
    4    3.800000E-02    1.011751E-01    2.482368E+03
    1    3.816667E-02    1.015359E-01    5.911073E+03
    2    3.816667E-02    1.015359E-01    4.314150E+03
    3    3.816667E-02    1.015359E-01    3.261713E+03
    4    3.816667E-02    1.015359E-01    2.480375E+03
    1    3.833333E-02    1.018973E-01    5.906318E+03
    2    3.833333E-02    1.018973E-01    4.310679E+03
    3    3.833333E-02    1.018973E-01    3.259089E+03
    4    3.833333E-02    1.018973E-01    2.478380E+03
    1    3.850000E-02    1.022594E-01    5.901557E+03
    2    3.850000E-02    1.022594E-01    4.307204E+03
    3    3.850000E-02    1.022594E-01    3.256462E+03
    4    3.850000E-02    1.022594E-01    2.476382E+03
    1    3.866667E-02    1.026222E-01    5.896789E+03
    2    3.866667E-02    1.026222E-01    4.303724E+03
    3    3.866667E-02    1.026222E-01    3.253831E+03
    4    3.866667E-02    1.026222E-01    2.474381E+03
    1    3.883333E-02    1.029855E-01    5.892014E+03
    2    3.883333E-02    1.029855E-01    4.300240E+03
    3    3.883333E-02    1.029855E-01    3.251196E+03
    4    3.883333E-02    1.029855E-01    2.472378E+03
    1    3.900000E-02    1.033495E-01    5.887233E+03
    2    3.900000E-02    1.033495E-01    4.296750E+03
    3    3.900000E-02    1.033495E-01    3.248558E+03
    4    3.900000E-02    1.033495E-01    2.470372E+03
    1    3.916667E-02    1.037142E-01    5.882446E+03
    2    3.916667E-02    1.037142E-01    4.293256E+03
    3    3.916667E-02    1.037142E-01    3.245917E+03
    4    3.916667E-02    1.037142E-01    2.468363E+03
    1    3.933333E-02    1.040795E-01    5.877652E+03
    2    3.933333E-02    1.040795E-01    4.289757E+03
    3    3.933333E-02    1.040795E-01    3.243271E+03
    4    3.933333E-02    1.040795E-01    2.466351E+03
    1    3.950000E-02    1.044454E-01    5.872851E+03
    2    3.950000E-02    1.044454E-01    4.286254E+03
    3    3.950000E-02    1.044454E-01    3.240622E+03
    4    3.950000E-02    1.044454E-01    2.464337E+03
    1    3.966667E-02    1.048120E-01    5.868044E+03
    2    3.966667E-02    1.048120E-01    4.282745E+03
    3    3.966667E-02    1.048120E-01    3.237970E+03
    4    3.966667E-02    1.048120E-01    2.462320E+03
    1    3.983333E-02    1.051792E-01    5.863231E+03
    2    3.983333E-02    1.051792E-01    4.279232E+03
    3    3.983333E-02    1.051792E-01    3.235314E+03
    4    3.983333E-02    1.051792E-01    2.460300E+03
    1    4.000000E-02    1.055471E-01    5.858411E+03
    2    4.000000E-02    1.055471E-01    4.275715E+03
    3    4.000000E-02    1.055471E-01    3.232654E+03
    4    4.000000E-02    1.055471E-01    2.458278E+03
    1    4.016667E-02    1.059156E-01    5.853585E+03
    2    4.016667E-02    1.059156E-01    4.272192E+03
    3    4.016667E-02    1.059156E-01    3.229991E+03
    4    4.016667E-02    1.059156E-01    2.456252E+03
    1    4.033333E-02    1.062848E-01    5.848752E+03
    2    4.033333E-02    1.062848E-01    4.268665E+03
    3    4.033333E-02    1.062848E-01    3.227325E+03
    4    4.033333E-02    1.062848E-01    2.454224E+03
    1    4.050000E-02    1.066546E-01    5.843913E+03
    2    4.050000E-02    1.066546E-01    4.265133E+03
    3    4.050000E-02    1.066546E-01    3.224654E+03
    4    4.050000E-02    1.066546E-01    2.452194E+03
    1    4.066667E-02    1.070250E-01    5.839067E+03
    2    4.066667E-02    1.070250E-01    4.261597E+03
    3    4.066667E-02    1.070250E-01    3.221981E+03
    4    4.066667E-02    1.070250E-01    2.450161E+03
    1    4.083333E-02    1.073961E-01    5.834216E+03
    2    4.083333E-02    1.073961E-01    4.258056E+03
    3    4.083333E-02    1.073961E-01    3.219303E+03
    4    4.083333E-02    1.073961E-01    2.448125E+03
    1    4.100000E-02    1.077678E-01    5.829357E+03
    2    4.100000E-02    1.077678E-01    4.254510E+03
    3    4.100000E-02    1.077678E-01    3.216623E+03
    4    4.100000E-02    1.077678E-01    2.446086E+03
    1    4.116667E-02    1.081402E-01    5.824493E+03
    2    4.116667E-02    1.081402E-01    4.250960E+03
    3    4.116667E-02    1.081402E-01    3.213938E+03
    4    4.116667E-02    1.081402E-01    2.444045E+03
    1    4.133333E-02    1.085132E-01    5.819622E+03
    2    4.133333E-02    1.085132E-01    4.247405E+03
    3    4.133333E-02    1.085132E-01    3.211251E+03
    4    4.133333E-02    1.085132E-01    2.442001E+03
    1    4.150000E-02    1.088868E-01    5.814744E+03
    2    4.150000E-02    1.088868E-01    4.243845E+03
    3    4.150000E-02    1.088868E-01    3.208559E+03
    4    4.150000E-02    1.088868E-01    2.439954E+03
    1    4.166667E-02    1.092611E-01    5.809861E+03
    2    4.166667E-02    1.092611E-01    4.240281E+03
    3    4.166667E-02    1.092611E-01    3.205864E+03
    4    4.166667E-02    1.092611E-01    2.437905E+03
    1    4.183333E-02    1.096360E-01    5.804971E+03
    2    4.183333E-02    1.096360E-01    4.236712E+03
    3    4.183333E-02    1.096360E-01    3.203166E+03
    4    4.183333E-02    1.096360E-01    2.435853E+03
    1    4.200000E-02    1.100116E-01    5.800075E+03
    2    4.200000E-02    1.100116E-01    4.233138E+03
    3    4.200000E-02    1.100116E-01    3.200464E+03
    4    4.200000E-02    1.100116E-01    2.433799E+03
    1    4.216667E-02    1.103878E-01    5.795172E+03
    2    4.216667E-02    1.103878E-01    4.229560E+03
    3    4.216667E-02    1.103878E-01    3.197759E+03
    4    4.216667E-02    1.103878E-01    2.431742E+03
    1    4.233333E-02    1.107647E-01    5.790263E+03
    2    4.233333E-02    1.107647E-01    4.225978E+03
    3    4.233333E-02    1.107647E-01    3.195051E+03
    4    4.233333E-02    1.107647E-01    2.429682E+03
    1    4.250000E-02    1.111422E-01    5.785348E+03
    2    4.250000E-02    1.111422E-01    4.222390E+03
    3    4.250000E-02    1.111422E-01    3.192338E+03
    4    4.250000E-02    1.111422E-01    2.427619E+03
    1    4.266667E-02    1.115203E-01    5.780427E+03
    2    4.266667E-02    1.115203E-01    4.218798E+03
    3    4.266667E-02    1.115203E-01    3.189623E+03
    4    4.266667E-02    1.115203E-01    2.425554E+03
    1    4.283333E-02    1.118991E-01    5.775499E+03
    2    4.283333E-02    1.118991E-01    4.215202E+03
    3    4.283333E-02    1.118991E-01    3.186904E+03
    4    4.283333E-02    1.118991E-01    2.423486E+03
    1    4.300000E-02    1.122785E-01    5.770565E+03
    2    4.300000E-02    1.122785E-01    4.211601E+03
    3    4.300000E-02    1.122785E-01    3.184181E+03
    4    4.300000E-02    1.122785E-01    2.421416E+03
    1    4.316667E-02    1.126586E-01    5.765625E+03
    2    4.316667E-02    1.126586E-01    4.207996E+03
    3    4.316667E-02    1.126586E-01    3.181455E+03
    4    4.316667E-02    1.126586E-01    2.419343E+03
    1    4.333333E-02    1.130393E-01    5.760679E+03
    2    4.333333E-02    1.130393E-01    4.204385E+03
    3    4.333333E-02    1.130393E-01    3.178726E+03
    4    4.333333E-02    1.130393E-01    2.417268E+03
    1    4.350000E-02    1.134207E-01    5.755726E+03
    2    4.350000E-02    1.134207E-01    4.200771E+03
    3    4.350000E-02    1.134207E-01    3.175993E+03
    4    4.350000E-02    1.134207E-01    2.415189E+03
    1    4.366667E-02    1.138027E-01    5.750767E+03
    2    4.366667E-02    1.138027E-01    4.197152E+03
    3    4.366667E-02    1.138027E-01    3.173257E+03
    4    4.366667E-02    1.138027E-01    2.413109E+03
    1    4.383333E-02    1.141853E-01    5.745802E+03
    2    4.383333E-02    1.141853E-01    4.193528E+03
    3    4.383333E-02    1.141853E-01    3.170517E+03
    4    4.383333E-02    1.141853E-01    2.411025E+03
    1    4.400000E-02    1.145686E-01    5.740831E+03
    2    4.400000E-02    1.145686E-01    4.189900E+03
    3    4.400000E-02    1.145686E-01    3.167774E+03
    4    4.400000E-02    1.145686E-01    2.408939E+03
    1    4.416667E-02    1.149525E-01    5.735854E+03
    2    4.416667E-02    1.149525E-01    4.186267E+03
    3    4.416667E-02    1.149525E-01    3.165028E+03
    4    4.416667E-02    1.149525E-01    2.406851E+03
    1    4.433333E-02    1.153371E-01    5.730870E+03
    2    4.433333E-02    1.153371E-01    4.182630E+03
    3    4.433333E-02    1.153371E-01    3.162278E+03
    4    4.433333E-02    1.153371E-01    2.404759E+03
    1    4.450000E-02    1.157223E-01    5.725880E+03
    2    4.450000E-02    1.157223E-01    4.178988E+03
    3    4.450000E-02    1.157223E-01    3.159524E+03
    4    4.450000E-02    1.157223E-01    2.402666E+03
    1    4.466667E-02    1.161081E-01    5.720885E+03
    2    4.466667E-02    1.161081E-01    4.175342E+03
    3    4.466667E-02    1.161081E-01    3.156768E+03
    4    4.466667E-02    1.161081E-01    2.400569E+03
    1    4.483333E-02    1.164946E-01    5.715883E+03
    2    4.483333E-02    1.164946E-01    4.171692E+03
    3    4.483333E-02    1.164946E-01    3.154008E+03
    4    4.483333E-02    1.164946E-01    2.398471E+03
    1    4.500000E-02    1.168817E-01    5.710875E+03
    2    4.500000E-02    1.168817E-01    4.168037E+03
    3    4.500000E-02    1.168817E-01    3.151244E+03
    4    4.500000E-02    1.168817E-01    2.396369E+03
    1    4.516667E-02    1.172695E-01    5.705861E+03
    2    4.516667E-02    1.172695E-01    4.164377E+03
    3    4.516667E-02    1.172695E-01    3.148477E+03
    4    4.516667E-02    1.172695E-01    2.394265E+03
    1    4.533333E-02    1.176579E-01    5.700840E+03
    2    4.533333E-02    1.176579E-01    4.160713E+03
    3    4.533333E-02    1.176579E-01    3.145707E+03
    4    4.533333E-02    1.176579E-01    2.392159E+03
    1    4.550000E-02    1.180470E-01    5.695814E+03
    2    4.550000E-02    1.180470E-01    4.157045E+03
    3    4.550000E-02    1.180470E-01    3.142934E+03
    4    4.550000E-02    1.180470E-01    2.390049E+03
    1    4.566667E-02    1.184367E-01    5.690782E+03
    2    4.566667E-02    1.184367E-01    4.153372E+03
    3    4.566667E-02    1.184367E-01    3.140157E+03
    4    4.566667E-02    1.184367E-01    2.387938E+03
    1    4.583333E-02    1.188270E-01    5.685743E+03
    2    4.583333E-02    1.188270E-01    4.149694E+03
    3    4.583333E-02    1.188270E-01    3.137377E+03
    4    4.583333E-02    1.188270E-01    2.385823E+03
    1    4.600000E-02    1.192180E-01    5.680699E+03
    2    4.600000E-02    1.192180E-01    4.146013E+03
    3    4.600000E-02    1.192180E-01    3.134593E+03
    4    4.600000E-02    1.192180E-01    2.383707E+03
    1    4.616667E-02    1.196096E-01    5.675648E+03
    2    4.616667E-02    1.196096E-01    4.142327E+03
    3    4.616667E-02    1.196096E-01    3.131806E+03
    4    4.616667E-02    1.196096E-01    2.381587E+03
    1    4.633333E-02    1.200019E-01    5.670591E+03
    2    4.633333E-02    1.200019E-01    4.138636E+03
    3    4.633333E-02    1.200019E-01    3.129016E+03
    4    4.633333E-02    1.200019E-01    2.379466E+03
    1    4.650000E-02    1.203948E-01    5.665529E+03
    2    4.650000E-02    1.203948E-01    4.134941E+03
    3    4.650000E-02    1.203948E-01    3.126222E+03
    4    4.650000E-02    1.203948E-01    2.377341E+03
    1    4.666667E-02    1.207884E-01    5.660460E+03
    2    4.666667E-02    1.207884E-01    4.131242E+03
    3    4.666667E-02    1.207884E-01    3.123426E+03
    4    4.666667E-02    1.207884E-01    2.375214E+03
    1    4.683333E-02    1.211826E-01    5.655386E+03
    2    4.683333E-02    1.211826E-01    4.127538E+03
    3    4.683333E-02    1.211826E-01    3.120625E+03
    4    4.683333E-02    1.211826E-01    2.373085E+03
    1    4.700000E-02    1.215774E-01    5.650305E+03
    2    4.700000E-02    1.215774E-01    4.123830E+03
    3    4.700000E-02    1.215774E-01    3.117822E+03
    4    4.700000E-02    1.215774E-01    2.370953E+03
    1    4.716667E-02    1.219729E-01    5.645218E+03
    2    4.716667E-02    1.219729E-01    4.120118E+03
    3    4.716667E-02    1.219729E-01    3.115015E+03
    4    4.716667E-02    1.219729E-01    2.368819E+03
    1    4.733333E-02    1.223690E-01    5.640126E+03
    2    4.733333E-02    1.223690E-01    4.116401E+03
    3    4.733333E-02    1.223690E-01    3.112205E+03
    4    4.733333E-02    1.223690E-01    2.366682E+03
    1    4.750000E-02    1.227658E-01    5.635027E+03
    2    4.750000E-02    1.227658E-01    4.112680E+03
    3    4.750000E-02    1.227658E-01    3.109392E+03
    4    4.750000E-02    1.227658E-01    2.364542E+03
    1    4.766667E-02    1.231632E-01    5.629923E+03
    2    4.766667E-02    1.231632E-01    4.108954E+03
    3    4.766667E-02    1.231632E-01    3.106575E+03
    4    4.766667E-02    1.231632E-01    2.362401E+03
    1    4.783333E-02    1.235612E-01    5.624813E+03
    2    4.783333E-02    1.235612E-01    4.105225E+03
    3    4.783333E-02    1.235612E-01    3.103755E+03
    4    4.783333E-02    1.235612E-01    2.360256E+03
    1    4.800000E-02    1.239599E-01    5.619696E+03
    2    4.800000E-02    1.239599E-01    4.101491E+03
    3    4.800000E-02    1.239599E-01    3.100932E+03
    4    4.800000E-02    1.239599E-01    2.358109E+03
    1    4.816667E-02    1.243593E-01    5.614574E+03
    2    4.816667E-02    1.243593E-01    4.097752E+03
    3    4.816667E-02    1.243593E-01    3.098106E+03
    4    4.816667E-02    1.243593E-01    2.355960E+03
    1    4.833333E-02    1.247592E-01    5.609446E+03
    2    4.833333E-02    1.247592E-01    4.094010E+03
    3    4.833333E-02    1.247592E-01    3.095276E+03
    4    4.833333E-02    1.247592E-01    2.353808E+03
    1    4.850000E-02    1.251598E-01    5.604312E+03
    2    4.850000E-02    1.251598E-01    4.090263E+03
    3    4.850000E-02    1.251598E-01    3.092443E+03
    4    4.850000E-02    1.251598E-01    2.351654E+03
    1    4.866667E-02    1.255611E-01    5.599172E+03
    2    4.866667E-02    1.255611E-01    4.086511E+03
    3    4.866667E-02    1.255611E-01    3.089607E+03
    4    4.866667E-02    1.255611E-01    2.349497E+03
    1    4.883333E-02    1.259630E-01    5.594026E+03
    2    4.883333E-02    1.259630E-01    4.082756E+03
    3    4.883333E-02    1.259630E-01    3.086768E+03
    4    4.883333E-02    1.259630E-01    2.347338E+03
    1    4.900000E-02    1.263656E-01    5.588875E+03
    2    4.900000E-02    1.263656E-01    4.078996E+03
    3    4.900000E-02    1.263656E-01    3.083925E+03
    4    4.900000E-02    1.263656E-01    2.345176E+03
    1    4.916667E-02    1.267687E-01    5.583717E+03
    2    4.916667E-02    1.267687E-01    4.075232E+03
    3    4.916667E-02    1.267687E-01    3.081079E+03
    4    4.916667E-02    1.267687E-01    2.343012E+03
    1    4.933333E-02    1.271726E-01    5.578554E+03
    2    4.933333E-02    1.271726E-01    4.071463E+03
    3    4.933333E-02    1.271726E-01    3.078230E+03
    4    4.933333E-02    1.271726E-01    2.340845E+03
    1    4.950000E-02    1.275770E-01    5.573385E+03
    2    4.950000E-02    1.275770E-01    4.067691E+03
    3    4.950000E-02    1.275770E-01    3.075378E+03
    4    4.950000E-02    1.275770E-01    2.338676E+03
    1    4.966667E-02    1.279822E-01    5.568210E+03
    2    4.966667E-02    1.279822E-01    4.063914E+03
    3    4.966667E-02    1.279822E-01    3.072522E+03
    4    4.966667E-02    1.279822E-01    2.336505E+03
    1    4.983333E-02    1.283879E-01    5.563030E+03
    2    4.983333E-02    1.283879E-01    4.060133E+03
    3    4.983333E-02    1.283879E-01    3.069664E+03
    4    4.983333E-02    1.283879E-01    2.334331E+03
    1    5.000000E-02    1.287943E-01    5.557843E+03
    2    5.000000E-02    1.287943E-01    4.056348E+03
    3    5.000000E-02    1.287943E-01    3.066802E+03
    4    5.000000E-02    1.287943E-01    2.332155E+03
    1    5.016667E-02    1.292013E-01    5.552651E+03
    2    5.016667E-02    1.292013E-01    4.052558E+03
    3    5.016667E-02    1.292013E-01    3.063937E+03
    4    5.016667E-02    1.292013E-01    2.329976E+03
    1    5.033333E-02    1.296090E-01    5.547453E+03
    2    5.033333E-02    1.296090E-01    4.048765E+03
    3    5.033333E-02    1.296090E-01    3.061069E+03
    4    5.033333E-02    1.296090E-01    2.327795E+03
    1    5.050000E-02    1.300174E-01    5.542249E+03
    2    5.050000E-02    1.300174E-01    4.044967E+03
    3    5.050000E-02    1.300174E-01    3.058197E+03
    4    5.050000E-02    1.300174E-01    2.325611E+03
    1    5.066667E-02    1.304263E-01    5.537040E+03
    2    5.066667E-02    1.304263E-01    4.041165E+03
    3    5.066667E-02    1.304263E-01    3.055323E+03
    4    5.066667E-02    1.304263E-01    2.323425E+03
    1    5.083333E-02    1.308359E-01    5.531825E+03
    2    5.083333E-02    1.308359E-01    4.037358E+03
    3    5.083333E-02    1.308359E-01    3.052445E+03
    4    5.083333E-02    1.308359E-01    2.321237E+03
    1    5.100000E-02    1.312462E-01    5.526604E+03
    2    5.100000E-02    1.312462E-01    4.033548E+03
    3    5.100000E-02    1.312462E-01    3.049564E+03
    4    5.100000E-02    1.312462E-01    2.319046E+03
    1    5.116667E-02    1.316571E-01    5.521377E+03
    2    5.116667E-02    1.316571E-01    4.029733E+03
    3    5.116667E-02    1.316571E-01    3.046680E+03
    4    5.116667E-02    1.316571E-01    2.316853E+03
    1    5.133333E-02    1.320686E-01    5.516145E+03
    2    5.133333E-02    1.320686E-01    4.025915E+03
    3    5.133333E-02    1.320686E-01    3.043793E+03
    4    5.133333E-02    1.320686E-01    2.314658E+03
    1    5.150000E-02    1.324808E-01    5.510907E+03
    2    5.150000E-02    1.324808E-01    4.022092E+03
    3    5.150000E-02    1.324808E-01    3.040903E+03
    4    5.150000E-02    1.324808E-01    2.312460E+03
    1    5.166667E-02    1.328936E-01    5.505664E+03
    2    5.166667E-02    1.328936E-01    4.018265E+03
    3    5.166667E-02    1.328936E-01    3.038009E+03
    4    5.166667E-02    1.328936E-01    2.310259E+03
    1    5.183333E-02    1.333071E-01    5.500414E+03
    2    5.183333E-02    1.333071E-01    4.014434E+03
    3    5.183333E-02    1.333071E-01    3.035113E+03
    4    5.183333E-02    1.333071E-01    2.308057E+03
    1    5.200000E-02    1.337212E-01    5.495159E+03
    2    5.200000E-02    1.337212E-01    4.010598E+03
    3    5.200000E-02    1.337212E-01    3.032213E+03
    4    5.200000E-02    1.337212E-01    2.305852E+03
    1    5.216667E-02    1.341359E-01    5.489899E+03
    2    5.216667E-02    1.341359E-01    4.006759E+03
    3    5.216667E-02    1.341359E-01    3.029310E+03
    4    5.216667E-02    1.341359E-01    2.303644E+03
    1    5.233333E-02    1.345513E-01    5.484633E+03
    2    5.233333E-02    1.345513E-01    4.002916E+03
    3    5.233333E-02    1.345513E-01    3.026404E+03
    4    5.233333E-02    1.345513E-01    2.301435E+03
    1    5.250000E-02    1.349673E-01    5.479361E+03
    2    5.250000E-02    1.349673E-01    3.999068E+03
    3    5.250000E-02    1.349673E-01    3.023496E+03
    4    5.250000E-02    1.349673E-01    2.299222E+03
    1    5.266667E-02    1.353840E-01    5.474083E+03
    2    5.266667E-02    1.353840E-01    3.995216E+03
    3    5.266667E-02    1.353840E-01    3.020584E+03
    4    5.266667E-02    1.353840E-01    2.297008E+03
    1    5.283333E-02    1.358013E-01    5.468801E+03
    2    5.283333E-02    1.358013E-01    3.991361E+03
    3    5.283333E-02    1.358013E-01    3.017668E+03
    4    5.283333E-02    1.358013E-01    2.294791E+03
    1    5.300000E-02    1.362193E-01    5.463512E+03
    2    5.300000E-02    1.362193E-01    3.987501E+03
    3    5.300000E-02    1.362193E-01    3.014750E+03
    4    5.300000E-02    1.362193E-01    2.292572E+03
    1    5.316667E-02    1.366379E-01    5.458218E+03
    2    5.316667E-02    1.366379E-01    3.983637E+03
    3    5.316667E-02    1.366379E-01    3.011829E+03
    4    5.316667E-02    1.366379E-01    2.290350E+03
    1    5.333333E-02    1.370571E-01    5.452918E+03
    2    5.333333E-02    1.370571E-01    3.979769E+03
    3    5.333333E-02    1.370571E-01    3.008905E+03
    4    5.333333E-02    1.370571E-01    2.288127E+03
    1    5.350000E-02    1.374770E-01    5.447613E+03
    2    5.350000E-02    1.374770E-01    3.975897E+03
    3    5.350000E-02    1.374770E-01    3.005977E+03
    4    5.350000E-02    1.374770E-01    2.285901E+03
    1    5.366667E-02    1.378975E-01    5.442302E+03
    2    5.366667E-02    1.378975E-01    3.972021E+03
    3    5.366667E-02    1.378975E-01    3.003047E+03
    4    5.366667E-02    1.378975E-01    2.283672E+03
    1    5.383333E-02    1.383187E-01    5.436986E+03
    2    5.383333E-02    1.383187E-01    3.968141E+03
    3    5.383333E-02    1.383187E-01    3.000113E+03
    4    5.383333E-02    1.383187E-01    2.281441E+03
    1    5.400000E-02    1.387405E-01    5.431664E+03
    2    5.400000E-02    1.387405E-01    3.964257E+03
    3    5.400000E-02    1.387405E-01    2.997177E+03
    4    5.400000E-02    1.387405E-01    2.279208E+03
    1    5.416667E-02    1.391630E-01    5.426337E+03
    2    5.416667E-02    1.391630E-01    3.960369E+03
    3    5.416667E-02    1.391630E-01    2.994237E+03
    4    5.416667E-02    1.391630E-01    2.276973E+03
    1    5.433333E-02    1.395861E-01    5.421004E+03
    2    5.433333E-02    1.395861E-01    3.956477E+03
    3    5.433333E-02    1.395861E-01    2.991295E+03
    4    5.433333E-02    1.395861E-01    2.274735E+03
    1    5.450000E-02    1.400098E-01    5.415666E+03
    2    5.450000E-02    1.400098E-01    3.952581E+03
    3    5.450000E-02    1.400098E-01    2.988349E+03
    4    5.450000E-02    1.400098E-01    2.272495E+03
    1    5.466667E-02    1.404342E-01    5.410323E+03
    2    5.466667E-02    1.404342E-01    3.948681E+03
    3    5.466667E-02    1.404342E-01    2.985401E+03
    4    5.466667E-02    1.404342E-01    2.270253E+03
    1    5.483333E-02    1.408592E-01    5.404974E+03
    2    5.483333E-02    1.408592E-01    3.944777E+03
    3    5.483333E-02    1.408592E-01    2.982449E+03
    4    5.483333E-02    1.408592E-01    2.268008E+03
    1    5.500000E-02    1.412849E-01    5.399619E+03
    2    5.500000E-02    1.412849E-01    3.940869E+03
    3    5.500000E-02    1.412849E-01    2.979494E+03
    4    5.500000E-02    1.412849E-01    2.265762E+03
    1    5.516667E-02    1.417112E-01    5.394259E+03
    2    5.516667E-02    1.417112E-01    3.936957E+03
    3    5.516667E-02    1.417112E-01    2.976537E+03
    4    5.516667E-02    1.417112E-01    2.263512E+03
    1    5.533333E-02    1.421381E-01    5.388894E+03
    2    5.533333E-02    1.421381E-01    3.933041E+03
    3    5.533333E-02    1.421381E-01    2.973576E+03
    4    5.533333E-02    1.421381E-01    2.261261E+03
    1    5.550000E-02    1.425657E-01    5.383523E+03
    2    5.550000E-02    1.425657E-01    3.929122E+03
    3    5.550000E-02    1.425657E-01    2.970613E+03
    4    5.550000E-02    1.425657E-01    2.259007E+03
    1    5.566667E-02    1.429939E-01    5.378147E+03
    2    5.566667E-02    1.429939E-01    3.925198E+03
    3    5.566667E-02    1.429939E-01    2.967646E+03
    4    5.566667E-02    1.429939E-01    2.256752E+03
    1    5.583333E-02    1.434228E-01    5.372766E+03
    2    5.583333E-02    1.434228E-01    3.921270E+03
    3    5.583333E-02    1.434228E-01    2.964677E+03
    4    5.583333E-02    1.434228E-01    2.254493E+03
    1    5.600000E-02    1.438523E-01    5.367379E+03
    2    5.600000E-02    1.438523E-01    3.917339E+03
    3    5.600000E-02    1.438523E-01    2.961704E+03
    4    5.600000E-02    1.438523E-01    2.252233E+03
    1    5.616667E-02    1.442825E-01    5.361987E+03
    2    5.616667E-02    1.442825E-01    3.913403E+03
    3    5.616667E-02    1.442825E-01    2.958729E+03
    4    5.616667E-02    1.442825E-01    2.249970E+03
    1    5.633333E-02    1.447133E-01    5.356589E+03
    2    5.633333E-02    1.447133E-01    3.909464E+03
    3    5.633333E-02    1.447133E-01    2.955751E+03
