# T_nr[keV]   Tasa_Kop   Tasa_Mue   Tasa_Comb
    9.4697   0.000000E+00   0.000000E+00   0.000000E+00
    9.4894   0.000000E+00   0.000000E+00   0.000000E+00
    9.5090   0.000000E+00   0.000000E+00   0.000000E+00
    9.5287   0.000000E+00   0.000000E+00   0.000000E+00
    9.5483   0.000000E+00   0.000000E+00   0.000000E+00
    9.5679   0.000000E+00   0.000000E+00   0.000000E+00
    9.5876   0.000000E+00   0.000000E+00   0.000000E+00
    9.6072   0.000000E+00   0.000000E+00   0.000000E+00
    9.6269   0.000000E+00   0.000000E+00   0.000000E+00
    9.6465   0.000000E+00   0.000000E+00   0.000000E+00
    9.6661   0.000000E+00   0.000000E+00   0.000000E+00
    9.6858   0.000000E+00   0.000000E+00   0.000000E+00
    9.7054   0.000000E+00   0.000000E+00   0.000000E+00
    9.7251   0.000000E+00   0.000000E+00   0.000000E+00
    9.7447   0.000000E+00   0.000000E+00   0.000000E+00
    9.7643   0.000000E+00   0.000000E+00   0.000000E+00
    9.7840   0.000000E+00   0.000000E+00   0.000000E+00
    9.8036   0.000000E+00   0.000000E+00   0.000000E+00
    9.8232   0.000000E+00   0.000000E+00   0.000000E+00
    9.8429   0.000000E+00   0.000000E+00   0.000000E+00
    9.8625   0.000000E+00   0.000000E+00   0.000000E+00
    9.8822   0.000000E+00   0.000000E+00   0.000000E+00
    9.9018   0.000000E+00   0.000000E+00   0.000000E+00
    9.9214   0.000000E+00   0.000000E+00   0.000000E+00
    9.9411   0.000000E+00   0.000000E+00   0.000000E+00
    9.9607   0.000000E+00   0.000000E+00   0.000000E+00
    9.9804   0.000000E+00   0.000000E+00   0.000000E+00
   10.0000   0.000000E+00   0.000000E+00   0.000000E+00
