# T_nr[keV]   Tasa_Kop   Tasa_Mue   Tasa_Comb
    9.3329   0.000000E+00   0.000000E+00   0.000000E+00
    9.3526   0.000000E+00   0.000000E+00   0.000000E+00
    9.3722   0.000000E+00   0.000000E+00   0.000000E+00
    9.3918   0.000000E+00   0.000000E+00   0.000000E+00
    9.4114   0.000000E+00   0.000000E+00   0.000000E+00
    9.4310   0.000000E+00   0.000000E+00   0.000000E+00
    9.4507   0.000000E+00   0.000000E+00   0.000000E+00
    9.4703   0.000000E+00   0.000000E+00   0.000000E+00
    9.4899   0.000000E+00   0.000000E+00   0.000000E+00
    9.5095   0.000000E+00   0.000000E+00   0.000000E+00
    9.5291   0.000000E+00   0.000000E+00   0.000000E+00
    9.5488   0.000000E+00   0.000000E+00   0.000000E+00
    9.5684   0.000000E+00   0.000000E+00   0.000000E+00
    9.5880   0.000000E+00   0.000000E+00   0.000000E+00
    9.6076   0.000000E+00   0.000000E+00   0.000000E+00
    9.6272   0.000000E+00   0.000000E+00   0.000000E+00
    9.6469   0.000000E+00   0.000000E+00   0.000000E+00
    9.6665   0.000000E+00   0.000000E+00   0.000000E+00
    9.6861   0.000000E+00   0.000000E+00   0.000000E+00
    9.7057   0.000000E+00   0.000000E+00   0.000000E+00
    9.7253   0.000000E+00   0.000000E+00   0.000000E+00
    9.7449   0.000000E+00   0.000000E+00   0.000000E+00
    9.7646   0.000000E+00   0.000000E+00   0.000000E+00
    9.7842   0.000000E+00   0.000000E+00   0.000000E+00
    9.8038   0.000000E+00   0.000000E+00   0.000000E+00
    9.8234   0.000000E+00   0.000000E+00   0.000000E+00
    9.8430   0.000000E+00   0.000000E+00   0.000000E+00
    9.8627   0.000000E+00   0.000000E+00   0.000000E+00
    9.8823   0.000000E+00   0.000000E+00   0.000000E+00
    9.9019   0.000000E+00   0.000000E+00   0.000000E+00
    9.9215   0.000000E+00   0.000000E+00   0.000000E+00
    9.9411   0.000000E+00   0.000000E+00   0.000000E+00
    9.9608   0.000000E+00   0.000000E+00   0.000000E+00
    9.9804   0.000000E+00   0.000000E+00   0.000000E+00
   10.0000   0.000000E+00   0.000000E+00   0.000000E+00
