# sin2theta_W   A(s)   chi2   dchi2
   1.151667E-01     3.605817E-01     1.288989E+01     5.540870E+00
   1.153333E-01     3.612300E-01     1.287834E+01     5.529320E+00
   1.155000E-01     3.618789E-01     1.286679E+01     5.517773E+00
   1.156667E-01     3.625284E-01     1.285524E+01     5.506227E+00
   1.158333E-01     3.631784E-01     1.284370E+01     5.494684E+00
   1.160000E-01     3.638291E-01     1.283216E+01     5.483143E+00
   1.161667E-01     3.644803E-01     1.282062E+01     5.471604E+00
   1.163333E-01     3.651321E-01     1.280908E+01     5.460067E+00
   1.165000E-01     3.657845E-01     1.279755E+01     5.448532E+00
   1.166667E-01     3.664374E-01     1.278602E+01     5.437000E+00
   1.168333E-01     3.670910E-01     1.277449E+01     5.425470E+00
   1.170000E-01     3.677451E-01     1.276296E+01     5.413942E+00
   1.171667E-01     3.683998E-01     1.275143E+01     5.402417E+00
   1.173333E-01     3.690551E-01     1.273991E+01     5.390894E+00
   1.175000E-01     3.697110E-01     1.272839E+01     5.379374E+00
   1.176667E-01     3.703675E-01     1.271687E+01     5.367856E+00
   1.178333E-01     3.710245E-01     1.270536E+01     5.356341E+00
   1.180000E-01     3.716821E-01     1.269384E+01     5.344828E+00
   1.181667E-01     3.723403E-01     1.268233E+01     5.333318E+00
   1.183333E-01     3.729991E-01     1.267083E+01     5.321811E+00
   1.185000E-01     3.736585E-01     1.265932E+01     5.310307E+00
   1.186667E-01     3.743185E-01     1.264782E+01     5.298805E+00
   1.188333E-01     3.749790E-01     1.263632E+01     5.287306E+00
   1.190000E-01     3.756401E-01     1.262483E+01     5.275809E+00
   1.191667E-01     3.763018E-01     1.261333E+01     5.264316E+00
   1.193333E-01     3.769641E-01     1.260184E+01     5.252826E+00
   1.195000E-01     3.776270E-01     1.259035E+01     5.241338E+00
   1.196667E-01     3.782904E-01     1.257887E+01     5.229853E+00
   1.198333E-01     3.789545E-01     1.256739E+01     5.218372E+00
   1.200000E-01     3.796191E-01     1.255591E+01     5.206893E+00
   1.201667E-01     3.802843E-01     1.254443E+01     5.195418E+00
   1.203333E-01     3.809500E-01     1.253296E+01     5.183946E+00
   1.205000E-01     3.816164E-01     1.252149E+01     5.172476E+00
   1.206667E-01     3.822833E-01     1.251003E+01     5.161011E+00
   1.208333E-01     3.829509E-01     1.249856E+01     5.149548E+00
   1.210000E-01     3.836190E-01     1.248710E+01     5.138088E+00
   1.211667E-01     3.842877E-01     1.247565E+01     5.126632E+00
   1.213333E-01     3.849569E-01     1.246420E+01     5.115180E+00
   1.215000E-01     3.856268E-01     1.245275E+01     5.103730E+00
   1.216667E-01     3.862972E-01     1.244130E+01     5.092284E+00
   1.218333E-01     3.869683E-01     1.242986E+01     5.080842E+00
   1.220000E-01     3.876399E-01     1.241842E+01     5.069403E+00
   1.221667E-01     3.883120E-01     1.240698E+01     5.057968E+00
   1.223333E-01     3.889848E-01     1.239555E+01     5.046536E+00
   1.225000E-01     3.896581E-01     1.238412E+01     5.035108E+00
   1.226667E-01     3.903321E-01     1.237270E+01     5.023683E+00
   1.228333E-01     3.910066E-01     1.236128E+01     5.012263E+00
   1.230000E-01     3.916817E-01     1.234986E+01     5.000846E+00
   1.231667E-01     3.923574E-01     1.233845E+01     4.989432E+00
   1.233333E-01     3.930336E-01     1.232704E+01     4.978023E+00
   1.235000E-01     3.937105E-01     1.231563E+01     4.966617E+00
   1.236667E-01     3.943879E-01     1.230423E+01     4.955216E+00
   1.238333E-01     3.950659E-01     1.229283E+01     4.943818E+00
   1.240000E-01     3.957445E-01     1.228144E+01     4.932424E+00
   1.241667E-01     3.964237E-01     1.227005E+01     4.921034E+00
   1.243333E-01     3.971034E-01     1.225866E+01     4.909649E+00
   1.245000E-01     3.977837E-01     1.224728E+01     4.898267E+00
   1.246667E-01     3.984647E-01     1.223591E+01     4.886889E+00
   1.248333E-01     3.991462E-01     1.222453E+01     4.875516E+00
   1.250000E-01     3.998282E-01     1.221316E+01     4.864147E+00
   1.251667E-01     4.005109E-01     1.220180E+01     4.852782E+00
   1.253333E-01     4.011942E-01     1.219044E+01     4.841421E+00
   1.255000E-01     4.018780E-01     1.217908E+01     4.830065E+00
   1.256667E-01     4.025624E-01     1.216773E+01     4.818713E+00
   1.258333E-01     4.032474E-01     1.215638E+01     4.807366E+00
   1.260000E-01     4.039330E-01     1.214504E+01     4.796023E+00
   1.261667E-01     4.046191E-01     1.213370E+01     4.784684E+00
   1.263333E-01     4.053059E-01     1.212237E+01     4.773350E+00
   1.265000E-01     4.059932E-01     1.211104E+01     4.762020E+00
   1.266667E-01     4.066811E-01     1.209971E+01     4.750696E+00
   1.268333E-01     4.073696E-01     1.208839E+01     4.739375E+00
   1.270000E-01     4.080587E-01     1.207708E+01     4.728060E+00
   1.271667E-01     4.087483E-01     1.206576E+01     4.716749E+00
   1.273333E-01     4.094385E-01     1.205446E+01     4.705442E+00
   1.275000E-01     4.101294E-01     1.204316E+01     4.694141E+00
   1.276667E-01     4.108208E-01     1.203186E+01     4.682845E+00
   1.278333E-01     4.115127E-01     1.202057E+01     4.671553E+00
   1.280000E-01     4.122053E-01     1.200928E+01     4.660266E+00
   1.281667E-01     4.128984E-01     1.199800E+01     4.648984E+00
   1.283333E-01     4.135922E-01     1.198672E+01     4.637707E+00
   1.285000E-01     4.142865E-01     1.197545E+01     4.626435E+00
   1.286667E-01     4.149814E-01     1.196418E+01     4.615169E+00
   1.288333E-01     4.156769E-01     1.195292E+01     4.603907E+00
   1.290000E-01     4.163729E-01     1.194167E+01     4.592650E+00
   1.291667E-01     4.170695E-01     1.193041E+01     4.581399E+00
   1.293333E-01     4.177668E-01     1.191917E+01     4.570153E+00
   1.295000E-01     4.184646E-01     1.190793E+01     4.558912E+00
   1.296667E-01     4.191630E-01     1.189669E+01     4.547677E+00
   1.298333E-01     4.198619E-01     1.188546E+01     4.536446E+00
   1.300000E-01     4.205615E-01     1.187424E+01     4.525221E+00
   1.301667E-01     4.212616E-01     1.186302E+01     4.514002E+00
   1.303333E-01     4.219623E-01     1.185180E+01     4.502788E+00
   1.305000E-01     4.226636E-01     1.184060E+01     4.491579E+00
   1.306667E-01     4.233655E-01     1.182939E+01     4.480376E+00
   1.308333E-01     4.240680E-01     1.181819E+01     4.469179E+00
   1.310000E-01     4.247710E-01     1.180700E+01     4.457987E+00
   1.311667E-01     4.254746E-01     1.179582E+01     4.446801E+00
   1.313333E-01     4.261789E-01     1.178464E+01     4.435621E+00
   1.315000E-01     4.268836E-01     1.177346E+01     4.424446E+00
   1.316667E-01     4.275890E-01     1.176229E+01     4.413277E+00
   1.318333E-01     4.282950E-01     1.175113E+01     4.402114E+00
   1.320000E-01     4.290015E-01     1.173997E+01     4.390956E+00
   1.321667E-01     4.297086E-01     1.172882E+01     4.379805E+00
   1.323333E-01     4.304163E-01     1.171768E+01     4.368659E+00
   1.325000E-01     4.311246E-01     1.170654E+01     4.357520E+00
   1.326667E-01     4.318335E-01     1.169540E+01     4.346386E+00
   1.328333E-01     4.325429E-01     1.168427E+01     4.335259E+00
   1.330000E-01     4.332530E-01     1.167315E+01     4.324137E+00
   1.331667E-01     4.339636E-01     1.166204E+01     4.313022E+00
   1.333333E-01     4.346748E-01     1.165093E+01     4.301913E+00
   1.335000E-01     4.353866E-01     1.163983E+01     4.290810E+00
   1.336667E-01     4.360989E-01     1.162873E+01     4.279713E+00
   1.338333E-01     4.368119E-01     1.161764E+01     4.268623E+00
   1.340000E-01     4.375254E-01     1.160655E+01     4.257539E+00
   1.341667E-01     4.382395E-01     1.159548E+01     4.246461E+00
   1.343333E-01     4.389542E-01     1.158441E+01     4.235390E+00
   1.345000E-01     4.396695E-01     1.157334E+01     4.224325E+00
   1.346667E-01     4.403853E-01     1.156228E+01     4.213266E+00
   1.348333E-01     4.411018E-01     1.155123E+01     4.202214E+00
   1.350000E-01     4.418188E-01     1.154018E+01     4.191169E+00
   1.351667E-01     4.425364E-01     1.152915E+01     4.180130E+00
   1.353333E-01     4.432546E-01     1.151811E+01     4.169098E+00
   1.355000E-01     4.439733E-01     1.150709E+01     4.158073E+00
   1.356667E-01     4.446927E-01     1.149607E+01     4.147054E+00
   1.358333E-01     4.454126E-01     1.148506E+01     4.136042E+00
   1.360000E-01     4.461331E-01     1.147405E+01     4.125037E+00
   1.361667E-01     4.468542E-01     1.146305E+01     4.114038E+00
   1.363333E-01     4.475759E-01     1.145206E+01     4.103047E+00
   1.365000E-01     4.482982E-01     1.144108E+01     4.092062E+00
   1.366667E-01     4.490210E-01     1.143010E+01     4.081085E+00
   1.368333E-01     4.497444E-01     1.141913E+01     4.070114E+00
   1.370000E-01     4.504684E-01     1.140817E+01     4.059150E+00
   1.371667E-01     4.511930E-01     1.139721E+01     4.048194E+00
   1.373333E-01     4.519182E-01     1.138626E+01     4.037244E+00
   1.375000E-01     4.526440E-01     1.137532E+01     4.026302E+00
   1.376667E-01     4.533703E-01     1.136438E+01     4.015367E+00
   1.378333E-01     4.540972E-01     1.135345E+01     4.004439E+00
   1.380000E-01     4.548247E-01     1.134253E+01     3.993518E+00
   1.381667E-01     4.555528E-01     1.133162E+01     3.982605E+00
   1.383333E-01     4.562815E-01     1.132071E+01     3.971699E+00
   1.385000E-01     4.570107E-01     1.130982E+01     3.960800E+00
   1.386667E-01     4.577405E-01     1.129892E+01     3.949909E+00
   1.388333E-01     4.584710E-01     1.128804E+01     3.939025E+00
   1.390000E-01     4.592019E-01     1.127716E+01     3.928149E+00
   1.391667E-01     4.599335E-01     1.126630E+01     3.917280E+00
   1.393333E-01     4.606657E-01     1.125544E+01     3.906419E+00
   1.395000E-01     4.613984E-01     1.124458E+01     3.895566E+00
   1.396667E-01     4.621318E-01     1.123374E+01     3.884720E+00
   1.398333E-01     4.628657E-01     1.122290E+01     3.873882E+00
   1.400000E-01     4.636001E-01     1.121207E+01     3.863051E+00
   1.401667E-01     4.643352E-01     1.120124E+01     3.852229E+00
   1.403333E-01     4.650709E-01     1.119043E+01     3.841414E+00
   1.405000E-01     4.658071E-01     1.117962E+01     3.830607E+00
   1.406667E-01     4.665439E-01     1.116882E+01     3.819808E+00
   1.408333E-01     4.672813E-01     1.115803E+01     3.809017E+00
   1.410000E-01     4.680193E-01     1.114725E+01     3.798234E+00
   1.411667E-01     4.687579E-01     1.113647E+01     3.787459E+00
   1.413333E-01     4.694970E-01     1.112571E+01     3.776691E+00
   1.415000E-01     4.702367E-01     1.111495E+01     3.765932E+00
   1.416667E-01     4.709771E-01     1.110420E+01     3.755182E+00
   1.418333E-01     4.717180E-01     1.109345E+01     3.744439E+00
   1.420000E-01     4.724594E-01     1.108272E+01     3.733704E+00
   1.421667E-01     4.732015E-01     1.107199E+01     3.722978E+00
   1.423333E-01     4.739441E-01     1.106128E+01     3.712260E+00
   1.425000E-01     4.746874E-01     1.105057E+01     3.701551E+00
   1.426667E-01     4.754312E-01     1.103987E+01     3.690849E+00
   1.428333E-01     4.761755E-01     1.102917E+01     3.680157E+00
   1.430000E-01     4.769205E-01     1.101849E+01     3.669472E+00
   1.431667E-01     4.776661E-01     1.100781E+01     3.658796E+00
   1.433333E-01     4.784122E-01     1.099714E+01     3.648129E+00
   1.435000E-01     4.791589E-01     1.098649E+01     3.637470E+00
   1.436667E-01     4.799062E-01     1.097584E+01     3.626820E+00
   1.438333E-01     4.806541E-01     1.096519E+01     3.616178E+00
   1.440000E-01     4.814026E-01     1.095456E+01     3.605546E+00
   1.441667E-01     4.821516E-01     1.094394E+01     3.594921E+00
   1.443333E-01     4.829012E-01     1.093332E+01     3.584306E+00
   1.445000E-01     4.836514E-01     1.092272E+01     3.573699E+00
   1.446667E-01     4.844022E-01     1.091212E+01     3.563102E+00
   1.448333E-01     4.851536E-01     1.090153E+01     3.552513E+00
   1.450000E-01     4.859056E-01     1.089095E+01     3.541933E+00
   1.451667E-01     4.866581E-01     1.088038E+01     3.531362E+00
   1.453333E-01     4.874112E-01     1.086982E+01     3.520800E+00
   1.455000E-01     4.881649E-01     1.085926E+01     3.510247E+00
   1.456667E-01     4.889192E-01     1.084872E+01     3.499703E+00
   1.458333E-01     4.896741E-01     1.083818E+01     3.489168E+00
   1.460000E-01     4.904295E-01     1.082766E+01     3.478643E+00
   1.461667E-01     4.911856E-01     1.081714E+01     3.468126E+00
   1.463333E-01     4.919422E-01     1.080663E+01     3.457619E+00
   1.465000E-01     4.926994E-01     1.079614E+01     3.447121E+00
   1.466667E-01     4.934572E-01     1.078565E+01     3.436633E+00
   1.468333E-01     4.942155E-01     1.077517E+01     3.426153E+00
   1.470000E-01     4.949745E-01     1.076470E+01     3.415683E+00
   1.471667E-01     4.957340E-01     1.075424E+01     3.405223E+00
   1.473333E-01     4.964941E-01     1.074379E+01     3.394772E+00
   1.475000E-01     4.972548E-01     1.073335E+01     3.384331E+00
   1.476667E-01     4.980161E-01     1.072291E+01     3.373899E+00
   1.478333E-01     4.987779E-01     1.071249E+01     3.363476E+00
   1.480000E-01     4.995404E-01     1.070208E+01     3.353064E+00
   1.481667E-01     5.003034E-01     1.069168E+01     3.342660E+00
   1.483333E-01     5.010670E-01     1.068128E+01     3.332267E+00
   1.485000E-01     5.018312E-01     1.067090E+01     3.321884E+00
   1.486667E-01     5.025960E-01     1.066053E+01     3.311510E+00
   1.488333E-01     5.033613E-01     1.065016E+01     3.301146E+00
   1.490000E-01     5.041272E-01     1.063981E+01     3.290792E+00
   1.491667E-01     5.048938E-01     1.062946E+01     3.280447E+00
   1.493333E-01     5.056609E-01     1.061913E+01     3.270113E+00
   1.495000E-01     5.064285E-01     1.060880E+01     3.259789E+00
   1.496667E-01     5.071968E-01     1.059849E+01     3.249474E+00
   1.498333E-01     5.079656E-01     1.058819E+01     3.239170E+00
   1.500000E-01     5.087351E-01     1.057789E+01     3.228876E+00
   1.501667E-01     5.095051E-01     1.056761E+01     3.218592E+00
   1.503333E-01     5.102757E-01     1.055733E+01     3.208318E+00
   1.505000E-01     5.110468E-01     1.054707E+01     3.198054E+00
   1.506667E-01     5.118186E-01     1.053682E+01     3.187801E+00
   1.508333E-01     5.125909E-01     1.052657E+01     3.177558E+00
   1.510000E-01     5.133638E-01     1.051634E+01     3.167325E+00
   1.511667E-01     5.141373E-01     1.050612E+01     3.157102E+00
   1.513333E-01     5.149114E-01     1.049591E+01     3.146890E+00
   1.515000E-01     5.156861E-01     1.048570E+01     3.136689E+00
   1.516667E-01     5.164613E-01     1.047551E+01     3.126497E+00
   1.518333E-01     5.172372E-01     1.046533E+01     3.116317E+00
   1.520000E-01     5.180136E-01     1.045516E+01     3.106147E+00
   1.521667E-01     5.187906E-01     1.044500E+01     3.095987E+00
   1.523333E-01     5.195682E-01     1.043485E+01     3.085838E+00
   1.525000E-01     5.203463E-01     1.042472E+01     3.075700E+00
   1.526667E-01     5.211251E-01     1.041459E+01     3.065573E+00
   1.528333E-01     5.219044E-01     1.040447E+01     3.055456E+00
   1.530000E-01     5.226843E-01     1.039437E+01     3.045350E+00
   1.531667E-01     5.234648E-01     1.038427E+01     3.035255E+00
   1.533333E-01     5.242459E-01     1.037419E+01     3.025171E+00
   1.535000E-01     5.250275E-01     1.036411E+01     3.015097E+00
   1.536667E-01     5.258098E-01     1.035405E+01     3.005035E+00
   1.538333E-01     5.265926E-01     1.034400E+01     2.994983E+00
   1.540000E-01     5.273760E-01     1.033396E+01     2.984943E+00
   1.541667E-01     5.281600E-01     1.032393E+01     2.974914E+00
   1.543333E-01     5.289445E-01     1.031391E+01     2.964895E+00
   1.545000E-01     5.297297E-01     1.030390E+01     2.954888E+00
   1.546667E-01     5.305154E-01     1.029391E+01     2.944892E+00
   1.548333E-01     5.313017E-01     1.028392E+01     2.934908E+00
   1.550000E-01     5.320886E-01     1.027395E+01     2.924934E+00
   1.551667E-01     5.328761E-01     1.026399E+01     2.914972E+00
   1.553333E-01     5.336642E-01     1.025404E+01     2.905021E+00
   1.555000E-01     5.344528E-01     1.024410E+01     2.895081E+00
   1.556667E-01     5.352420E-01     1.023417E+01     2.885153E+00
   1.558333E-01     5.360318E-01     1.022425E+01     2.875237E+00
   1.560000E-01     5.368222E-01     1.021435E+01     2.865331E+00
   1.561667E-01     5.376132E-01     1.020445E+01     2.855438E+00
   1.563333E-01     5.384047E-01     1.019457E+01     2.845555E+00
   1.565000E-01     5.391969E-01     1.018470E+01     2.835685E+00
   1.566667E-01     5.399896E-01     1.017484E+01     2.825826E+00
   1.568333E-01     5.407829E-01     1.016499E+01     2.815979E+00
   1.570000E-01     5.415768E-01     1.015516E+01     2.806143E+00
   1.571667E-01     5.423712E-01     1.014534E+01     2.796319E+00
   1.573333E-01     5.431663E-01     1.013552E+01     2.786507E+00
   1.575000E-01     5.439619E-01     1.012572E+01     2.776707E+00
   1.576667E-01     5.447581E-01     1.011593E+01     2.766919E+00
   1.578333E-01     5.455549E-01     1.010616E+01     2.757142E+00
   1.580000E-01     5.463523E-01     1.009639E+01     2.747377E+00
   1.581667E-01     5.471503E-01     1.008664E+01     2.737625E+00
   1.583333E-01     5.479488E-01     1.007690E+01     2.727884E+00
   1.585000E-01     5.487479E-01     1.006717E+01     2.718156E+00
   1.586667E-01     5.495476E-01     1.005746E+01     2.708439E+00
   1.588333E-01     5.503479E-01     1.004775E+01     2.698735E+00
   1.590000E-01     5.511488E-01     1.003806E+01     2.689043E+00
   1.591667E-01     5.519502E-01     1.002838E+01     2.679363E+00
   1.593333E-01     5.527523E-01     1.001871E+01     2.669695E+00
   1.595000E-01     5.535549E-01     1.000906E+01     2.660039E+00
   1.596667E-01     5.543581E-01     9.999412E+00     2.650396E+00
   1.598333E-01     5.551619E-01     9.989781E+00     2.640765E+00
   1.600000E-01     5.559662E-01     9.980163E+00     2.631147E+00
   1.601667E-01     5.567712E-01     9.970557E+00     2.621541E+00
   1.603333E-01     5.575767E-01     9.960963E+00     2.611947E+00
   1.605000E-01     5.583828E-01     9.951382E+00     2.602366E+00
   1.606667E-01     5.591895E-01     9.941813E+00     2.592797E+00
   1.608333E-01     5.599968E-01     9.932257E+00     2.583241E+00
   1.610000E-01     5.608046E-01     9.922714E+00     2.573698E+00
   1.611667E-01     5.616131E-01     9.913183E+00     2.564167E+00
   1.613333E-01     5.624221E-01     9.903665E+00     2.554649E+00
   1.615000E-01     5.632317E-01     9.894159E+00     2.545144E+00
   1.616667E-01     5.640419E-01     9.884667E+00     2.535651E+00
   1.618333E-01     5.648527E-01     9.875187E+00     2.526171E+00
   1.620000E-01     5.656640E-01     9.865720E+00     2.516704E+00
   1.621667E-01     5.664759E-01     9.856266E+00     2.507250E+00
   1.623333E-01     5.672885E-01     9.846824E+00     2.497809E+00
   1.625000E-01     5.681016E-01     9.837396E+00     2.488380E+00
   1.626667E-01     5.689152E-01     9.827981E+00     2.478965E+00
   1.628333E-01     5.697295E-01     9.818578E+00     2.469563E+00
   1.630000E-01     5.705443E-01     9.809189E+00     2.460173E+00
   1.631667E-01     5.713598E-01     9.799813E+00     2.450797E+00
   1.633333E-01     5.721758E-01     9.790450E+00     2.441434E+00
   1.635000E-01     5.729924E-01     9.781100E+00     2.432084E+00
   1.636667E-01     5.738096E-01     9.771763E+00     2.422747E+00
   1.638333E-01     5.746273E-01     9.762439E+00     2.413424E+00
   1.640000E-01     5.754456E-01     9.753129E+00     2.404113E+00
   1.641667E-01     5.762646E-01     9.743832E+00     2.394816E+00
   1.643333E-01     5.770841E-01     9.734548E+00     2.385533E+00
   1.645000E-01     5.779042E-01     9.725278E+00     2.376262E+00
   1.646667E-01     5.787248E-01     9.716021E+00     2.367005E+00
   1.648333E-01     5.795461E-01     9.706778E+00     2.357762E+00
   1.650000E-01     5.803679E-01     9.697548E+00     2.348532E+00
   1.651667E-01     5.811903E-01     9.688332E+00     2.339316E+00
   1.653333E-01     5.820133E-01     9.679129E+00     2.330113E+00
   1.655000E-01     5.828369E-01     9.669939E+00     2.320924E+00
   1.656667E-01     5.836611E-01     9.660764E+00     2.311748E+00
   1.658333E-01     5.844858E-01     9.651602E+00     2.302586E+00
   1.660000E-01     5.853111E-01     9.642453E+00     2.293438E+00
   1.661667E-01     5.861370E-01     9.633319E+00     2.284303E+00
   1.663333E-01     5.869635E-01     9.624198E+00     2.275182E+00
   1.665000E-01     5.877906E-01     9.615091E+00     2.266075E+00
   1.666667E-01     5.886183E-01     9.605998E+00     2.256982E+00
   1.668333E-01     5.894465E-01     9.596919E+00     2.247903E+00
   1.670000E-01     5.902753E-01     9.587853E+00     2.238837E+00
   1.671667E-01     5.911047E-01     9.578802E+00     2.229786E+00
   1.673333E-01     5.919347E-01     9.569764E+00     2.220749E+00
   1.675000E-01     5.927653E-01     9.560741E+00     2.211725E+00
   1.676667E-01     5.935964E-01     9.551732E+00     2.202716E+00
   1.678333E-01     5.944281E-01     9.542736E+00     2.193721E+00
   1.680000E-01     5.952605E-01     9.533755E+00     2.184739E+00
   1.681667E-01     5.960934E-01     9.524788E+00     2.175773E+00
   1.683333E-01     5.969268E-01     9.515836E+00     2.166820E+00
   1.685000E-01     5.977609E-01     9.506897E+00     2.157881E+00
   1.686667E-01     5.985955E-01     9.497973E+00     2.148957E+00
   1.688333E-01     5.994308E-01     9.489063E+00     2.140047E+00
   1.690000E-01     6.002666E-01     9.480167E+00     2.131151E+00
   1.691667E-01     6.011030E-01     9.471286E+00     2.122270E+00
   1.693333E-01     6.019399E-01     9.462419E+00     2.113403E+00
   1.695000E-01     6.027775E-01     9.453567E+00     2.104551E+00
   1.696667E-01     6.036156E-01     9.444729E+00     2.095713E+00
   1.698333E-01     6.044543E-01     9.435905E+00     2.086889E+00
   1.700000E-01     6.052936E-01     9.427096E+00     2.078080E+00
   1.701667E-01     6.061335E-01     9.418302E+00     2.069286E+00
   1.703333E-01     6.069740E-01     9.409522E+00     2.060506E+00
   1.705000E-01     6.078150E-01     9.400757E+00     2.051741E+00
   1.706667E-01     6.086567E-01     9.392007E+00     2.042991E+00
   1.708333E-01     6.094989E-01     9.383271E+00     2.034255E+00
   1.710000E-01     6.103417E-01     9.374550E+00     2.025534E+00
   1.711667E-01     6.111851E-01     9.365844E+00     2.016828E+00
   1.713333E-01     6.120290E-01     9.357153E+00     2.008137E+00
   1.715000E-01     6.128736E-01     9.348476E+00     1.999461E+00
   1.716667E-01     6.137187E-01     9.339815E+00     1.990799E+00
   1.718333E-01     6.145644E-01     9.331168E+00     1.982153E+00
   1.720000E-01     6.154107E-01     9.322537E+00     1.973521E+00
   1.721667E-01     6.162576E-01     9.313920E+00     1.964904E+00
   1.723333E-01     6.171050E-01     9.305318E+00     1.956303E+00
   1.725000E-01     6.179530E-01     9.296732E+00     1.947716E+00
   1.726667E-01     6.188017E-01     9.288160E+00     1.939145E+00
   1.728333E-01     6.196509E-01     9.279604E+00     1.930588E+00
   1.730000E-01     6.205006E-01     9.271063E+00     1.922047E+00
   1.731667E-01     6.213510E-01     9.262537E+00     1.913521E+00
   1.733333E-01     6.222020E-01     9.254026E+00     1.905010E+00
   1.735000E-01     6.230535E-01     9.245531E+00     1.896515E+00
   1.736667E-01     6.239056E-01     9.237050E+00     1.888035E+00
   1.738333E-01     6.247583E-01     9.228586E+00     1.879570E+00
   1.740000E-01     6.256116E-01     9.220136E+00     1.871120E+00
   1.741667E-01     6.264654E-01     9.211702E+00     1.862686E+00
   1.743333E-01     6.273199E-01     9.203283E+00     1.854268E+00
   1.745000E-01     6.281749E-01     9.194880E+00     1.845864E+00
   1.746667E-01     6.290305E-01     9.186493E+00     1.837477E+00
   1.748333E-01     6.298867E-01     9.178120E+00     1.829105E+00
   1.750000E-01     6.307435E-01     9.169764E+00     1.820748E+00
   1.751667E-01     6.316008E-01     9.161423E+00     1.812407E+00
   1.753333E-01     6.324587E-01     9.153097E+00     1.804082E+00
   1.755000E-01     6.333173E-01     9.144788E+00     1.795772E+00
   1.756667E-01     6.341764E-01     9.136494E+00     1.787478E+00
   1.758333E-01     6.350360E-01     9.128216E+00     1.779200E+00
   1.760000E-01     6.358963E-01     9.119953E+00     1.770937E+00
   1.761667E-01     6.367571E-01     9.111706E+00     1.762690E+00
   1.763333E-01     6.376186E-01     9.103475E+00     1.754460E+00
   1.765000E-01     6.384806E-01     9.095260E+00     1.746245E+00
   1.766667E-01     6.393432E-01     9.087061E+00     1.738045E+00
   1.768333E-01     6.402064E-01     9.078878E+00     1.729862E+00
   1.770000E-01     6.410701E-01     9.070711E+00     1.721695E+00
   1.771667E-01     6.419344E-01     9.062560E+00     1.713544E+00
   1.773333E-01     6.427994E-01     9.054424E+00     1.705409E+00
   1.775000E-01     6.436649E-01     9.046305E+00     1.697289E+00
   1.776667E-01     6.445310E-01     9.038202E+00     1.689186E+00
   1.778333E-01     6.453976E-01     9.030115E+00     1.681099E+00
   1.780000E-01     6.462649E-01     9.022044E+00     1.673029E+00
   1.781667E-01     6.471327E-01     9.013990E+00     1.664974E+00
   1.783333E-01     6.480011E-01     9.005951E+00     1.656936E+00
   1.785000E-01     6.488701E-01     8.997929E+00     1.648913E+00
   1.786667E-01     6.497397E-01     8.989923E+00     1.640908E+00
   1.788333E-01     6.506099E-01     8.981934E+00     1.632918E+00
   1.790000E-01     6.514806E-01     8.973961E+00     1.624945E+00
   1.791667E-01     6.523519E-01     8.966004E+00     1.616988E+00
   1.793333E-01     6.532239E-01     8.958063E+00     1.609048E+00
   1.795000E-01     6.540963E-01     8.950139E+00     1.601124E+00
   1.796667E-01     6.549694E-01     8.942232E+00     1.593216E+00
   1.798333E-01     6.558431E-01     8.934341E+00     1.585325E+00
   1.800000E-01     6.567173E-01     8.926466E+00     1.577451E+00
   1.801667E-01     6.575921E-01     8.918608E+00     1.569593E+00
   1.803333E-01     6.584675E-01     8.910767E+00     1.561751E+00
   1.805000E-01     6.593435E-01     8.902942E+00     1.553927E+00
   1.806667E-01     6.602201E-01     8.895134E+00     1.546119E+00
   1.808333E-01     6.610972E-01     8.887343E+00     1.538327E+00
   1.810000E-01     6.619750E-01     8.879568E+00     1.530553E+00
   1.811667E-01     6.628533E-01     8.871811E+00     1.522795E+00
   1.813333E-01     6.637322E-01     8.864070E+00     1.515054E+00
   1.815000E-01     6.646117E-01     8.856345E+00     1.507329E+00
   1.816667E-01     6.654917E-01     8.848638E+00     1.499622E+00
   1.818333E-01     6.663724E-01     8.840947E+00     1.491931E+00
   1.820000E-01     6.672536E-01     8.833274E+00     1.484258E+00
   1.821667E-01     6.681354E-01     8.825617E+00     1.476601E+00
   1.823333E-01     6.690178E-01     8.817977E+00     1.468961E+00
   1.825000E-01     6.699008E-01     8.810354E+00     1.461339E+00
   1.826667E-01     6.707843E-01     8.802749E+00     1.453733E+00
   1.828333E-01     6.716685E-01     8.795160E+00     1.446144E+00
   1.830000E-01     6.725532E-01     8.787588E+00     1.438572E+00
   1.831667E-01     6.734385E-01     8.780034E+00     1.431018E+00
   1.833333E-01     6.743244E-01     8.772497E+00     1.423481E+00
   1.835000E-01     6.752108E-01     8.764976E+00     1.415961E+00
   1.836667E-01     6.760979E-01     8.757473E+00     1.408458E+00
   1.838333E-01     6.769855E-01     8.749988E+00     1.400972E+00
   1.840000E-01     6.778737E-01     8.742519E+00     1.393503E+00
   1.841667E-01     6.787625E-01     8.735068E+00     1.386052E+00
   1.843333E-01     6.796519E-01     8.727634E+00     1.378618E+00
   1.845000E-01     6.805419E-01     8.720218E+00     1.371202E+00
   1.846667E-01     6.814324E-01     8.712819E+00     1.363803E+00
   1.848333E-01     6.823235E-01     8.705437E+00     1.356421E+00
   1.850000E-01     6.832152E-01     8.698073E+00     1.349057E+00
   1.851667E-01     6.841075E-01     8.690726E+00     1.341710E+00
   1.853333E-01     6.850004E-01     8.683397E+00     1.334381E+00
   1.855000E-01     6.858939E-01     8.676085E+00     1.327069E+00
