# NE_LO   sin2theta_W   A(s)   dchi2
    3    4.400000E-02    1.901947E-01    4.687357E+01
    4    4.400000E-02    1.901947E-01    7.967170E+00
    1    4.416667E-02    1.906162E-01    1.387802E+03
    2    4.416667E-02    1.906162E-01    2.691842E+02
    3    4.416667E-02    1.906162E-01    4.682479E+01
    4    4.416667E-02    1.906162E-01    7.958878E+00
    1    4.433333E-02    1.910382E-01    1.386355E+03
    2    4.433333E-02    1.910382E-01    2.689036E+02
    3    4.433333E-02    1.910382E-01    4.677597E+01
    4    4.433333E-02    1.910382E-01    7.950581E+00
    1    4.450000E-02    1.914607E-01    1.384907E+03
    2    4.450000E-02    1.914607E-01    2.686228E+02
    3    4.450000E-02    1.914607E-01    4.672713E+01
    4    4.450000E-02    1.914607E-01    7.942279E+00
    1    4.466667E-02    1.918836E-01    1.383459E+03
    2    4.466667E-02    1.918836E-01    2.683419E+02
    3    4.466667E-02    1.918836E-01    4.667826E+01
    4    4.466667E-02    1.918836E-01    7.933972E+00
    1    4.483333E-02    1.923070E-01    1.382009E+03
    2    4.483333E-02    1.923070E-01    2.680608E+02
    3    4.483333E-02    1.923070E-01    4.662936E+01
    4    4.483333E-02    1.923070E-01    7.925661E+00
    1    4.500000E-02    1.927309E-01    1.380559E+03
    2    4.500000E-02    1.927309E-01    2.677795E+02
    3    4.500000E-02    1.927309E-01    4.658043E+01
    4    4.500000E-02    1.927309E-01    7.917344E+00
    1    4.516667E-02    1.931552E-01    1.379108E+03
    2    4.516667E-02    1.931552E-01    2.674980E+02
    3    4.516667E-02    1.931552E-01    4.653147E+01
    4    4.516667E-02    1.931552E-01    7.909023E+00
    1    4.533333E-02    1.935800E-01    1.377656E+03
    2    4.533333E-02    1.935800E-01    2.672164E+02
    3    4.533333E-02    1.935800E-01    4.648249E+01
    4    4.533333E-02    1.935800E-01    7.900697E+00
    1    4.550000E-02    1.940053E-01    1.376204E+03
    2    4.550000E-02    1.940053E-01    2.669347E+02
    3    4.550000E-02    1.940053E-01    4.643347E+01
    4    4.550000E-02    1.940053E-01    7.892366E+00
    1    4.566667E-02    1.944310E-01    1.374750E+03
    2    4.566667E-02    1.944310E-01    2.666528E+02
    3    4.566667E-02    1.944310E-01    4.638443E+01
    4    4.566667E-02    1.944310E-01    7.884031E+00
    1    4.583333E-02    1.948572E-01    1.373296E+03
    2    4.583333E-02    1.948572E-01    2.663707E+02
    3    4.583333E-02    1.948572E-01    4.633537E+01
    4    4.583333E-02    1.948572E-01    7.875691E+00
    1    4.600000E-02    1.952839E-01    1.371841E+03
    2    4.600000E-02    1.952839E-01    2.660884E+02
    3    4.600000E-02    1.952839E-01    4.628627E+01
    4    4.600000E-02    1.952839E-01    7.867346E+00
    1    4.616667E-02    1.957110E-01    1.370385E+03
    2    4.616667E-02    1.957110E-01    2.658060E+02
    3    4.616667E-02    1.957110E-01    4.623715E+01
    4    4.616667E-02    1.957110E-01    7.858996E+00
    1    4.633333E-02    1.961386E-01    1.368928E+03
    2    4.633333E-02    1.961386E-01    2.655235E+02
    3    4.633333E-02    1.961386E-01    4.618800E+01
    4    4.633333E-02    1.961386E-01    7.850642E+00
    1    4.650000E-02    1.965667E-01    1.367471E+03
    2    4.650000E-02    1.965667E-01    2.652408E+02
    3    4.650000E-02    1.965667E-01    4.613882E+01
    4    4.650000E-02    1.965667E-01    7.842283E+00
    1    4.666667E-02    1.969952E-01    1.366012E+03
    2    4.666667E-02    1.969952E-01    2.649579E+02
    3    4.666667E-02    1.969952E-01    4.608961E+01
    4    4.666667E-02    1.969952E-01    7.833919E+00
    1    4.683333E-02    1.974242E-01    1.364553E+03
    2    4.683333E-02    1.974242E-01    2.646749E+02
    3    4.683333E-02    1.974242E-01    4.604038E+01
    4    4.683333E-02    1.974242E-01    7.825551E+00
    1    4.700000E-02    1.978537E-01    1.363093E+03
    2    4.700000E-02    1.978537E-01    2.643917E+02
    3    4.700000E-02    1.978537E-01    4.599112E+01
    4    4.700000E-02    1.978537E-01    7.817178E+00
    1    4.716667E-02    1.982836E-01    1.361632E+03
    2    4.716667E-02    1.982836E-01    2.641083E+02
    3    4.716667E-02    1.982836E-01    4.594183E+01
    4    4.716667E-02    1.982836E-01    7.808801E+00
    1    4.733333E-02    1.987140E-01    1.360171E+03
    2    4.733333E-02    1.987140E-01    2.638248E+02
    3    4.733333E-02    1.987140E-01    4.589252E+01
    4    4.733333E-02    1.987140E-01    7.800419E+00
    1    4.750000E-02    1.991449E-01    1.358708E+03
    2    4.750000E-02    1.991449E-01    2.635412E+02
    3    4.750000E-02    1.991449E-01    4.584317E+01
    4    4.750000E-02    1.991449E-01    7.792032E+00
    1    4.766667E-02    1.995762E-01    1.357245E+03
    2    4.766667E-02    1.995762E-01    2.632574E+02
    3    4.766667E-02    1.995762E-01    4.579381E+01
    4    4.766667E-02    1.995762E-01    7.783641E+00
    1    4.783333E-02    2.000080E-01    1.355781E+03
    2    4.783333E-02    2.000080E-01    2.629734E+02
    3    4.783333E-02    2.000080E-01    4.574441E+01
    4    4.783333E-02    2.000080E-01    7.775245E+00
    1    4.800000E-02    2.004403E-01    1.354316E+03
    2    4.800000E-02    2.004403E-01    2.626893E+02
    3    4.800000E-02    2.004403E-01    4.569499E+01
    4    4.800000E-02    2.004403E-01    7.766845E+00
    1    4.816667E-02    2.008730E-01    1.352851E+03
    2    4.816667E-02    2.008730E-01    2.624050E+02
    3    4.816667E-02    2.008730E-01    4.564554E+01
    4    4.816667E-02    2.008730E-01    7.758440E+00
    1    4.833333E-02    2.013062E-01    1.351384E+03
    2    4.833333E-02    2.013062E-01    2.621206E+02
    3    4.833333E-02    2.013062E-01    4.559607E+01
    4    4.833333E-02    2.013062E-01    7.750031E+00
    1    4.850000E-02    2.017399E-01    1.349917E+03
    2    4.850000E-02    2.017399E-01    2.618361E+02
    3    4.850000E-02    2.017399E-01    4.554656E+01
    4    4.850000E-02    2.017399E-01    7.741617E+00
    1    4.866667E-02    2.021740E-01    1.348449E+03
    2    4.866667E-02    2.021740E-01    2.615513E+02
    3    4.866667E-02    2.021740E-01    4.549704E+01
    4    4.866667E-02    2.021740E-01    7.733199E+00
    1    4.883333E-02    2.026086E-01    1.346981E+03
    2    4.883333E-02    2.026086E-01    2.612665E+02
    3    4.883333E-02    2.026086E-01    4.544748E+01
    4    4.883333E-02    2.026086E-01    7.724776E+00
    1    4.900000E-02    2.030437E-01    1.345511E+03
    2    4.900000E-02    2.030437E-01    2.609814E+02
    3    4.900000E-02    2.030437E-01    4.539790E+01
    4    4.900000E-02    2.030437E-01    7.716349E+00
    1    4.916667E-02    2.034792E-01    1.344041E+03
    2    4.916667E-02    2.034792E-01    2.606963E+02
    3    4.916667E-02    2.034792E-01    4.534830E+01
    4    4.916667E-02    2.034792E-01    7.707917E+00
    1    4.933333E-02    2.039152E-01    1.342570E+03
    2    4.933333E-02    2.039152E-01    2.604109E+02
    3    4.933333E-02    2.039152E-01    4.529867E+01
    4    4.933333E-02    2.039152E-01    7.699481E+00
    1    4.950000E-02    2.043517E-01    1.341098E+03
    2    4.950000E-02    2.043517E-01    2.601255E+02
    3    4.950000E-02    2.043517E-01    4.524901E+01
    4    4.950000E-02    2.043517E-01    7.691040E+00
    1    4.966667E-02    2.047887E-01    1.339626E+03
    2    4.966667E-02    2.047887E-01    2.598398E+02
    3    4.966667E-02    2.047887E-01    4.519932E+01
    4    4.966667E-02    2.047887E-01    7.682596E+00
    1    4.983333E-02    2.052261E-01    1.338152E+03
    2    4.983333E-02    2.052261E-01    2.595541E+02
    3    4.983333E-02    2.052261E-01    4.514961E+01
    4    4.983333E-02    2.052261E-01    7.674146E+00
    1    5.000000E-02    2.056639E-01    1.336678E+03
    2    5.000000E-02    2.056639E-01    2.592682E+02
    3    5.000000E-02    2.056639E-01    4.509988E+01
    4    5.000000E-02    2.056639E-01    7.665693E+00
    1    5.016667E-02    2.061023E-01    1.335204E+03
    2    5.016667E-02    2.061023E-01    2.589821E+02
    3    5.016667E-02    2.061023E-01    4.505012E+01
    4    5.016667E-02    2.061023E-01    7.657235E+00
    1    5.033333E-02    2.065411E-01    1.333728E+03
    2    5.033333E-02    2.065411E-01    2.586959E+02
    3    5.033333E-02    2.065411E-01    4.500033E+01
    4    5.033333E-02    2.065411E-01    7.648773E+00
    1    5.050000E-02    2.069803E-01    1.332252E+03
    2    5.050000E-02    2.069803E-01    2.584095E+02
    3    5.050000E-02    2.069803E-01    4.495052E+01
    4    5.050000E-02    2.069803E-01    7.640306E+00
    1    5.066667E-02    2.074201E-01    1.330775E+03
    2    5.066667E-02    2.074201E-01    2.581230E+02
    3    5.066667E-02    2.074201E-01    4.490068E+01
    4    5.066667E-02    2.074201E-01    7.631835E+00
    1    5.083333E-02    2.078603E-01    1.329297E+03
    2    5.083333E-02    2.078603E-01    2.578364E+02
    3    5.083333E-02    2.078603E-01    4.485082E+01
    4    5.083333E-02    2.078603E-01    7.623360E+00
    1    5.100000E-02    2.083009E-01    1.327818E+03
    2    5.100000E-02    2.083009E-01    2.575496E+02
    3    5.100000E-02    2.083009E-01    4.480093E+01
    4    5.100000E-02    2.083009E-01    7.614881E+00
    1    5.116667E-02    2.087421E-01    1.326339E+03
    2    5.116667E-02    2.087421E-01    2.572627E+02
    3    5.116667E-02    2.087421E-01    4.475102E+01
    4    5.116667E-02    2.087421E-01    7.606397E+00
    1    5.133333E-02    2.091837E-01    1.324859E+03
    2    5.133333E-02    2.091837E-01    2.569756E+02
    3    5.133333E-02    2.091837E-01    4.470109E+01
    4    5.133333E-02    2.091837E-01    7.597909E+00
    1    5.150000E-02    2.096257E-01    1.323378E+03
    2    5.150000E-02    2.096257E-01    2.566884E+02
    3    5.150000E-02    2.096257E-01    4.465112E+01
    4    5.150000E-02    2.096257E-01    7.589417E+00
    1    5.166667E-02    2.100683E-01    1.321897E+03
    2    5.166667E-02    2.100683E-01    2.564010E+02
    3    5.166667E-02    2.100683E-01    4.460114E+01
    4    5.166667E-02    2.100683E-01    7.580921E+00
    1    5.183333E-02    2.105113E-01    1.320414E+03
    2    5.183333E-02    2.105113E-01    2.561135E+02
    3    5.183333E-02    2.105113E-01    4.455113E+01
    4    5.183333E-02    2.105113E-01    7.572420E+00
    1    5.200000E-02    2.109547E-01    1.318931E+03
    2    5.200000E-02    2.109547E-01    2.558259E+02
    3    5.200000E-02    2.109547E-01    4.450109E+01
    4    5.200000E-02    2.109547E-01    7.563916E+00
    1    5.216667E-02    2.113987E-01    1.317448E+03
    2    5.216667E-02    2.113987E-01    2.555381E+02
    3    5.216667E-02    2.113987E-01    4.445103E+01
    4    5.216667E-02    2.113987E-01    7.555407E+00
    1    5.233333E-02    2.118431E-01    1.315963E+03
    2    5.233333E-02    2.118431E-01    2.552502E+02
    3    5.233333E-02    2.118431E-01    4.440094E+01
    4    5.233333E-02    2.118431E-01    7.546894E+00
    1    5.250000E-02    2.122879E-01    1.314478E+03
    2    5.250000E-02    2.122879E-01    2.549621E+02
    3    5.250000E-02    2.122879E-01    4.435084E+01
    4    5.250000E-02    2.122879E-01    7.538377E+00
    1    5.266667E-02    2.127333E-01    1.312992E+03
    2    5.266667E-02    2.127333E-01    2.546739E+02
    3    5.266667E-02    2.127333E-01    4.430070E+01
    4    5.266667E-02    2.127333E-01    7.529856E+00
    1    5.283333E-02    2.131791E-01    1.311506E+03
    2    5.283333E-02    2.131791E-01    2.543855E+02
    3    5.283333E-02    2.131791E-01    4.425054E+01
    4    5.283333E-02    2.131791E-01    7.521330E+00
    1    5.300000E-02    2.136253E-01    1.310018E+03
    2    5.300000E-02    2.136253E-01    2.540971E+02
    3    5.300000E-02    2.136253E-01    4.420036E+01
    4    5.300000E-02    2.136253E-01    7.512801E+00
    1    5.316667E-02    2.140721E-01    1.308530E+03
    2    5.316667E-02    2.140721E-01    2.538084E+02
    3    5.316667E-02    2.140721E-01    4.415016E+01
    4    5.316667E-02    2.140721E-01    7.504267E+00
    1    5.333333E-02    2.145193E-01    1.307042E+03
    2    5.333333E-02    2.145193E-01    2.535197E+02
    3    5.333333E-02    2.145193E-01    4.409993E+01
    4    5.333333E-02    2.145193E-01    7.495730E+00
    1    5.350000E-02    2.149669E-01    1.305552E+03
    2    5.350000E-02    2.149669E-01    2.532308E+02
    3    5.350000E-02    2.149669E-01    4.404967E+01
    4    5.350000E-02    2.149669E-01    7.487188E+00
    1    5.366667E-02    2.154151E-01    1.304062E+03
    2    5.366667E-02    2.154151E-01    2.529418E+02
    3    5.366667E-02    2.154151E-01    4.399940E+01
    4    5.366667E-02    2.154151E-01    7.478643E+00
    1    5.383333E-02    2.158637E-01    1.302571E+03
    2    5.383333E-02    2.158637E-01    2.526526E+02
    3    5.383333E-02    2.158637E-01    4.394910E+01
    4    5.383333E-02    2.158637E-01    7.470093E+00
    1    5.400000E-02    2.163127E-01    1.301080E+03
    2    5.400000E-02    2.163127E-01    2.523633E+02
    3    5.400000E-02    2.163127E-01    4.389877E+01
    4    5.400000E-02    2.163127E-01    7.461539E+00
    1    5.416667E-02    2.167623E-01    1.299588E+03
    2    5.416667E-02    2.167623E-01    2.520739E+02
    3    5.416667E-02    2.167623E-01    4.384843E+01
    4    5.416667E-02    2.167623E-01    7.452982E+00
    1    5.433333E-02    2.172123E-01    1.298095E+03
    2    5.433333E-02    2.172123E-01    2.517843E+02
    3    5.433333E-02    2.172123E-01    4.379806E+01
    4    5.433333E-02    2.172123E-01    7.444420E+00
    1    5.450000E-02    2.176627E-01    1.296601E+03
    2    5.450000E-02    2.176627E-01    2.514946E+02
    3    5.450000E-02    2.176627E-01    4.374766E+01
    4    5.450000E-02    2.176627E-01    7.435855E+00
    1    5.466667E-02    2.181137E-01    1.295107E+03
    2    5.466667E-02    2.181137E-01    2.512048E+02
    3    5.466667E-02    2.181137E-01    4.369724E+01
    4    5.466667E-02    2.181137E-01    7.427285E+00
    1    5.483333E-02    2.185650E-01    1.293612E+03
    2    5.483333E-02    2.185650E-01    2.509148E+02
    3    5.483333E-02    2.185650E-01    4.364680E+01
    4    5.483333E-02    2.185650E-01    7.418712E+00
    1    5.500000E-02    2.190169E-01    1.292116E+03
    2    5.500000E-02    2.190169E-01    2.506247E+02
    3    5.500000E-02    2.190169E-01    4.359634E+01
    4    5.500000E-02    2.190169E-01    7.410135E+00
    1    5.516667E-02    2.194692E-01    1.290620E+03
    2    5.516667E-02    2.194692E-01    2.503345E+02
    3    5.516667E-02    2.194692E-01    4.354586E+01
    4    5.516667E-02    2.194692E-01    7.401553E+00
    1    5.533333E-02    2.199220E-01    1.289123E+03
    2    5.533333E-02    2.199220E-01    2.500441E+02
    3    5.533333E-02    2.199220E-01    4.349535E+01
    4    5.533333E-02    2.199220E-01    7.392968E+00
    1    5.550000E-02    2.203753E-01    1.287625E+03
    2    5.550000E-02    2.203753E-01    2.497536E+02
    3    5.550000E-02    2.203753E-01    4.344482E+01
    4    5.550000E-02    2.203753E-01    7.384379E+00
    1    5.566667E-02    2.208290E-01    1.286127E+03
    2    5.566667E-02    2.208290E-01    2.494630E+02
    3    5.566667E-02    2.208290E-01    4.339426E+01
    4    5.566667E-02    2.208290E-01    7.375787E+00
    1    5.583333E-02    2.212832E-01    1.284628E+03
    2    5.583333E-02    2.212832E-01    2.491722E+02
    3    5.583333E-02    2.212832E-01    4.334369E+01
    4    5.583333E-02    2.212832E-01    7.367190E+00
    1    5.600000E-02    2.217379E-01    1.283128E+03
    2    5.600000E-02    2.217379E-01    2.488814E+02
    3    5.600000E-02    2.217379E-01    4.329309E+01
    4    5.600000E-02    2.217379E-01    7.358590E+00
    1    5.616667E-02    2.221930E-01    1.281628E+03
    2    5.616667E-02    2.221930E-01    2.485903E+02
    3    5.616667E-02    2.221930E-01    4.324246E+01
    4    5.616667E-02    2.221930E-01    7.349986E+00
    1    5.633333E-02    2.226486E-01    1.280127E+03
    2    5.633333E-02    2.226486E-01    2.482992E+02
    3    5.633333E-02    2.226486E-01    4.319182E+01
    4    5.633333E-02    2.226486E-01    7.341378E+00
    1    5.650000E-02    2.231047E-01    1.278625E+03
    2    5.650000E-02    2.231047E-01    2.480079E+02
    3    5.650000E-02    2.231047E-01    4.314116E+01
    4    5.650000E-02    2.231047E-01    7.332766E+00
    1    5.666667E-02    2.235612E-01    1.277123E+03
    2    5.666667E-02    2.235612E-01    2.477166E+02
    3    5.666667E-02    2.235612E-01    4.309047E+01
    4    5.666667E-02    2.235612E-01    7.324150E+00
    1    5.683333E-02    2.240182E-01    1.275620E+03
    2    5.683333E-02    2.240182E-01    2.474250E+02
    3    5.683333E-02    2.240182E-01    4.303976E+01
    4    5.683333E-02    2.240182E-01    7.315531E+00
    1    5.700000E-02    2.244757E-01    1.274117E+03
    2    5.700000E-02    2.244757E-01    2.471334E+02
    3    5.700000E-02    2.244757E-01    4.298903E+01
    4    5.700000E-02    2.244757E-01    7.306908E+00
    1    5.716667E-02    2.249336E-01    1.272612E+03
    2    5.716667E-02    2.249336E-01    2.468416E+02
    3    5.716667E-02    2.249336E-01    4.293827E+01
    4    5.716667E-02    2.249336E-01    7.298282E+00
    1    5.733333E-02    2.253920E-01    1.271107E+03
    2    5.733333E-02    2.253920E-01    2.465497E+02
    3    5.733333E-02    2.253920E-01    4.288750E+01
    4    5.733333E-02    2.253920E-01    7.289651E+00
    1    5.750000E-02    2.258509E-01    1.269602E+03
    2    5.750000E-02    2.258509E-01    2.462577E+02
    3    5.750000E-02    2.258509E-01    4.283670E+01
    4    5.750000E-02    2.258509E-01    7.281017E+00
    1    5.766667E-02    2.263102E-01    1.268096E+03
    2    5.766667E-02    2.263102E-01    2.459656E+02
    3    5.766667E-02    2.263102E-01    4.278588E+01
    4    5.766667E-02    2.263102E-01    7.272380E+00
    1    5.783333E-02    2.267700E-01    1.266589E+03
    2    5.783333E-02    2.267700E-01    2.456733E+02
    3    5.783333E-02    2.267700E-01    4.273504E+01
    4    5.783333E-02    2.267700E-01    7.263738E+00
    1    5.800000E-02    2.272303E-01    1.265082E+03
    2    5.800000E-02    2.272303E-01    2.453809E+02
    3    5.800000E-02    2.272303E-01    4.268418E+01
    4    5.800000E-02    2.272303E-01    7.255094E+00
    1    5.816667E-02    2.276910E-01    1.263574E+03
    2    5.816667E-02    2.276910E-01    2.450884E+02
    3    5.816667E-02    2.276910E-01    4.263330E+01
    4    5.816667E-02    2.276910E-01    7.246445E+00
    1    5.833333E-02    2.281522E-01    1.262065E+03
    2    5.833333E-02    2.281522E-01    2.447958E+02
    3    5.833333E-02    2.281522E-01    4.258240E+01
    4    5.833333E-02    2.281522E-01    7.237793E+00
    1    5.850000E-02    2.286139E-01    1.260556E+03
    2    5.850000E-02    2.286139E-01    2.445030E+02
    3    5.850000E-02    2.286139E-01    4.253147E+01
    4    5.850000E-02    2.286139E-01    7.229137E+00
    1    5.866667E-02    2.290760E-01    1.259046E+03
    2    5.866667E-02    2.290760E-01    2.442102E+02
    3    5.866667E-02    2.290760E-01    4.248053E+01
    4    5.866667E-02    2.290760E-01    7.220478E+00
    1    5.883333E-02    2.295386E-01    1.257535E+03
    2    5.883333E-02    2.295386E-01    2.439172E+02
    3    5.883333E-02    2.295386E-01    4.242956E+01
    4    5.883333E-02    2.295386E-01    7.211815E+00
    1    5.900000E-02    2.300017E-01    1.256024E+03
    2    5.900000E-02    2.300017E-01    2.436241E+02
    3    5.900000E-02    2.300017E-01    4.237857E+01
    4    5.900000E-02    2.300017E-01    7.203149E+00
    1    5.916667E-02    2.304652E-01    1.254512E+03
    2    5.916667E-02    2.304652E-01    2.433308E+02
    3    5.916667E-02    2.304652E-01    4.232757E+01
    4    5.916667E-02    2.304652E-01    7.194479E+00
    1    5.933333E-02    2.309292E-01    1.253000E+03
    2    5.933333E-02    2.309292E-01    2.430375E+02
    3    5.933333E-02    2.309292E-01    4.227654E+01
    4    5.933333E-02    2.309292E-01    7.185806E+00
    1    5.950000E-02    2.313937E-01    1.251487E+03
    2    5.950000E-02    2.313937E-01    2.427440E+02
    3    5.950000E-02    2.313937E-01    4.222549E+01
    4    5.950000E-02    2.313937E-01    7.177129E+00
    1    5.966667E-02    2.318586E-01    1.249973E+03
    2    5.966667E-02    2.318586E-01    2.424504E+02
    3    5.966667E-02    2.318586E-01    4.217442E+01
    4    5.966667E-02    2.318586E-01    7.168449E+00
    1    5.983333E-02    2.323240E-01    1.248459E+03
    2    5.983333E-02    2.323240E-01    2.421567E+02
    3    5.983333E-02    2.323240E-01    4.212333E+01
    4    5.983333E-02    2.323240E-01    7.159765E+00
    1    6.000000E-02    2.327899E-01    1.246944E+03
    2    6.000000E-02    2.327899E-01    2.418629E+02
    3    6.000000E-02    2.327899E-01    4.207222E+01
    4    6.000000E-02    2.327899E-01    7.151078E+00
    1    6.016667E-02    2.332562E-01    1.245429E+03
    2    6.016667E-02    2.332562E-01    2.415690E+02
    3    6.016667E-02    2.332562E-01    4.202109E+01
    4    6.016667E-02    2.332562E-01    7.142387E+00
    1    6.033333E-02    2.337230E-01    1.243913E+03
    2    6.033333E-02    2.337230E-01    2.412749E+02
    3    6.033333E-02    2.337230E-01    4.196994E+01
    4    6.033333E-02    2.337230E-01    7.133693E+00
    1    6.050000E-02    2.341903E-01    1.242396E+03
    2    6.050000E-02    2.341903E-01    2.409808E+02
    3    6.050000E-02    2.341903E-01    4.191877E+01
    4    6.050000E-02    2.341903E-01    7.124996E+00
    1    6.066667E-02    2.346580E-01    1.240879E+03
    2    6.066667E-02    2.346580E-01    2.406865E+02
    3    6.066667E-02    2.346580E-01    4.186758E+01
    4    6.066667E-02    2.346580E-01    7.116295E+00
    1    6.083333E-02    2.351262E-01    1.239361E+03
    2    6.083333E-02    2.351262E-01    2.403921E+02
    3    6.083333E-02    2.351262E-01    4.181637E+01
    4    6.083333E-02    2.351262E-01    7.107591E+00
    1    6.100000E-02    2.355949E-01    1.237843E+03
    2    6.100000E-02    2.355949E-01    2.400976E+02
    3    6.100000E-02    2.355949E-01    4.176515E+01
    4    6.100000E-02    2.355949E-01    7.098883E+00
    1    6.116667E-02    2.360640E-01    1.236324E+03
    2    6.116667E-02    2.360640E-01    2.398030E+02
    3    6.116667E-02    2.360640E-01    4.171390E+01
    4    6.116667E-02    2.360640E-01    7.090173E+00
    1    6.133333E-02    2.365336E-01    1.234805E+03
    2    6.133333E-02    2.365336E-01    2.395083E+02
    3    6.133333E-02    2.365336E-01    4.166263E+01
    4    6.133333E-02    2.365336E-01    7.081459E+00
    1    6.150000E-02    2.370036E-01    1.233285E+03
    2    6.150000E-02    2.370036E-01    2.392134E+02
    3    6.150000E-02    2.370036E-01    4.161134E+01
    4    6.150000E-02    2.370036E-01    7.072741E+00
    1    6.166667E-02    2.374742E-01    1.231764E+03
    2    6.166667E-02    2.374742E-01    2.389185E+02
    3    6.166667E-02    2.374742E-01    4.156004E+01
    4    6.166667E-02    2.374742E-01    7.064021E+00
    1    6.183333E-02    2.379452E-01    1.230243E+03
    2    6.183333E-02    2.379452E-01    2.386234E+02
    3    6.183333E-02    2.379452E-01    4.150871E+01
    4    6.183333E-02    2.379452E-01    7.055297E+00
    1    6.200000E-02    2.384166E-01    1.228721E+03
    2    6.200000E-02    2.384166E-01    2.383282E+02
    3    6.200000E-02    2.384166E-01    4.145736E+01
    4    6.200000E-02    2.384166E-01    7.046569E+00
    1    6.216667E-02    2.388886E-01    1.227199E+03
    2    6.216667E-02    2.388886E-01    2.380330E+02
    3    6.216667E-02    2.388886E-01    4.140600E+01
    4    6.216667E-02    2.388886E-01    7.037839E+00
    1    6.233333E-02    2.393610E-01    1.225676E+03
    2    6.233333E-02    2.393610E-01    2.377376E+02
    3    6.233333E-02    2.393610E-01    4.135462E+01
    4    6.233333E-02    2.393610E-01    7.029105E+00
    1    6.250000E-02    2.398338E-01    1.224152E+03
    2    6.250000E-02    2.398338E-01    2.374421E+02
    3    6.250000E-02    2.398338E-01    4.130322E+01
    4    6.250000E-02    2.398338E-01    7.020369E+00
    1    6.266667E-02    2.403072E-01    1.222628E+03
    2    6.266667E-02    2.403072E-01    2.371465E+02
    3    6.266667E-02    2.403072E-01    4.125180E+01
    4    6.266667E-02    2.403072E-01    7.011629E+00
    1    6.283333E-02    2.407810E-01    1.221104E+03
    2    6.283333E-02    2.407810E-01    2.368508E+02
    3    6.283333E-02    2.407810E-01    4.120036E+01
    4    6.283333E-02    2.407810E-01    7.002886E+00
    1    6.300000E-02    2.412552E-01    1.219579E+03
    2    6.300000E-02    2.412552E-01    2.365550E+02
    3    6.300000E-02    2.412552E-01    4.114890E+01
    4    6.300000E-02    2.412552E-01    6.994139E+00
    1    6.316667E-02    2.417299E-01    1.218053E+03
    2    6.316667E-02    2.417299E-01    2.362590E+02
    3    6.316667E-02    2.417299E-01    4.109742E+01
    4    6.316667E-02    2.417299E-01    6.985390E+00
    1    6.333333E-02    2.422051E-01    1.216527E+03
    2    6.333333E-02    2.422051E-01    2.359630E+02
    3    6.333333E-02    2.422051E-01    4.104593E+01
    4    6.333333E-02    2.422051E-01    6.976637E+00
    1    6.350000E-02    2.426808E-01    1.215000E+03
    2    6.350000E-02    2.426808E-01    2.356669E+02
    3    6.350000E-02    2.426808E-01    4.099442E+01
    4    6.350000E-02    2.426808E-01    6.967882E+00
    1    6.366667E-02    2.431569E-01    1.213473E+03
    2    6.366667E-02    2.431569E-01    2.353706E+02
    3    6.366667E-02    2.431569E-01    4.094289E+01
    4    6.366667E-02    2.431569E-01    6.959123E+00
    1    6.383333E-02    2.436335E-01    1.211945E+03
    2    6.383333E-02    2.436335E-01    2.350743E+02
    3    6.383333E-02    2.436335E-01    4.089134E+01
    4    6.383333E-02    2.436335E-01    6.950361E+00
    1    6.400000E-02    2.441106E-01    1.210417E+03
    2    6.400000E-02    2.441106E-01    2.347779E+02
    3    6.400000E-02    2.441106E-01    4.083977E+01
    4    6.400000E-02    2.441106E-01    6.941596E+00
    1    6.416667E-02    2.445881E-01    1.208888E+03
    2    6.416667E-02    2.445881E-01    2.344813E+02
    3    6.416667E-02    2.445881E-01    4.078819E+01
    4    6.416667E-02    2.445881E-01    6.932828E+00
    1    6.433333E-02    2.450661E-01    1.207358E+03
    2    6.433333E-02    2.450661E-01    2.341847E+02
    3    6.433333E-02    2.450661E-01    4.073659E+01
    4    6.433333E-02    2.450661E-01    6.924058E+00
    1    6.450000E-02    2.455446E-01    1.205828E+03
    2    6.450000E-02    2.455446E-01    2.338879E+02
    3    6.450000E-02    2.455446E-01    4.068497E+01
    4    6.450000E-02    2.455446E-01    6.915284E+00
    1    6.466667E-02    2.460235E-01    1.204298E+03
    2    6.466667E-02    2.460235E-01    2.335911E+02
    3    6.466667E-02    2.460235E-01    4.063333E+01
    4    6.466667E-02    2.460235E-01    6.906507E+00
    1    6.483333E-02    2.465029E-01    1.202767E+03
    2    6.483333E-02    2.465029E-01    2.332941E+02
    3    6.483333E-02    2.465029E-01    4.058167E+01
    4    6.483333E-02    2.465029E-01    6.897727E+00
    1    6.500000E-02    2.469828E-01    1.201236E+03
    2    6.500000E-02    2.469828E-01    2.329971E+02
    3    6.500000E-02    2.469828E-01    4.053000E+01
    4    6.500000E-02    2.469828E-01    6.888944E+00
    1    6.516667E-02    2.474631E-01    1.199704E+03
    2    6.516667E-02    2.474631E-01    2.326999E+02
    3    6.516667E-02    2.474631E-01    4.047831E+01
    4    6.516667E-02    2.474631E-01    6.880158E+00
    1    6.533333E-02    2.479439E-01    1.198171E+03
    2    6.533333E-02    2.479439E-01    2.324027E+02
    3    6.533333E-02    2.479439E-01    4.042661E+01
    4    6.533333E-02    2.479439E-01    6.871370E+00
    1    6.550000E-02    2.484252E-01    1.196638E+03
    2    6.550000E-02    2.484252E-01    2.321053E+02
    3    6.550000E-02    2.484252E-01    4.037488E+01
