# sin2theta_W    chi2
  0.216617        7.7435
  0.216780        7.7396
  0.216943        7.7356
  0.217107        7.7316
  0.217270        7.7277
  0.217433        7.7238
  0.217597        7.7199
  0.217760        7.7160
  0.217923        7.7122
  0.218087        7.7083
  0.218250        7.7045
  0.218413        7.7007
  0.218577        7.6969
  0.218740        7.6932
  0.218903        7.6894
  0.219067        7.6857
  0.219230        7.6820
  0.219393        7.6784
  0.219557        7.6747
  0.219720        7.6711
  0.219883        7.6674
  0.220047        7.6638
  0.220210        7.6603
  0.220373        7.6567
  0.220537        7.6532
  0.220700        7.6497
  0.220863        7.6462
  0.221027        7.6427
  0.221190        7.6392
  0.221353        7.6358
  0.221517        7.6324
  0.221680        7.6290
  0.221843        7.6256
  0.222007        7.6223
  0.222170        7.6189
  0.222333        7.6156
  0.222497        7.6123
  0.222660        7.6090
  0.222823        7.6058
  0.222987        7.6025
  0.223150        7.5993
  0.223313        7.5961
  0.223477        7.5930
  0.223640        7.5898
  0.223803        7.5867
  0.223967        7.5836
  0.224130        7.5805
  0.224293        7.5774
  0.224457        7.5743
  0.224620        7.5713
  0.224783        7.5683
  0.224947        7.5653
  0.225110        7.5623
  0.225273        7.5594
  0.225437        7.5564
  0.225600        7.5535
  0.225763        7.5506
  0.225927        7.5478
  0.226090        7.5449
  0.226253        7.5421
  0.226417        7.5393
  0.226580        7.5365
  0.226743        7.5337
  0.226907        7.5310
  0.227070        7.5283
  0.227233        7.5255
  0.227397        7.5229
  0.227560        7.5202
  0.227723        7.5175
  0.227887        7.5149
  0.228050        7.5123
  0.228213        7.5097
  0.228377        7.5072
  0.228540        7.5046
  0.228703        7.5021
  0.228867        7.4996
  0.229030        7.4971
  0.229193        7.4947
  0.229357        7.4922
  0.229520        7.4898
  0.229683        7.4874
  0.229847        7.4850
  0.230010        7.4826
  0.230173        7.4803
  0.230337        7.4780
  0.230500        7.4757
  0.230663        7.4734
  0.230827        7.4712
  0.230990        7.4689
  0.231153        7.4667
  0.231317        7.4645
  0.231480        7.4623
  0.231643        7.4602
  0.231807        7.4580
  0.231970        7.4559
  0.232133        7.4538
  0.232297        7.4518
  0.232460        7.4497
  0.232623        7.4477
  0.232787        7.4457
  0.232950        7.4437
  0.233113        7.4417
  0.233277        7.4398
  0.233440        7.4378
  0.233603        7.4359
  0.233767        7.4341
  0.233930        7.4322
  0.234093        7.4303
  0.234257        7.4285
  0.234420        7.4267
  0.234583        7.4249
  0.234747        7.4232
  0.234910        7.4214
  0.235073        7.4197
  0.235237        7.4180
  0.235400        7.4163
  0.235563        7.4147
  0.235727        7.4130
  0.235890        7.4114
  0.236053        7.4098
  0.236217        7.4082
  0.236380        7.4067
  0.236543        7.4051
  0.236707        7.4036
  0.236870        7.4021
  0.237033        7.4007
  0.237197        7.3992
  0.237360        7.3978
  0.237523        7.3964
  0.237687        7.3950
  0.237850        7.3936
  0.238013        7.3923
  0.238177        7.3909
  0.238340        7.3896
  0.238503        7.3883
  0.238667        7.3871
  0.238830        7.3858
  0.238993        7.3846
  0.239157        7.3834
  0.239320        7.3822
  0.239483        7.3811
  0.239647        7.3799
  0.239810        7.3788
  0.239973        7.3777
  0.240137        7.3766
  0.240300        7.3756
  0.240463        7.3745
  0.240627        7.3735
  0.240790        7.3725
  0.240953        7.3715
  0.241117        7.3706
  0.241280        7.3696
  0.241443        7.3687
  0.241607        7.3678
  0.241770        7.3670
  0.241933        7.3661
  0.242097        7.3653
  0.242260        7.3645
  0.242423        7.3637
  0.242587        7.3629
  0.242750        7.3622
  0.242913        7.3614
  0.243077        7.3607
  0.243240        7.3600
  0.243403        7.3594
  0.243567        7.3587
  0.243730        7.3581
  0.243893        7.3575
  0.244057        7.3569
  0.244220        7.3564
  0.244383        7.3558
  0.244547        7.3553
  0.244710        7.3548
  0.244873        7.3543
  0.245037        7.3539
  0.245200        7.3534
  0.245363        7.3530
  0.245527        7.3526
  0.245690        7.3522
  0.245853        7.3519
  0.246017        7.3515
  0.246180        7.3512
  0.246343        7.3509
  0.246507        7.3507
  0.246670        7.3504
  0.246833        7.3502
  0.246997        7.3500
  0.247160        7.3498
  0.247323        7.3496
  0.247487        7.3495
  0.247650        7.3493
  0.247813        7.3492
  0.247977        7.3492
  0.248140        7.3491
  0.248303        7.3490
  0.248467        7.3490
  0.248630        7.3490
  0.248793        7.3490
  0.248957        7.3491
  0.249120        7.3491
  0.249283        7.3492
  0.249447        7.3493
  0.249610        7.3494
  0.249773        7.3496
  0.249937        7.3497
  0.250100        7.3499
  0.250263        7.3501
  0.250427        7.3503
  0.250590        7.3506
  0.250753        7.3508
  0.250917        7.3511
  0.251080        7.3514
  0.251243        7.3518
  0.251407        7.3521
  0.251570        7.3525
  0.251733        7.3529
  0.251897        7.3533
  0.252060        7.3537
  0.252223        7.3542
  0.252387        7.3546
  0.252550        7.3551
  0.252713        7.3556
  0.252877        7.3562
  0.253040        7.3567
  0.253203        7.3573
  0.253367        7.3579
  0.253530        7.3585
  0.253693        7.3591
  0.253857        7.3598
  0.254020        7.3605
  0.254183        7.3611
  0.254347        7.3619
  0.254510        7.3626
  0.254673        7.3634
  0.254837        7.3641
  0.255000        7.3649
  0.255163        7.3658
  0.255327        7.3666
  0.255490        7.3674
  0.255653        7.3683
  0.255817        7.3692
  0.255980        7.3701
  0.256143        7.3711
  0.256307        7.3720
  0.256470        7.3730
  0.256633        7.3740
  0.256797        7.3751
  0.256960        7.3761
  0.257123        7.3772
  0.257287        7.3782
  0.257450        7.3793
  0.257613        7.3805
  0.257777        7.3816
  0.257940        7.3828
  0.258103        7.3840
  0.258267        7.3852
  0.258430        7.3864
  0.258593        7.3876
  0.258757        7.3889
  0.258920        7.3902
  0.259083        7.3915
  0.259247        7.3928
  0.259410        7.3942
  0.259573        7.3955
  0.259737        7.3969
  0.259900        7.3983
  0.260063        7.3997
  0.260227        7.4012
  0.260390        7.4027
  0.260553        7.4041
  0.260717        7.4057
  0.260880        7.4072
  0.261043        7.4087
  0.261207        7.4103
  0.261370        7.4119
  0.261533        7.4135
  0.261697        7.4151
  0.261860        7.4168
  0.262023        7.4184
  0.262187        7.4201
  0.262350        7.4218
  0.262513        7.4236
  0.262677        7.4253
  0.262840        7.4271
  0.263003        7.4289
  0.263167        7.4307
  0.263330        7.4325
  0.263493        7.4344
  0.263657        7.4362
  0.263820        7.4381
  0.263983        7.4400
  0.264147        7.4419
  0.264310        7.4439
  0.264473        7.4459
  0.264637        7.4478
  0.264800        7.4499
  0.264963        7.4519
  0.265127        7.4539
  0.265290        7.4560
  0.265453        7.4581
  0.265617        7.4602
  0.265780        7.4623
  0.265943        7.4645
  0.266107        7.4666
  0.266270        7.4688
  0.266433        7.4710
  0.266597        7.4732
  0.266760        7.4755
  0.266923        7.4777
  0.267087        7.4800
  0.267250        7.4823
  0.267413        7.4847
  0.267577        7.4870
  0.267740        7.4894
  0.267903        7.4917
  0.268067        7.4941
  0.268230        7.4966
  0.268393        7.4990
  0.268557        7.5015
  0.268720        7.5040
  0.268883        7.5065
  0.269047        7.5090
  0.269210        7.5115
  0.269373        7.5141
  0.269537        7.5166
  0.269700        7.5192
  0.269863        7.5219
  0.270027        7.5245
  0.270190        7.5272
  0.270353        7.5298
  0.270517        7.5325
  0.270680        7.5352
  0.270843        7.5380
  0.271007        7.5407
  0.271170        7.5435
  0.271333        7.5463
  0.271497        7.5491
  0.271660        7.5519
  0.271823        7.5548
  0.271987        7.5576
  0.272150        7.5605
  0.272313        7.5634
  0.272477        7.5664
  0.272640        7.5693
  0.272803        7.5723
  0.272967        7.5753
  0.273130        7.5783
  0.273293        7.5813
  0.273457        7.5843
  0.273620        7.5874
  0.273783        7.5905
  0.273947        7.5936
  0.274110        7.5967
  0.274273        7.5998
  0.274437        7.6030
  0.274600        7.6061
  0.274763        7.6093
  0.274927        7.6126
  0.275090        7.6158
  0.275253        7.6190
  0.275417        7.6223
  0.275580        7.6256
  0.275743        7.6289
  0.275907        7.6322
  0.276070        7.6356
  0.276233        7.6389
  0.276397        7.6423
  0.276560        7.6457
  0.276723        7.6491
  0.276887        7.6526
  0.277050        7.6560
  0.277213        7.6595
  0.277377        7.6630
  0.277540        7.6665
  0.277703        7.6701
  0.277867        7.6736
  0.278030        7.6772
  0.278193        7.6808
  0.278357        7.6844
  0.278520        7.6880
  0.278683        7.6917
  0.278847        7.6953
  0.279010        7.6990
  0.279173        7.7027
  0.279337        7.7064
  0.279500        7.7102
  0.279663        7.7139
  0.279827        7.7177
  0.279990        7.7215
  0.280153        7.7253
  0.280317        7.7291
  0.280480        7.7330
  0.280643        7.7369
  0.280807        7.7407
  0.280970        7.7446
  0.281133        7.7486
  0.281297        7.7525
  0.281460        7.7565
  0.281623        7.7604
  0.281787        7.7644
  0.281950        7.7685
  0.282113        7.7725
  0.282277        7.7765
  0.282440        7.7806
  0.282603        7.7847
  0.282767        7.7888
  0.282930        7.7929
  0.283093        7.7971
  0.283257        7.8012
  0.283420        7.8054
  0.283583        7.8096
  0.283747        7.8138
  0.283910        7.8180
  0.284073        7.8223
  0.284237        7.8266
  0.284400        7.8308
  0.284563        7.8352
  0.284727        7.8395
  0.284890        7.8438
  0.285053        7.8482
  0.285217        7.8525
  0.285380        7.8569
  0.285543        7.8614
  0.285707        7.8658
  0.285870        7.8702
  0.286033        7.8747
  0.286197        7.8792
  0.286360        7.8837
  0.286523        7.8882
  0.286687        7.8927
  0.286850        7.8973
  0.287013        7.9019
  0.287177        7.9064
  0.287340        7.9111
  0.287503        7.9157
  0.287667        7.9203
  0.287830        7.9250
  0.287993        7.9297
  0.288157        7.9344
  0.288320        7.9391
  0.288483        7.9438
  0.288647        7.9485
  0.288810        7.9533
  0.288973        7.9581
  0.289137        7.9629
  0.289300        7.9677
  0.289463        7.9725
  0.289627        7.9774
  0.289790        7.9823
  0.289953        7.9871
  0.290117        7.9920
  0.290280        7.9970
  0.290443        8.0019
  0.290607        8.0069
  0.290770        8.0118
  0.290933        8.0168
  0.291097        8.0218
  0.291260        8.0269
  0.291423        8.0319
  0.291587        8.0370
  0.291750        8.0420
  0.291913        8.0471
  0.292077        8.0522
  0.292240        8.0574
  0.292403        8.0625
  0.292567        8.0677
  0.292730        8.0728
  0.292893        8.0780
  0.293057        8.0832
  0.293220        8.0885
  0.293383        8.0937
  0.293547        8.0990
  0.293710        8.1043
  0.293873        8.1096
  0.294037        8.1149
  0.294200        8.1202
  0.294363        8.1255
  0.294527        8.1309
  0.294690        8.1363
  0.294853        8.1417
  0.295017        8.1471
  0.295180        8.1525
  0.295343        8.1580
  0.295507        8.1634
  0.295670        8.1689
  0.295833        8.1744
  0.295997        8.1799
  0.296160        8.1854
  0.296323        8.1910
  0.296487        8.1965
  0.296650        8.2021
  0.296813        8.2077
  0.296977        8.2133
  0.297140        8.2190
  0.297303        8.2246
  0.297467        8.2303
  0.297630        8.2359
  0.297793        8.2416
  0.297957        8.2473
  0.298120        8.2531
  0.298283        8.2588
  0.298447        8.2646
  0.298610        8.2703
  0.298773        8.2761
  0.298937        8.2819
  0.299100        8.2877
  0.299263        8.2936
  0.299427        8.2994
  0.299590        8.3053
  0.299753        8.3112
  0.299917        8.3171
  0.300080        8.3230
  0.300243        8.3289
  0.300407        8.3349
  0.300570        8.3409
  0.300733        8.3468
  0.300897        8.3528
  0.301060        8.3588
  0.301223        8.3649
  0.301387        8.3709
  0.301550        8.3770
  0.301713        8.3831
  0.301877        8.3891
  0.302040        8.3952
  0.302203        8.4014
  0.302367        8.4075
  0.302530        8.4137
  0.302693        8.4198
  0.302857        8.4260
  0.303020        8.4322
  0.303183        8.4384
  0.303347        8.4447
  0.303510        8.4509
  0.303673        8.4572
  0.303837        8.4635
  0.304000        8.4697
  0.304163        8.4761
  0.304327        8.4824
  0.304490        8.4887
  0.304653        8.4951
  0.304817        8.5014
  0.304980        8.5078
  0.305143        8.5142
  0.305307        8.5206
  0.305470        8.5271
  0.305633        8.5335
  0.305797        8.5400
  0.305960        8.5465
  0.306123        8.5529
  0.306287        8.5595
  0.306450        8.5660
  0.306613        8.5725
  0.306777        8.5791
  0.306940        8.5856
  0.307103        8.5922
  0.307267        8.5988
  0.307430        8.6054
  0.307593        8.6120
  0.307757        8.6187
  0.307920        8.6253
  0.308083        8.6320
  0.308247        8.6387
  0.308410        8.6454
  0.308573        8.6521
  0.308737        8.6588
  0.308900        8.6656
  0.309063        8.6723
  0.309227        8.6791
  0.309390        8.6859
  0.309553        8.6927
  0.309717        8.6995
  0.309880        8.7063
  0.310043        8.7132
  0.310207        8.7200
  0.310370        8.7269
  0.310533        8.7338
  0.310697        8.7407
  0.310860        8.7476
  0.311023        8.7546
  0.311187        8.7615
  0.311350        8.7685
  0.311513        8.7754
  0.311677        8.7824
  0.311840        8.7894
  0.312003        8.7965
  0.312167        8.8035
  0.312330        8.8105
  0.312493        8.8176
  0.312657        8.8247
  0.312820        8.8318
  0.312983        8.8389
  0.313147        8.8460
  0.313310        8.8531
  0.313473        8.8602
  0.313637        8.8674
  0.313800        8.8746
  0.313963        8.8818
  0.314127        8.8890
  0.314290        8.8962
  0.314453        8.9034
  0.314617        8.9106
  0.314780        8.9179
  0.314943        8.9252
  0.315107        8.9324
  0.315270        8.9397
  0.315433        8.9471
  0.315597        8.9544
  0.315760        8.9617
  0.315923        8.9691
  0.316087        8.9764
  0.316250        8.9838
  0.316413        8.9912
  0.316577        8.9986
  0.316740        9.0060
  0.316903        9.0134
  0.317067        9.0209
  0.317230        9.0284
  0.317393        9.0358
  0.317557        9.0433
  0.317720        9.0508
  0.317883        9.0583
  0.318047        9.0658
  0.318210        9.0734
  0.318373        9.0809
  0.318537        9.0885
  0.318700        9.0961
  0.318863        9.1037
  0.319027        9.1113
  0.319190        9.1189
  0.319353        9.1265
  0.319517        9.1342
  0.319680        9.1418
  0.319843        9.1495
  0.320007        9.1572
  0.320170        9.1649
  0.320333        9.1726
  0.320497        9.1803
  0.320660        9.1880
  0.320823        9.1958
  0.320987        9.2035
  0.321150        9.2113
  0.321313        9.2191
  0.321477        9.2269
  0.321640        9.2347
  0.321803        9.2425
  0.321967        9.2503
  0.322130        9.2582
  0.322293        9.2661
  0.322457        9.2739
  0.322620        9.2818
  0.322783        9.2897
  0.322947        9.2976
  0.323110        9.3055
  0.323273        9.3135
  0.323437        9.3214
  0.323600        9.3294
  0.323763        9.3374
  0.323927        9.3453
  0.324090        9.3533
  0.324253        9.3613
  0.324417        9.3694
  0.324580        9.3774
  0.324743        9.3854
  0.324907        9.3935
  0.325070        9.4016
  0.325233        9.4097
  0.325397        9.4178
  0.325560        9.4259
  0.325723        9.4340
  0.325887        9.4421
  0.326050        9.4503
  0.326213        9.4584
  0.326377        9.4666
  0.326540        9.4748
  0.326703        9.4829
  0.326867        9.4911
  0.327030        9.4994
  0.327193        9.5076
  0.327357        9.5158
  0.327520        9.5241
  0.327683        9.5323
  0.327847        9.5406
  0.328010        9.5489
  0.328173        9.5572
  0.328337        9.5655
  0.328500        9.5738
  0.328663        9.5821
  0.328827        9.5905
  0.328990        9.5988
  0.329153        9.6072
  0.329317        9.6156
  0.329480        9.6240
  0.329643        9.6324
  0.329807        9.6408
  0.329970        9.6492
  0.330133        9.6576
  0.330297        9.6661
  0.330460        9.6745
  0.330623        9.6830
  0.330787        9.6915
  0.330950        9.7000
  0.331113        9.7085
  0.331277        9.7170
  0.331440        9.7255
  0.331603        9.7341
  0.331767        9.7426
  0.331930        9.7512
  0.332093        9.7597
  0.332257        9.7683
  0.332420        9.7769
  0.332583        9.7855
  0.332747        9.7941
  0.332910        9.8027
  0.333073        9.8114
  0.333237        9.8200
  0.333400        9.8287
  0.333563        9.8373
  0.333727        9.8460
  0.333890        9.8547
  0.334053        9.8634
  0.334217        9.8721
  0.334380        9.8808
  0.334543        9.8896
  0.334707        9.8983
  0.334870        9.9070
  0.335033        9.9158
  0.335197        9.9246
  0.335360        9.9334
  0.335523        9.9422
  0.335687        9.9510
  0.335850        9.9598
  0.336013        9.9686
  0.336177        9.9774
  0.336340        9.9863
  0.336503        9.9951
  0.336667       10.0040
  0.336830       10.0129
  0.336993       10.0218
  0.337157       10.0307
  0.337320       10.0396
  0.337483       10.0485
  0.337647       10.0574
  0.337810       10.0664
  0.337973       10.0753
  0.338137       10.0843
  0.338300       10.0932
  0.338463       10.1022
  0.338627       10.1112
  0.338790       10.1202
  0.338953       10.1292
  0.339117       10.1382
  0.339280       10.1472
  0.339443       10.1563
  0.339607       10.1653
  0.339770       10.1744
  0.339933       10.1835
  0.340097       10.1925
  0.340260       10.2016
  0.340423       10.2107
  0.340587       10.2198
  0.340750       10.2289
  0.340913       10.2381
  0.341077       10.2472
  0.341240       10.2563
  0.341403       10.2655
  0.341567       10.2747
  0.341730       10.2838
  0.341893       10.2930
  0.342057       10.3022
  0.342220       10.3114
  0.342383       10.3206
  0.342547       10.3298
  0.342710       10.3391
  0.342873       10.3483
  0.343037       10.3576
  0.343200       10.3668
  0.343363       10.3761
  0.343527       10.3854
  0.343690       10.3946
  0.343853       10.4039
  0.344017       10.4132
  0.344180       10.4226
  0.344343       10.4319
  0.344507       10.4412
  0.344670       10.4506
  0.344833       10.4599
  0.344997       10.4693
  0.345160       10.4786
  0.345323       10.4880
  0.345487       10.4974
  0.345650       10.5068
  0.345813       10.5162
  0.345977       10.5256
  0.346140       10.5350
  0.346303       10.5444
  0.346467       10.5539
  0.346630       10.5633
  0.346793       10.5728
  0.346957       10.5823
  0.347120       10.5917
  0.347283       10.6012
  0.347447       10.6107
  0.347610       10.6202
  0.347773       10.6297
  0.347937       10.6392
  0.348100       10.6487
  0.348263       10.6583
  0.348427       10.6678
  0.348590       10.6774
  0.348753       10.6869
  0.348917       10.6965
  0.349080       10.7061
  0.349243       10.7156
  0.349407       10.7252
  0.349570       10.7348
  0.349733       10.7444
  0.349897       10.7541
  0.350060       10.7637
  0.350223       10.7733
  0.350387       10.7830
  0.350550       10.7926
  0.350713       10.8023
  0.350877       10.8119
  0.351040       10.8216
  0.351203       10.8313
  0.351367       10.8410
  0.351530       10.8507
  0.351693       10.8604
  0.351857       10.8701
  0.352020       10.8798
  0.352183       10.8895
  0.352347       10.8993
  0.352510       10.9090
  0.352673       10.9188
  0.352837       10.9285
  0.353000       10.9383
  0.353163       10.9481
  0.353327       10.9579
  0.353490       10.9677
  0.353653       10.9775
  0.353817       10.9873
  0.353980       10.9971
  0.354143       11.0069
  0.354307       11.0167
  0.354470       11.0266
  0.354633       11.0364
  0.354797       11.0463
  0.354960       11.0561
  0.355123       11.0660
  0.355287       11.0759
  0.355450       11.0858
  0.355613       11.0956
  0.355777       11.1055
  0.355940       11.1154
  0.356103       11.1254
  0.356267       11.1353
  0.356430       11.1452
  0.356593       11.1551
  0.356757       11.1651
  0.356920       11.1750
  0.357083       11.1850
  0.357247       11.1949
  0.357410       11.2049
  0.357573       11.2149
  0.357737       11.2249
  0.357900       11.2349
  0.358063       11.2448
  0.358227       11.2549
  0.358390       11.2649
  0.358553       11.2749
  0.358717       11.2849
  0.358880       11.2949
  0.359043       11.3050
  0.359207       11.3150
  0.359370       11.3251
  0.359533       11.3351
  0.359697       11.3452
  0.359860       11.3553
  0.360023       11.3654
  0.360187       11.3754
  0.360350       11.3855
  0.360513       11.3956
  0.360677       11.4057
  0.360840       11.4159
  0.361003       11.4260
  0.361167       11.4361
  0.361330       11.4462
  0.361493       11.4564
  0.361657       11.4665
  0.361820       11.4767
  0.361983       11.4868
  0.362147       11.4970
  0.362310       11.5072
  0.362473       11.5173
  0.362637       11.5275
  0.362800       11.5377
  0.362963       11.5479
  0.363127       11.5581
  0.363290       11.5683
  0.363453       11.5785
  0.363617       11.5888
  0.363780       11.5990
  0.363943       11.6092
  0.364107       11.6195
  0.364270       11.6297
  0.364433       11.6400
  0.364597       11.6502
  0.364760       11.6605
  0.364923       11.6708
  0.365087       11.6810
  0.365250       11.6913
  0.365413       11.7016
  0.365577       11.7119
  0.365740       11.7222
  0.365903       11.7325
  0.366067       11.7428
  0.366230       11.7531
  0.366393       11.7635
  0.366557       11.7738
  0.366720       11.7841
  0.366883       11.7945
  0.367047       11.8048
  0.367210       11.8152
  0.367373       11.8255
  0.367537       11.8359
  0.367700       11.8463
  0.367863       11.8566
  0.368027       11.8670
  0.368190       11.8774
  0.368353       11.8878
  0.368517       11.8982
  0.368680       11.9086
  0.368843       11.9190
  0.369007       11.9294
  0.369170       11.9398
  0.369333       11.9503
  0.369497       11.9607
  0.369660       11.9711
  0.369823       11.9816
  0.369987       11.9920
  0.370150       12.0025
  0.370313       12.0129
  0.370477       12.0234
  0.370640       12.0338
  0.370803       12.0443
  0.370967       12.0548
  0.371130       12.0653
  0.371293       12.0758
  0.371457       12.0863
  0.371620       12.0968
  0.371783       12.1073
  0.371947       12.1178
  0.372110       12.1283
  0.372273       12.1388
  0.372437       12.1493
  0.372600       12.1598
  0.372763       12.1704
  0.372927       12.1809
  0.373090       12.1915
  0.373253       12.2020
  0.373417       12.2126
  0.373580       12.2231
  0.373743       12.2337
  0.373907       12.2443
  0.374070       12.2548
  0.374233       12.2654
  0.374397       12.2760
  0.374560       12.2866
  0.374723       12.2972
  0.374887       12.3078
  0.375050       12.3184
  0.375213       12.3290
  0.375377       12.3396
  0.375540       12.3502
  0.375703       12.3608
  0.375867       12.3714
  0.376030       12.3820
  0.376193       12.3927
  0.376357       12.4033
  0.376520       12.4140
  0.376683       12.4246
  0.376847       12.4353
  0.377010       12.4459
  0.377173       12.4566
  0.377337       12.4672
  0.377500       12.4779
  0.377663       12.4886
  0.377827       12.4992
  0.377990       12.5099
  0.378153       12.5206
  0.378317       12.5313
  0.378480       12.5420
  0.378643       12.5527
  0.378807       12.5634
  0.378970       12.5741
  0.379133       12.5848
  0.379297       12.5955
  0.379460       12.6062
  0.379623       12.6170
  0.379787       12.6277
  0.379950       12.6384
  0.380113       12.6491
  0.380277       12.6599
  0.380440       12.6706
  0.380603       12.6814
  0.380767       12.6921
  0.380930       12.7029
  0.381093       12.7136
  0.381257       12.7244
  0.381420       12.7351
  0.381583       12.7459
  0.381747       12.7567
  0.381910       12.7675
  0.382073       12.7782
  0.382237       12.7890
  0.382400       12.7998
  0.382563       12.8106
  0.382727       12.8214
  0.382890       12.8322
  0.383053       12.8430
  0.383217       12.8538
  0.383380       12.8646
  0.383543       12.8754
  0.383707       12.8862
  0.383870       12.8971
  0.384033       12.9079
  0.384197       12.9187
  0.384360       12.9295
  0.384523       12.9404
  0.384687       12.9512
  0.384850       12.9620
  0.385013       12.9729
  0.385177       12.9837
  0.385340       12.9946
  0.385503       13.0054
  0.385667       13.0163
  0.385830       13.0272
  0.385993       13.0380
  0.386157       13.0489
  0.386320       13.0598
  0.386483       13.0706
  0.386647       13.0815
  0.386810       13.0924
  0.386973       13.1033
  0.387137       13.1141
  0.387300       13.1250
  0.387463       13.1359
  0.387627       13.1468
  0.387790       13.1577
  0.387953       13.1686
  0.388117       13.1795
  0.388280       13.1904
  0.388443       13.2013
  0.388607       13.2123
  0.388770       13.2232
  0.388933       13.2341
  0.389097       13.2450
  0.389260       13.2559
  0.389423       13.2669
  0.389587       13.2778
  0.389750       13.2887
  0.389913       13.2997
  0.390077       13.3106
  0.390240       13.3215
  0.390403       13.3325
  0.390567       13.3434
  0.390730       13.3544
  0.390893       13.3653
  0.391057       13.3763
  0.391220       13.3872
  0.391383       13.3982
  0.391547       13.4092
  0.391710       13.4201
  0.391873       13.4311
  0.392037       13.4421
  0.392200       13.4530
  0.392363       13.4640
  0.392527       13.4750
  0.392690       13.4860
  0.392853       13.4969
  0.393017       13.5079
  0.393180       13.5189
  0.393343       13.5299
  0.393507       13.5409
  0.393670       13.5519
  0.393833       13.5629
  0.393997       13.5739
  0.394160       13.5849
  0.394323       13.5959
  0.394487       13.6069
  0.394650       13.6179
  0.394813       13.6289
  0.394977       13.6399
  0.395140       13.6509
  0.395303       13.6620
  0.395467       13.6730
  0.395630       13.6840
  0.395793       13.6950
  0.395957       13.7061
  0.396120       13.7171
  0.396283       13.7281
  0.396447       13.7391
  0.396610       13.7502
  0.396773       13.7612
  0.396937       13.7722
  0.397100       13.7833
  0.397263       13.7943
  0.397427       13.8054
  0.397590       13.8164
  0.397753       13.8275
  0.397917       13.8385
  0.398080       13.8496
  0.398243       13.8606
  0.398407       13.8717
  0.398570       13.8827
  0.398733       13.8938
  0.398897       13.9048
  0.399060       13.9159
  0.399223       13.9270
  0.399387       13.9380
  0.399550       13.9491
  0.399713       13.9602
  0.399877       13.9712
  0.400040       13.9823
  0.400203       13.9934
  0.400367       14.0045
  0.400530       14.0155
  0.400693       14.0266
  0.400857       14.0377
  0.401020       14.0488
  0.401183       14.0599
  0.401347       14.0710
  0.401510       14.0820
  0.401673       14.0931
  0.401837       14.1042
  0.402000       14.1153
  0.402163       14.1264
  0.402327       14.1375
  0.402490       14.1486
  0.402653       14.1597
  0.402817       14.1708
  0.402980       14.1819
  0.403143       14.1930
  0.403307       14.2041
  0.403470       14.2152
  0.403633       14.2263
  0.403797       14.2374
  0.403960       14.2485
  0.404123       14.2596
  0.404287       14.2707
  0.404450       14.2818
  0.404613       14.2929
  0.404777       14.3041
  0.404940       14.3152
  0.405103       14.3263
  0.405267       14.3374
  0.405430       14.3485
  0.405593       14.3596
  0.405757       14.3708
  0.405920       14.3819
  0.406083       14.3930
  0.406247       14.4041
  0.406410       14.4153
  0.406573       14.4264
  0.406737       14.4375
  0.406900       14.4486
  0.407063       14.4598
  0.407227       14.4709
  0.407390       14.4820
  0.407553       14.4932
  0.407717       14.5043
  0.407880       14.5154
  0.408043       14.5266
  0.408207       14.5377
  0.408370       14.5488
  0.408533       14.5600
  0.408697       14.5711
  0.408860       14.5822
  0.409023       14.5934
  0.409187       14.6045
  0.409350       14.6156
  0.409513       14.6268
  0.409677       14.6379
  0.409840       14.6491
  0.410003       14.6602
  0.410167       14.6714
  0.410330       14.6825
  0.410493       14.6936
  0.410657       14.7048
  0.410820       14.7159
  0.410983       14.7271
  0.411147       14.7382
  0.411310       14.7494
  0.411473       14.7605
  0.411637       14.7717
  0.411800       14.7828
  0.411963       14.7940
  0.412127       14.8051
  0.412290       14.8163
  0.412453       14.8274
  0.412617       14.8386
  0.412780       14.8497
  0.412943       14.8609
  0.413107       14.8720
  0.413270       14.8832
  0.413433       14.8943
  0.413597       14.9055
  0.413760       14.9166
  0.413923       14.9278
  0.414087       14.9390
  0.414250       14.9501
  0.414413       14.9613
  0.414577       14.9724
  0.414740       14.9836
  0.414903       14.9947
  0.415067       15.0059
  0.415230       15.0170
  0.415393       15.0282
  0.415557       15.0394
  0.415720       15.0505
  0.415883       15.0617
  0.416047       15.0728
  0.416210       15.0840
  0.416373       15.0951
  0.416537       15.1063
  0.416700       15.1175
  0.416863       15.1286
  0.417027       15.1398
  0.417190       15.1509
  0.417353       15.1621
  0.417517       15.1732
  0.417680       15.1844
  0.417843       15.1956
  0.418007       15.2067
  0.418170       15.2179
  0.418333       15.2290
  0.418497       15.2402
  0.418660       15.2513
  0.418823       15.2625
  0.418987       15.2737
  0.419150       15.2848
  0.419313       15.2960
  0.419477       15.3071
  0.419640       15.3183
  0.419803       15.3294
  0.419967       15.3406
  0.420130       15.3518
  0.420293       15.3629
  0.420457       15.3741
  0.420620       15.3852
  0.420783       15.3964
  0.420947       15.4075
  0.421110       15.4187
  0.421273       15.4298
  0.421437       15.4410
  0.421600       15.4521
  0.421763       15.4633
  0.421927       15.4744
  0.422090       15.4856
  0.422253       15.4968
  0.422417       15.5079
  0.422580       15.5191
  0.422743       15.5302
  0.422907       15.5414
  0.423070       15.5525
  0.423233       15.5637
  0.423397       15.5748
  0.423560       15.5860
  0.423723       15.5971
  0.423887       15.6082
  0.424050       15.6194
