# barrido n_T (n_E=2000):  n  Xe_ne1 Xe_ne4 Ar_ne1 Ar_ne4
   200 1.03555 1.46993 1.01926 1.02931
   400 1.03513 1.47122 1.01924 1.02973
   800 1.03574 1.47195 1.01922 1.02968
  1600 1.03555 1.47271 1.01922 1.02965
# barrido n_E (n_T=800):  n  Xe_ne1 Xe_ne4 Ar_ne1 Ar_ne4
   500 1.03574 1.47195 1.01922 1.02968
  1000 1.03574 1.47195 1.01922 1.02968
  2000 1.03574 1.47195 1.01922 1.02968
  4000 1.03574 1.47195 1.01922 1.02968
