# sin2theta_W   A(s)   chi2   dchi2
   1.165000E-01     4.176090E-01     1.751240E+01     2.156857E-03
   1.166667E-01     4.182335E-01     1.751241E+01     2.161071E-03
   1.168333E-01     4.188584E-01     1.751241E+01     2.165287E-03
   1.170000E-01     4.194839E-01     1.751241E+01     2.169507E-03
   1.171667E-01     4.201098E-01     1.751242E+01     2.173730E-03
   1.173333E-01     4.207362E-01     1.751242E+01     2.177957E-03
   1.175000E-01     4.213630E-01     1.751243E+01     2.182186E-03
   1.176667E-01     4.219903E-01     1.751243E+01     2.186419E-03
   1.178333E-01     4.226181E-01     1.751244E+01     2.190655E-03
   1.180000E-01     4.232464E-01     1.751244E+01     2.194895E-03
   1.181667E-01     4.238751E-01     1.751244E+01     2.199138E-03
   1.183333E-01     4.245043E-01     1.751245E+01     2.203384E-03
   1.185000E-01     4.251339E-01     1.751245E+01     2.207633E-03
   1.186667E-01     4.257640E-01     1.751246E+01     2.211886E-03
   1.188333E-01     4.263946E-01     1.751246E+01     2.216142E-03
   1.190000E-01     4.270257E-01     1.751247E+01     2.220401E-03
   1.191667E-01     4.276572E-01     1.751247E+01     2.224664E-03
   1.193333E-01     4.282891E-01     1.751247E+01     2.228930E-03
   1.195000E-01     4.289216E-01     1.751248E+01     2.233199E-03
   1.196667E-01     4.295545E-01     1.751248E+01     2.237471E-03
   1.198333E-01     4.301879E-01     1.751249E+01     2.241747E-03
   1.200000E-01     4.308217E-01     1.751249E+01     2.246026E-03
   1.201667E-01     4.314560E-01     1.751250E+01     2.250308E-03
   1.203333E-01     4.320908E-01     1.751250E+01     2.254594E-03
   1.205000E-01     4.327261E-01     1.751250E+01     2.258883E-03
   1.206667E-01     4.333618E-01     1.751251E+01     2.263175E-03
   1.208333E-01     4.339980E-01     1.751251E+01     2.267470E-03
   1.210000E-01     4.346346E-01     1.751252E+01     2.271769E-03
   1.211667E-01     4.352717E-01     1.751252E+01     2.276071E-03
   1.213333E-01     4.359093E-01     1.751253E+01     2.280377E-03
   1.215000E-01     4.365473E-01     1.751253E+01     2.284685E-03
   1.216667E-01     4.371859E-01     1.751253E+01     2.288997E-03
   1.218333E-01     4.378248E-01     1.751254E+01     2.293312E-03
   1.220000E-01     4.384643E-01     1.751254E+01     2.297631E-03
   1.221667E-01     4.391042E-01     1.751255E+01     2.301953E-03
   1.223333E-01     4.397446E-01     1.751255E+01     2.306278E-03
   1.225000E-01     4.403854E-01     1.751256E+01     2.310606E-03
   1.226667E-01     4.410267E-01     1.751256E+01     2.314938E-03
   1.228333E-01     4.416685E-01     1.751256E+01     2.319273E-03
   1.230000E-01     4.423108E-01     1.751257E+01     2.323611E-03
   1.231667E-01     4.429535E-01     1.751257E+01     2.327953E-03
   1.233333E-01     4.435966E-01     1.751258E+01     2.332297E-03
   1.235000E-01     4.442403E-01     1.751258E+01     2.336646E-03
   1.236667E-01     4.448844E-01     1.751259E+01     2.340997E-03
   1.238333E-01     4.455290E-01     1.751259E+01     2.345352E-03
   1.240000E-01     4.461740E-01     1.751259E+01     2.349710E-03
   1.241667E-01     4.468195E-01     1.751260E+01     2.354071E-03
   1.243333E-01     4.474655E-01     1.751260E+01     2.358436E-03
   1.245000E-01     4.481120E-01     1.751261E+01     2.362804E-03
   1.246667E-01     4.487589E-01     1.751261E+01     2.367175E-03
   1.248333E-01     4.494062E-01     1.751262E+01     2.371549E-03
   1.250000E-01     4.500541E-01     1.751262E+01     2.375927E-03
   1.251667E-01     4.507024E-01     1.751263E+01     2.380308E-03
   1.253333E-01     4.513512E-01     1.751263E+01     2.384693E-03
   1.255000E-01     4.520004E-01     1.751263E+01     2.389081E-03
   1.256667E-01     4.526501E-01     1.751264E+01     2.393472E-03
   1.258333E-01     4.533003E-01     1.751264E+01     2.397866E-03
   1.260000E-01     4.539510E-01     1.751265E+01     2.402264E-03
   1.261667E-01     4.546021E-01     1.751265E+01     2.406664E-03
   1.263333E-01     4.552536E-01     1.751266E+01     2.411069E-03
   1.265000E-01     4.559057E-01     1.751266E+01     2.415476E-03
   1.266667E-01     4.565582E-01     1.751266E+01     2.419887E-03
   1.268333E-01     4.572112E-01     1.751267E+01     2.424301E-03
   1.270000E-01     4.578646E-01     1.751267E+01     2.428719E-03
   1.271667E-01     4.585185E-01     1.751268E+01     2.433139E-03
   1.273333E-01     4.591729E-01     1.751268E+01     2.437563E-03
   1.275000E-01     4.598278E-01     1.751269E+01     2.441991E-03
   1.276667E-01     4.604831E-01     1.751269E+01     2.446421E-03
   1.278333E-01     4.611388E-01     1.751270E+01     2.450855E-03
   1.280000E-01     4.617951E-01     1.751270E+01     2.455293E-03
   1.281667E-01     4.624518E-01     1.751270E+01     2.459733E-03
   1.283333E-01     4.631090E-01     1.751271E+01     2.464177E-03
   1.285000E-01     4.637666E-01     1.751271E+01     2.468624E-03
   1.286667E-01     4.644247E-01     1.751272E+01     2.473075E-03
   1.288333E-01     4.650833E-01     1.751272E+01     2.477529E-03
   1.290000E-01     4.657423E-01     1.751273E+01     2.481986E-03
   1.291667E-01     4.664019E-01     1.751273E+01     2.486446E-03
   1.293333E-01     4.670618E-01     1.751274E+01     2.490910E-03
   1.295000E-01     4.677223E-01     1.751274E+01     2.495377E-03
   1.296667E-01     4.683832E-01     1.751274E+01     2.499847E-03
   1.298333E-01     4.690446E-01     1.751275E+01     2.504321E-03
   1.300000E-01     4.697064E-01     1.751275E+01     2.508798E-03
   1.301667E-01     4.703687E-01     1.751276E+01     2.513278E-03
   1.303333E-01     4.710315E-01     1.751276E+01     2.517761E-03
   1.305000E-01     4.716947E-01     1.751277E+01     2.522248E-03
   1.306667E-01     4.723584E-01     1.751277E+01     2.526738E-03
   1.308333E-01     4.730226E-01     1.751278E+01     2.531232E-03
   1.310000E-01     4.736873E-01     1.751278E+01     2.535729E-03
   1.311667E-01     4.743524E-01     1.751279E+01     2.540229E-03
   1.313333E-01     4.750179E-01     1.751279E+01     2.544732E-03
   1.315000E-01     4.756840E-01     1.751279E+01     2.549239E-03
   1.316667E-01     4.763505E-01     1.751280E+01     2.553749E-03
   1.318333E-01     4.770175E-01     1.751280E+01     2.558262E-03
   1.320000E-01     4.776849E-01     1.751281E+01     2.562779E-03
   1.321667E-01     4.783528E-01     1.751281E+01     2.567299E-03
   1.323333E-01     4.790212E-01     1.751282E+01     2.571822E-03
   1.325000E-01     4.796900E-01     1.751282E+01     2.576349E-03
   1.326667E-01     4.803594E-01     1.751283E+01     2.580879E-03
   1.328333E-01     4.810291E-01     1.751283E+01     2.585412E-03
   1.330000E-01     4.816994E-01     1.751283E+01     2.589948E-03
   1.331667E-01     4.823701E-01     1.751284E+01     2.594488E-03
   1.333333E-01     4.830413E-01     1.751284E+01     2.599031E-03
   1.335000E-01     4.837129E-01     1.751285E+01     2.603578E-03
   1.336667E-01     4.843850E-01     1.751285E+01     2.608128E-03
   1.338333E-01     4.850576E-01     1.751286E+01     2.612681E-03
   1.340000E-01     4.857306E-01     1.751286E+01     2.617237E-03
   1.341667E-01     4.864041E-01     1.751287E+01     2.621797E-03
   1.343333E-01     4.870781E-01     1.751287E+01     2.626360E-03
   1.345000E-01     4.877525E-01     1.751288E+01     2.630926E-03
   1.346667E-01     4.884275E-01     1.751288E+01     2.635496E-03
   1.348333E-01     4.891028E-01     1.751288E+01     2.640069E-03
   1.350000E-01     4.897787E-01     1.751289E+01     2.644645E-03
   1.351667E-01     4.904550E-01     1.751289E+01     2.649225E-03
   1.353333E-01     4.911318E-01     1.751290E+01     2.653808E-03
   1.355000E-01     4.918090E-01     1.751290E+01     2.658394E-03
   1.356667E-01     4.924867E-01     1.751291E+01     2.662984E-03
   1.358333E-01     4.931649E-01     1.751291E+01     2.667577E-03
   1.360000E-01     4.938435E-01     1.751292E+01     2.672173E-03
   1.361667E-01     4.945226E-01     1.751292E+01     2.676773E-03
   1.363333E-01     4.952022E-01     1.751293E+01     2.681376E-03
   1.365000E-01     4.958822E-01     1.751293E+01     2.685982E-03
   1.366667E-01     4.965628E-01     1.751294E+01     2.690591E-03
   1.368333E-01     4.972437E-01     1.751294E+01     2.695204E-03
   1.370000E-01     4.979252E-01     1.751294E+01     2.699820E-03
   1.371667E-01     4.986071E-01     1.751295E+01     2.704440E-03
   1.373333E-01     4.992894E-01     1.751295E+01     2.709063E-03
   1.375000E-01     4.999723E-01     1.751296E+01     2.713689E-03
   1.376667E-01     5.006556E-01     1.751296E+01     2.718318E-03
   1.378333E-01     5.013394E-01     1.751297E+01     2.722951E-03
   1.380000E-01     5.020236E-01     1.751297E+01     2.727587E-03
   1.381667E-01     5.027083E-01     1.751298E+01     2.732227E-03
   1.383333E-01     5.033935E-01     1.751298E+01     2.736869E-03
   1.385000E-01     5.040791E-01     1.751299E+01     2.741515E-03
   1.386667E-01     5.047652E-01     1.751299E+01     2.746165E-03
   1.388333E-01     5.054518E-01     1.751300E+01     2.750818E-03
   1.390000E-01     5.061389E-01     1.751300E+01     2.755474E-03
   1.391667E-01     5.068264E-01     1.751301E+01     2.760133E-03
   1.393333E-01     5.075143E-01     1.751301E+01     2.764796E-03
   1.395000E-01     5.082028E-01     1.751301E+01     2.769462E-03
   1.396667E-01     5.088917E-01     1.751302E+01     2.774131E-03
   1.398333E-01     5.095811E-01     1.751302E+01     2.778804E-03
   1.400000E-01     5.102709E-01     1.751303E+01     2.783480E-03
   1.401667E-01     5.109612E-01     1.751303E+01     2.788159E-03
   1.403333E-01     5.116520E-01     1.751304E+01     2.792842E-03
   1.405000E-01     5.123432E-01     1.751304E+01     2.797528E-03
   1.406667E-01     5.130349E-01     1.751305E+01     2.802217E-03
   1.408333E-01     5.137271E-01     1.751305E+01     2.806910E-03
   1.410000E-01     5.144197E-01     1.751306E+01     2.811606E-03
   1.411667E-01     5.151128E-01     1.751306E+01     2.816305E-03
   1.413333E-01     5.158064E-01     1.751307E+01     2.821008E-03
   1.415000E-01     5.165005E-01     1.751307E+01     2.825714E-03
   1.416667E-01     5.171950E-01     1.751308E+01     2.830423E-03
   1.418333E-01     5.178899E-01     1.751308E+01     2.835136E-03
   1.420000E-01     5.185854E-01     1.751308E+01     2.839852E-03
   1.421667E-01     5.192813E-01     1.751309E+01     2.844571E-03
   1.423333E-01     5.199777E-01     1.751309E+01     2.849294E-03
   1.425000E-01     5.206745E-01     1.751310E+01     2.854020E-03
   1.426667E-01     5.213718E-01     1.751310E+01     2.858749E-03
   1.428333E-01     5.220696E-01     1.751311E+01     2.863482E-03
   1.430000E-01     5.227678E-01     1.751311E+01     2.868218E-03
   1.431667E-01     5.234665E-01     1.751312E+01     2.872957E-03
   1.433333E-01     5.241657E-01     1.751312E+01     2.877700E-03
   1.435000E-01     5.248653E-01     1.751313E+01     2.882446E-03
   1.436667E-01     5.255654E-01     1.751313E+01     2.887195E-03
   1.438333E-01     5.262660E-01     1.751314E+01     2.891947E-03
   1.440000E-01     5.269670E-01     1.751314E+01     2.896703E-03
   1.441667E-01     5.276685E-01     1.751315E+01     2.901463E-03
   1.443333E-01     5.283705E-01     1.751315E+01     2.906225E-03
   1.445000E-01     5.290730E-01     1.751316E+01     2.910991E-03
   1.446667E-01     5.297759E-01     1.751316E+01     2.915761E-03
   1.448333E-01     5.304792E-01     1.751317E+01     2.920533E-03
   1.450000E-01     5.311831E-01     1.751317E+01     2.925309E-03
   1.451667E-01     5.318874E-01     1.751317E+01     2.930089E-03
   1.453333E-01     5.325922E-01     1.751318E+01     2.934872E-03
   1.455000E-01     5.332974E-01     1.751318E+01     2.939658E-03
   1.456667E-01     5.340031E-01     1.751319E+01     2.944447E-03
   1.458333E-01     5.347093E-01     1.751319E+01     2.949240E-03
   1.460000E-01     5.354159E-01     1.751320E+01     2.954036E-03
   1.461667E-01     5.361230E-01     1.751320E+01     2.958835E-03
   1.463333E-01     5.368306E-01     1.751321E+01     2.963638E-03
   1.465000E-01     5.375386E-01     1.751321E+01     2.968444E-03
   1.466667E-01     5.382471E-01     1.751322E+01     2.973253E-03
   1.468333E-01     5.389561E-01     1.751322E+01     2.978066E-03
   1.470000E-01     5.396655E-01     1.751323E+01     2.982882E-03
   1.471667E-01     5.403754E-01     1.751323E+01     2.987702E-03
   1.473333E-01     5.410858E-01     1.751324E+01     2.992524E-03
   1.475000E-01     5.417966E-01     1.751324E+01     2.997350E-03
   1.476667E-01     5.425079E-01     1.751325E+01     3.002180E-03
   1.478333E-01     5.432197E-01     1.751325E+01     3.007013E-03
   1.480000E-01     5.439320E-01     1.751326E+01     3.011849E-03
   1.481667E-01     5.446447E-01     1.751326E+01     3.016688E-03
   1.483333E-01     5.453578E-01     1.751327E+01     3.021531E-03
   1.485000E-01     5.460715E-01     1.751327E+01     3.026377E-03
   1.486667E-01     5.467856E-01     1.751328E+01     3.031227E-03
   1.488333E-01     5.475001E-01     1.751328E+01     3.036080E-03
   1.490000E-01     5.482152E-01     1.751329E+01     3.040936E-03
   1.491667E-01     5.489307E-01     1.751329E+01     3.045796E-03
   1.493333E-01     5.496467E-01     1.751330E+01     3.050659E-03
   1.495000E-01     5.503631E-01     1.751330E+01     3.055525E-03
   1.496667E-01     5.510800E-01     1.751331E+01     3.060394E-03
   1.498333E-01     5.517974E-01     1.751331E+01     3.065267E-03
   1.500000E-01     5.525152E-01     1.751332E+01     3.070144E-03
   1.501667E-01     5.532335E-01     1.751332E+01     3.075023E-03
   1.503333E-01     5.539523E-01     1.751332E+01     3.079906E-03
   1.505000E-01     5.546715E-01     1.751333E+01     3.084793E-03
   1.506667E-01     5.553912E-01     1.751333E+01     3.089682E-03
   1.508333E-01     5.561114E-01     1.751334E+01     3.094575E-03
   1.510000E-01     5.568320E-01     1.751334E+01     3.099472E-03
   1.511667E-01     5.575531E-01     1.751335E+01     3.104372E-03
   1.513333E-01     5.582747E-01     1.751335E+01     3.109275E-03
   1.515000E-01     5.589967E-01     1.751336E+01     3.114181E-03
   1.516667E-01     5.597192E-01     1.751336E+01     3.119091E-03
   1.518333E-01     5.604422E-01     1.751337E+01     3.124004E-03
   1.520000E-01     5.611656E-01     1.751337E+01     3.128921E-03
   1.521667E-01     5.618895E-01     1.751338E+01     3.133841E-03
   1.523333E-01     5.626139E-01     1.751338E+01     3.138764E-03
   1.525000E-01     5.633388E-01     1.751339E+01     3.143690E-03
   1.526667E-01     5.640641E-01     1.751339E+01     3.148620E-03
   1.528333E-01     5.647898E-01     1.751340E+01     3.153554E-03
   1.530000E-01     5.655161E-01     1.751340E+01     3.158490E-03
   1.531667E-01     5.662428E-01     1.751341E+01     3.163430E-03
   1.533333E-01     5.669699E-01     1.751341E+01     3.168374E-03
   1.535000E-01     5.676976E-01     1.751342E+01     3.173320E-03
   1.536667E-01     5.684257E-01     1.751342E+01     3.178270E-03
   1.538333E-01     5.691542E-01     1.751343E+01     3.183224E-03
   1.540000E-01     5.698833E-01     1.751343E+01     3.188180E-03
   1.541667E-01     5.706128E-01     1.751344E+01     3.193141E-03
   1.543333E-01     5.713427E-01     1.751344E+01     3.198104E-03
   1.545000E-01     5.720732E-01     1.751345E+01     3.203071E-03
   1.546667E-01     5.728041E-01     1.751345E+01     3.208041E-03
   1.548333E-01     5.735355E-01     1.751346E+01     3.213015E-03
   1.550000E-01     5.742673E-01     1.751346E+01     3.217992E-03
   1.551667E-01     5.749996E-01     1.751347E+01     3.222972E-03
   1.553333E-01     5.757324E-01     1.751347E+01     3.227956E-03
   1.555000E-01     5.764656E-01     1.751348E+01     3.232943E-03
   1.556667E-01     5.771993E-01     1.751348E+01     3.237933E-03
   1.558333E-01     5.779335E-01     1.751349E+01     3.242927E-03
   1.560000E-01     5.786681E-01     1.751349E+01     3.247924E-03
   1.561667E-01     5.794032E-01     1.751350E+01     3.252924E-03
   1.563333E-01     5.801388E-01     1.751350E+01     3.257928E-03
   1.565000E-01     5.808748E-01     1.751351E+01     3.262935E-03
   1.566667E-01     5.816113E-01     1.751351E+01     3.267946E-03
   1.568333E-01     5.823483E-01     1.751352E+01     3.272960E-03
   1.570000E-01     5.830857E-01     1.751352E+01     3.277977E-03
   1.571667E-01     5.838236E-01     1.751353E+01     3.282997E-03
   1.573333E-01     5.845620E-01     1.751353E+01     3.288021E-03
   1.575000E-01     5.853008E-01     1.751354E+01     3.293049E-03
   1.576667E-01     5.860401E-01     1.751354E+01     3.298080E-03
   1.578333E-01     5.867799E-01     1.751355E+01     3.303114E-03
   1.580000E-01     5.875201E-01     1.751355E+01     3.308151E-03
   1.581667E-01     5.882608E-01     1.751356E+01     3.313192E-03
   1.583333E-01     5.890020E-01     1.751356E+01     3.318236E-03
   1.585000E-01     5.897436E-01     1.751357E+01     3.323284E-03
   1.586667E-01     5.904857E-01     1.751357E+01     3.328334E-03
   1.588333E-01     5.912283E-01     1.751358E+01     3.333389E-03
   1.590000E-01     5.919713E-01     1.751358E+01     3.338446E-03
   1.591667E-01     5.927148E-01     1.751359E+01     3.343507E-03
   1.593333E-01     5.934588E-01     1.751359E+01     3.348572E-03
   1.595000E-01     5.942032E-01     1.751360E+01     3.353640E-03
   1.596667E-01     5.949481E-01     1.751360E+01     3.358711E-03
   1.598333E-01     5.956935E-01     1.751361E+01     3.363785E-03
   1.600000E-01     5.964393E-01     1.751361E+01     3.368863E-03
   1.601667E-01     5.971856E-01     1.751362E+01     3.373944E-03
   1.603333E-01     5.979324E-01     1.751362E+01     3.379029E-03
   1.605000E-01     5.986796E-01     1.751363E+01     3.384117E-03
   1.606667E-01     5.994273E-01     1.751363E+01     3.389208E-03
   1.608333E-01     6.001755E-01     1.751364E+01     3.394303E-03
   1.610000E-01     6.009241E-01     1.751364E+01     3.399401E-03
   1.611667E-01     6.016732E-01     1.751365E+01     3.404502E-03
   1.613333E-01     6.024228E-01     1.751365E+01     3.409607E-03
   1.615000E-01     6.031728E-01     1.751366E+01     3.414715E-03
   1.616667E-01     6.039233E-01     1.751366E+01     3.419827E-03
   1.618333E-01     6.046743E-01     1.751367E+01     3.424942E-03
   1.620000E-01     6.054257E-01     1.751367E+01     3.430060E-03
   1.621667E-01     6.061776E-01     1.751368E+01     3.435182E-03
   1.623333E-01     6.069300E-01     1.751369E+01     3.440307E-03
   1.625000E-01     6.076828E-01     1.751369E+01     3.445435E-03
   1.626667E-01     6.084361E-01     1.751370E+01     3.450567E-03
   1.628333E-01     6.091899E-01     1.751370E+01     3.455702E-03
   1.630000E-01     6.099441E-01     1.751371E+01     3.460841E-03
   1.631667E-01     6.106988E-01     1.751371E+01     3.465983E-03
   1.633333E-01     6.114540E-01     1.751372E+01     3.471128E-03
   1.635000E-01     6.122096E-01     1.751372E+01     3.476277E-03
   1.636667E-01     6.129657E-01     1.751373E+01     3.481429E-03
   1.638333E-01     6.137223E-01     1.751373E+01     3.486585E-03
   1.640000E-01     6.144793E-01     1.751374E+01     3.491743E-03
   1.641667E-01     6.152368E-01     1.751374E+01     3.496906E-03
   1.643333E-01     6.159948E-01     1.751375E+01     3.502071E-03
   1.645000E-01     6.167532E-01     1.751375E+01     3.507240E-03
   1.646667E-01     6.175121E-01     1.751376E+01     3.512412E-03
   1.648333E-01     6.182715E-01     1.751376E+01     3.517588E-03
   1.650000E-01     6.190313E-01     1.751377E+01     3.522767E-03
   1.651667E-01     6.197916E-01     1.751377E+01     3.527950E-03
   1.653333E-01     6.205524E-01     1.751378E+01     3.533136E-03
   1.655000E-01     6.213136E-01     1.751378E+01     3.538325E-03
   1.656667E-01     6.220753E-01     1.751379E+01     3.543518E-03
   1.658333E-01     6.228375E-01     1.751379E+01     3.548714E-03
   1.660000E-01     6.236001E-01     1.751380E+01     3.553913E-03
   1.661667E-01     6.243632E-01     1.751380E+01     3.559116E-03
   1.663333E-01     6.251268E-01     1.751381E+01     3.564322E-03
   1.665000E-01     6.258908E-01     1.751381E+01     3.569532E-03
   1.666667E-01     6.266553E-01     1.751382E+01     3.574744E-03
   1.668333E-01     6.274203E-01     1.751382E+01     3.579961E-03
   1.670000E-01     6.281857E-01     1.751383E+01     3.585181E-03
   1.671667E-01     6.289516E-01     1.751384E+01     3.590404E-03
   1.673333E-01     6.297180E-01     1.751384E+01     3.595630E-03
   1.675000E-01     6.304848E-01     1.751385E+01     3.600860E-03
   1.676667E-01     6.312521E-01     1.751385E+01     3.606093E-03
   1.678333E-01     6.320199E-01     1.751386E+01     3.611330E-03
   1.680000E-01     6.327881E-01     1.751386E+01     3.616570E-03
   1.681667E-01     6.335568E-01     1.751387E+01     3.621813E-03
   1.683333E-01     6.343260E-01     1.751387E+01     3.627060E-03
   1.685000E-01     6.350956E-01     1.751388E+01     3.632310E-03
   1.686667E-01     6.358657E-01     1.751388E+01     3.637564E-03
   1.688333E-01     6.366363E-01     1.751389E+01     3.642821E-03
   1.690000E-01     6.374073E-01     1.751389E+01     3.648081E-03
   1.691667E-01     6.381788E-01     1.751390E+01     3.653345E-03
   1.693333E-01     6.389508E-01     1.751390E+01     3.658612E-03
   1.695000E-01     6.397232E-01     1.751391E+01     3.663883E-03
   1.696667E-01     6.404961E-01     1.751391E+01     3.669157E-03
   1.698333E-01     6.412694E-01     1.751392E+01     3.674434E-03
   1.700000E-01     6.420433E-01     1.751392E+01     3.679715E-03
   1.701667E-01     6.428176E-01     1.751393E+01     3.684999E-03
   1.703333E-01     6.435923E-01     1.751394E+01     3.690286E-03
   1.705000E-01     6.443676E-01     1.751394E+01     3.695577E-03
   1.706667E-01     6.451433E-01     1.751395E+01     3.700871E-03
   1.708333E-01     6.459194E-01     1.751395E+01     3.706169E-03
   1.710000E-01     6.466961E-01     1.751396E+01     3.711470E-03
   1.711667E-01     6.474732E-01     1.751396E+01     3.716775E-03
   1.713333E-01     6.482507E-01     1.751397E+01     3.722082E-03
   1.715000E-01     6.490288E-01     1.751397E+01     3.727394E-03
   1.716667E-01     6.498073E-01     1.751398E+01     3.732708E-03
   1.718333E-01     6.505862E-01     1.751398E+01     3.738026E-03
   1.720000E-01     6.513656E-01     1.751399E+01     3.743348E-03
   1.721667E-01     6.521455E-01     1.751399E+01     3.748673E-03
   1.723333E-01     6.529259E-01     1.751400E+01     3.754001E-03
   1.725000E-01     6.537067E-01     1.751400E+01     3.759332E-03
   1.726667E-01     6.544880E-01     1.751401E+01     3.764667E-03
   1.728333E-01     6.552698E-01     1.751401E+01     3.770006E-03
   1.730000E-01     6.560520E-01     1.751402E+01     3.775348E-03
   1.731667E-01     6.568347E-01     1.751403E+01     3.780693E-03
   1.733333E-01     6.576179E-01     1.751403E+01     3.786042E-03
   1.735000E-01     6.584015E-01     1.751404E+01     3.791394E-03
   1.736667E-01     6.591856E-01     1.751404E+01     3.796749E-03
   1.738333E-01     6.599702E-01     1.751405E+01     3.802108E-03
   1.740000E-01     6.607552E-01     1.751405E+01     3.807470E-03
   1.741667E-01     6.615407E-01     1.751406E+01     3.812836E-03
   1.743333E-01     6.623267E-01     1.751406E+01     3.818205E-03
   1.745000E-01     6.631131E-01     1.751407E+01     3.823577E-03
   1.746667E-01     6.639000E-01     1.751407E+01     3.828953E-03
   1.748333E-01     6.646874E-01     1.751408E+01     3.834332E-03
   1.750000E-01     6.654752E-01     1.751408E+01     3.839715E-03
   1.751667E-01     6.662635E-01     1.751409E+01     3.845101E-03
   1.753333E-01     6.670522E-01     1.751410E+01     3.850490E-03
   1.755000E-01     6.678415E-01     1.751410E+01     3.855883E-03
   1.756667E-01     6.686312E-01     1.751411E+01     3.861279E-03
   1.758333E-01     6.694213E-01     1.751411E+01     3.866679E-03
   1.760000E-01     6.702120E-01     1.751412E+01     3.872082E-03
   1.761667E-01     6.710031E-01     1.751412E+01     3.877489E-03
   1.763333E-01     6.717946E-01     1.751413E+01     3.882898E-03
   1.765000E-01     6.725866E-01     1.751413E+01     3.888312E-03
   1.766667E-01     6.733791E-01     1.751414E+01     3.893728E-03
   1.768333E-01     6.741721E-01     1.751414E+01     3.899148E-03
   1.770000E-01     6.749655E-01     1.751415E+01     3.904572E-03
   1.771667E-01     6.757594E-01     1.751415E+01     3.909999E-03
   1.773333E-01     6.765538E-01     1.751416E+01     3.915429E-03
   1.775000E-01     6.773486E-01     1.751417E+01     3.920863E-03
   1.776667E-01     6.781439E-01     1.751417E+01     3.926300E-03
   1.778333E-01     6.789397E-01     1.751418E+01     3.931741E-03
   1.780000E-01     6.797359E-01     1.751418E+01     3.937185E-03
   1.781667E-01     6.805326E-01     1.751419E+01     3.942632E-03
   1.783333E-01     6.813298E-01     1.751419E+01     3.948083E-03
   1.785000E-01     6.821274E-01     1.751420E+01     3.953537E-03
   1.786667E-01     6.829255E-01     1.751420E+01     3.958994E-03
   1.788333E-01     6.837240E-01     1.751421E+01     3.964456E-03
   1.790000E-01     6.845231E-01     1.751421E+01     3.969920E-03
   1.791667E-01     6.853226E-01     1.751422E+01     3.975388E-03
   1.793333E-01     6.861225E-01     1.751423E+01     3.980859E-03
   1.795000E-01     6.869230E-01     1.751423E+01     3.986334E-03
   1.796667E-01     6.877239E-01     1.751424E+01     3.991812E-03
   1.798333E-01     6.885252E-01     1.751424E+01     3.997293E-03
   1.800000E-01     6.893270E-01     1.751425E+01     4.002778E-03
   1.801667E-01     6.901293E-01     1.751425E+01     4.008266E-03
   1.803333E-01     6.909321E-01     1.751426E+01     4.013758E-03
   1.805000E-01     6.917353E-01     1.751426E+01     4.019253E-03
   1.806667E-01     6.925390E-01     1.751427E+01     4.024752E-03
   1.808333E-01     6.933432E-01     1.751428E+01     4.030254E-03
   1.810000E-01     6.941478E-01     1.751428E+01     4.035759E-03
   1.811667E-01     6.949529E-01     1.751429E+01     4.041268E-03
   1.813333E-01     6.957585E-01     1.751429E+01     4.046780E-03
   1.815000E-01     6.965645E-01     1.751430E+01     4.052296E-03
   1.816667E-01     6.973710E-01     1.751430E+01     4.057815E-03
   1.818333E-01     6.981779E-01     1.751431E+01     4.063338E-03
   1.820000E-01     6.989854E-01     1.751431E+01     4.068864E-03
   1.821667E-01     6.997933E-01     1.751432E+01     4.074393E-03
   1.823333E-01     7.006016E-01     1.751432E+01     4.079926E-03
   1.825000E-01     7.014105E-01     1.751433E+01     4.085462E-03
   1.826667E-01     7.022197E-01     1.751434E+01     4.091001E-03
   1.828333E-01     7.030295E-01     1.751434E+01     4.096544E-03
   1.830000E-01     7.038397E-01     1.751435E+01     4.102091E-03
   1.831667E-01     7.046504E-01     1.751435E+01     4.107641E-03
   1.833333E-01     7.054616E-01     1.751436E+01     4.113194E-03
   1.835000E-01     7.062732E-01     1.751436E+01     4.118751E-03
   1.836667E-01     7.070853E-01     1.751437E+01     4.124311E-03
   1.838333E-01     7.078979E-01     1.751437E+01     4.129874E-03
   1.840000E-01     7.087109E-01     1.751438E+01     4.135441E-03
   1.841667E-01     7.095244E-01     1.751439E+01     4.141012E-03
   1.843333E-01     7.103383E-01     1.751439E+01     4.146586E-03
   1.845000E-01     7.111528E-01     1.751440E+01     4.152163E-03
   1.846667E-01     7.119677E-01     1.751440E+01     4.157744E-03
   1.848333E-01     7.127830E-01     1.751441E+01     4.163328E-03
   1.850000E-01     7.135989E-01     1.751441E+01     4.168915E-03
   1.851667E-01     7.144151E-01     1.751442E+01     4.174506E-03
   1.853333E-01     7.152319E-01     1.751442E+01     4.180101E-03
   1.855000E-01     7.160491E-01     1.751443E+01     4.185698E-03
   1.856667E-01     7.168668E-01     1.751444E+01     4.191300E-03
   1.858333E-01     7.176850E-01     1.751444E+01     4.196904E-03
   1.860000E-01     7.185036E-01     1.751445E+01     4.202512E-03
   1.861667E-01     7.193227E-01     1.751445E+01     4.208124E-03
   1.863333E-01     7.201423E-01     1.751446E+01     4.213739E-03
   1.865000E-01     7.209623E-01     1.751446E+01     4.219357E-03
   1.866667E-01     7.217828E-01     1.751447E+01     4.224979E-03
   1.868333E-01     7.226037E-01     1.751448E+01     4.230604E-03
