# Tabla NEST para RED-100 con ARGON  (Ar, retroceso ELECTRONICO)
# Uso: fondo beta de 39Ar (39Ar -> 39K + e- + nubar).  El espectro
#      beta y la actividad viven en chi2_bkg_nest.f90.
# Modelo: nestpy.LArNEST get_er_yields, E_drift=218.0 V/cm, rho=1.4
# F_er = 0.3 constante (get_fano_er no disponible) - sistematico
# E_er < 0.2 keV: EXTRAPOLACION DE MODELO (sin datos ER de LAr a esa energia)
# E_er[keV]   Qy_er[e-/keV]   F_er
# N_puntos = 4000
7.247060e-02   53.014121   0.300000
7.260325e-02   53.014017   0.300000
7.273615e-02   53.013913   0.300000
7.286928e-02   53.013809   0.300000
7.300267e-02   53.013703   0.300000
7.313629e-02   53.013598   0.300000
7.327016e-02   53.013492   0.300000
7.340428e-02   53.013385   0.300000
7.353864e-02   53.013278   0.300000
7.367325e-02   53.013171   0.300000
7.380810e-02   53.013063   0.300000
7.394321e-02   53.012954   0.300000
7.407855e-02   53.012845   0.300000
7.421415e-02   53.012736   0.300000
7.434999e-02   53.012626   0.300000
7.448609e-02   53.012515   0.300000
7.462243e-02   53.012404   0.300000
7.475902e-02   53.012293   0.300000
7.489586e-02   53.012181   0.300000
7.503295e-02   53.012068   0.300000
7.517030e-02   53.011955   0.300000
7.530789e-02   53.011841   0.300000
7.544574e-02   53.011727   0.300000
7.558384e-02   53.011612   0.300000
7.572219e-02   53.011497   0.300000
7.586079e-02   53.011381   0.300000
7.599965e-02   53.011265   0.300000
7.613876e-02   53.011148   0.300000
7.627813e-02   53.011030   0.300000
7.641775e-02   53.010912   0.300000
7.655763e-02   53.010794   0.300000
7.669776e-02   53.010674   0.300000
7.683815e-02   53.010555   0.300000
7.697880e-02   53.010434   0.300000
7.711971e-02   53.010313   0.300000
7.726087e-02   53.010192   0.300000
7.740229e-02   53.010070   0.300000
7.754397e-02   53.009947   0.300000
7.768591e-02   53.009824   0.300000
7.782811e-02   53.009700   0.300000
7.797057e-02   53.009576   0.300000
7.811329e-02   53.009451   0.300000
7.825627e-02   53.009325   0.300000
7.839951e-02   53.009199   0.300000
7.854302e-02   53.009072   0.300000
7.868679e-02   53.008945   0.300000
7.883082e-02   53.008817   0.300000
7.897511e-02   53.008688   0.300000
7.911967e-02   53.008559   0.300000
7.926449e-02   53.008429   0.300000
7.940958e-02   53.008299   0.300000
7.955494e-02   53.008168   0.300000
7.970056e-02   53.008036   0.300000
7.984644e-02   53.007903   0.300000
7.999260e-02   53.007770   0.300000
8.013902e-02   53.007637   0.300000
8.028571e-02   53.007502   0.300000
8.043266e-02   53.007367   0.300000
8.057989e-02   53.007232   0.300000
8.072739e-02   53.007095   0.300000
8.087515e-02   53.006959   0.300000
8.102319e-02   53.006821   0.300000
8.117150e-02   53.006683   0.300000
8.132008e-02   53.006544   0.300000
8.146893e-02   53.006404   0.300000
8.161805e-02   53.006264   0.300000
8.176745e-02   53.006122   0.300000
8.191712e-02   53.005981   0.300000
8.206706e-02   53.005838   0.300000
8.221728e-02   53.005695   0.300000
8.236778e-02   53.005551   0.300000
8.251854e-02   53.005407   0.300000
8.266959e-02   53.005262   0.300000
8.282091e-02   53.005116   0.300000
8.297251e-02   53.004969   0.300000
8.312438e-02   53.004821   0.300000
8.327654e-02   53.004673   0.300000
8.342897e-02   53.004524   0.300000
8.358168e-02   53.004375   0.300000
8.373467e-02   53.004224   0.300000
8.388794e-02   53.004073   0.300000
8.404150e-02   53.003921   0.300000
8.419533e-02   53.003769   0.300000
8.434944e-02   53.003615   0.300000
8.450384e-02   53.003461   0.300000
8.465852e-02   53.003306   0.300000
8.481348e-02   53.003151   0.300000
8.496872e-02   53.002994   0.300000
8.512425e-02   53.002837   0.300000
8.528007e-02   53.002679   0.300000
8.543617e-02   53.002520   0.300000
8.559255e-02   53.002360   0.300000
8.574923e-02   53.002200   0.300000
8.590618e-02   53.002039   0.300000
8.606343e-02   53.001877   0.300000
8.622096e-02   53.001714   0.300000
8.637879e-02   53.001550   0.300000
8.653690e-02   53.001385   0.300000
8.669530e-02   53.001220   0.300000
8.685399e-02   53.001054   0.300000
8.701297e-02   53.000887   0.300000
8.717224e-02   53.000719   0.300000
8.733180e-02   53.000550   0.300000
8.749166e-02   53.000381   0.300000
8.765180e-02   53.000210   0.300000
8.781225e-02   53.000039   0.300000
8.797298e-02   52.999867   0.300000
8.813401e-02   52.999693   0.300000
8.829533e-02   52.999519   0.300000
8.845695e-02   52.999345   0.300000
8.861887e-02   52.999169   0.300000
8.878108e-02   52.998992   0.300000
8.894359e-02   52.998815   0.300000
8.910639e-02   52.998636   0.300000
8.926949e-02   52.998457   0.300000
8.943290e-02   52.998276   0.300000
8.959660e-02   52.998095   0.300000
8.976060e-02   52.997913   0.300000
8.992490e-02   52.997730   0.300000
9.008950e-02   52.997546   0.300000
9.025440e-02   52.997361   0.300000
9.041961e-02   52.997175   0.300000
9.058512e-02   52.996988   0.300000
9.075093e-02   52.996800   0.300000
9.091704e-02   52.996611   0.300000
9.108346e-02   52.996421   0.300000
9.125018e-02   52.996230   0.300000
9.141721e-02   52.996038   0.300000
9.158454e-02   52.995846   0.300000
9.175218e-02   52.995652   0.300000
9.192013e-02   52.995457   0.300000
9.208838e-02   52.995261   0.300000
9.225694e-02   52.995064   0.300000
9.242581e-02   52.994866   0.300000
9.259499e-02   52.994667   0.300000
9.276448e-02   52.994467   0.300000
9.293428e-02   52.994266   0.300000
9.310439e-02   52.994064   0.300000
9.327481e-02   52.993861   0.300000
9.344555e-02   52.993657   0.300000
9.361659e-02   52.993451   0.300000
9.378795e-02   52.993245   0.300000
9.395962e-02   52.993037   0.300000
9.413161e-02   52.992829   0.300000
9.430391e-02   52.992619   0.300000
9.447653e-02   52.992408   0.300000
9.464946e-02   52.992196   0.300000
9.482271e-02   52.991983   0.300000
9.499628e-02   52.991769   0.300000
9.517017e-02   52.991554   0.300000
9.534437e-02   52.991337   0.300000
9.551889e-02   52.991120   0.300000
9.569373e-02   52.990901   0.300000
9.586889e-02   52.990681   0.300000
9.604437e-02   52.990460   0.300000
9.622018e-02   52.990237   0.300000
9.639630e-02   52.990014   0.300000
9.657275e-02   52.989789   0.300000
9.674952e-02   52.989563   0.300000
9.692661e-02   52.989336   0.300000
9.710403e-02   52.989108   0.300000
9.728177e-02   52.988878   0.300000
9.745984e-02   52.988647   0.300000
9.763824e-02   52.988415   0.300000
9.781696e-02   52.988182   0.300000
9.799600e-02   52.987948   0.300000
9.817538e-02   52.987712   0.300000
9.835508e-02   52.987475   0.300000
9.853512e-02   52.987236   0.300000
9.871548e-02   52.986997   0.300000
9.889617e-02   52.986756   0.300000
9.907719e-02   52.986513   0.300000
9.925855e-02   52.986270   0.300000
9.944023e-02   52.986025   0.300000
9.962225e-02   52.985778   0.300000
9.980460e-02   52.985531   0.300000
9.998729e-02   52.985282   0.300000
1.001703e-01   52.985032   0.300000
1.003537e-01   52.984780   0.300000
1.005374e-01   52.984527   0.300000
1.007214e-01   52.984272   0.300000
1.009057e-01   52.984016   0.300000
1.010904e-01   52.983759   0.300000
1.012755e-01   52.983500   0.300000
1.014609e-01   52.983240   0.300000
1.016466e-01   52.982979   0.300000
1.018326e-01   52.982716   0.300000
1.020190e-01   52.982451   0.300000
1.022058e-01   52.982186   0.300000
1.023929e-01   52.981918   0.300000
1.025803e-01   52.981649   0.300000
1.027681e-01   52.981379   0.300000
1.029562e-01   52.981107   0.300000
1.031446e-01   52.980834   0.300000
1.033334e-01   52.980559   0.300000
1.035226e-01   52.980283   0.300000
1.037121e-01   52.980005   0.300000
1.039019e-01   52.979725   0.300000
1.040921e-01   52.979444   0.300000
1.042826e-01   52.979162   0.300000
1.044735e-01   52.978877   0.300000
1.046647e-01   52.978592   0.300000
1.048563e-01   52.978304   0.300000
1.050482e-01   52.978015   0.300000
1.052405e-01   52.977725   0.300000
1.054332e-01   52.977433   0.300000
1.056261e-01   52.977139   0.300000
1.058195e-01   52.976843   0.300000
1.060132e-01   52.976546   0.300000
1.062072e-01   52.976247   0.300000
1.064016e-01   52.975947   0.300000
1.065964e-01   52.975644   0.300000
1.067915e-01   52.975340   0.300000
1.069870e-01   52.975035   0.300000
1.071828e-01   52.974727   0.300000
1.073790e-01   52.974418   0.300000
1.075756e-01   52.974107   0.300000
1.077725e-01   52.973795   0.300000
1.079698e-01   52.973480   0.300000
1.081674e-01   52.973164   0.300000
1.083654e-01   52.972846   0.300000
1.085637e-01   52.972526   0.300000
1.087625e-01   52.972204   0.300000
1.089615e-01   52.971881   0.300000
1.091610e-01   52.971555   0.300000
1.093608e-01   52.971228   0.300000
1.095610e-01   52.970899   0.300000
1.097615e-01   52.970568   0.300000
1.099624e-01   52.970235   0.300000
1.101637e-01   52.969900   0.300000
1.103654e-01   52.969564   0.300000
1.105674e-01   52.969225   0.300000
1.107698e-01   52.968884   0.300000
1.109725e-01   52.968542   0.300000
1.111756e-01   52.968197   0.300000
1.113791e-01   52.967851   0.300000
1.115830e-01   52.967502   0.300000
1.117873e-01   52.967152   0.300000
1.119919e-01   52.966799   0.300000
1.121969e-01   52.966444   0.300000
1.124022e-01   52.966088   0.300000
1.126080e-01   52.965729   0.300000
1.128141e-01   52.965368   0.300000
1.130206e-01   52.965005   0.300000
1.132275e-01   52.964640   0.300000
1.134347e-01   52.964273   0.300000
1.136424e-01   52.963903   0.300000
1.138504e-01   52.963532   0.300000
1.140588e-01   52.963158   0.300000
1.142676e-01   52.962782   0.300000
1.144767e-01   52.962404   0.300000
1.146863e-01   52.962024   0.300000
1.148962e-01   52.961641   0.300000
1.151065e-01   52.961256   0.300000
1.153172e-01   52.960869   0.300000
1.155283e-01   52.960480   0.300000
1.157397e-01   52.960088   0.300000
1.159516e-01   52.959694   0.300000
1.161638e-01   52.959298   0.300000
1.163765e-01   52.958899   0.300000
1.165895e-01   52.958498   0.300000
1.168029e-01   52.958095   0.300000
1.170167e-01   52.957689   0.300000
1.172309e-01   52.957281   0.300000
1.174455e-01   52.956870   0.300000
1.176604e-01   52.956457   0.300000
1.178758e-01   52.956042   0.300000
1.180916e-01   52.955624   0.300000
1.183077e-01   52.955203   0.300000
1.185243e-01   52.954780   0.300000
1.187412e-01   52.954355   0.300000
1.189586e-01   52.953927   0.300000
1.191763e-01   52.953496   0.300000
1.193945e-01   52.953063   0.300000
1.196130e-01   52.952627   0.300000
1.198320e-01   52.952188   0.300000
1.200513e-01   52.951747   0.300000
1.202711e-01   52.951304   0.300000
1.204912e-01   52.950857   0.300000
1.207118e-01   52.950408   0.300000
1.209327e-01   52.949956   0.300000
1.211541e-01   52.949502   0.300000
1.213758e-01   52.949044   0.300000
1.215980e-01   52.948584   0.300000
1.218206e-01   52.948122   0.300000
1.220436e-01   52.947656   0.300000
1.222670e-01   52.947187   0.300000
1.224908e-01   52.946716   0.300000
1.227150e-01   52.946242   0.300000
1.229396e-01   52.945765   0.300000
1.231646e-01   52.945285   0.300000
1.233901e-01   52.944802   0.300000
1.236159e-01   52.944316   0.300000
1.238422e-01   52.943827   0.300000
1.240689e-01   52.943335   0.300000
1.242960e-01   52.942841   0.300000
1.245235e-01   52.942343   0.300000
1.247514e-01   52.941842   0.300000
1.249798e-01   52.941338   0.300000
1.252086e-01   52.940831   0.300000
1.254377e-01   52.940321   0.300000
1.256674e-01   52.939807   0.300000
1.258974e-01   52.939291   0.300000
1.261278e-01   52.938771   0.300000
1.263587e-01   52.938248   0.300000
1.265900e-01   52.937722   0.300000
1.268217e-01   52.937193   0.300000
1.270538e-01   52.936660   0.300000
1.272864e-01   52.936124   0.300000
1.275194e-01   52.935585   0.300000
1.277528e-01   52.935042   0.300000
1.279867e-01   52.934496   0.300000
1.282209e-01   52.933947   0.300000
1.284556e-01   52.933394   0.300000
1.286908e-01   52.932837   0.300000
1.289263e-01   52.932278   0.300000
1.291623e-01   52.931715   0.300000
1.293987e-01   52.931148   0.300000
1.296356e-01   52.930577   0.300000
1.298729e-01   52.930004   0.300000
1.301106e-01   52.929426   0.300000
1.303488e-01   52.928845   0.300000
1.305874e-01   52.928260   0.300000
1.308264e-01   52.927672   0.300000
1.310659e-01   52.927080   0.300000
1.313058e-01   52.926484   0.300000
1.315461e-01   52.925884   0.300000
1.317869e-01   52.925281   0.300000
1.320281e-01   52.924674   0.300000
1.322698e-01   52.924063   0.300000
1.325119e-01   52.923448   0.300000
1.327545e-01   52.922829   0.300000
1.329975e-01   52.922206   0.300000
1.332409e-01   52.921579   0.300000
1.334848e-01   52.920949   0.300000
1.337291e-01   52.920314   0.300000
1.339739e-01   52.919675   0.300000
1.342191e-01   52.919033   0.300000
1.344648e-01   52.918386   0.300000
1.347109e-01   52.917735   0.300000
1.349575e-01   52.917080   0.300000
1.352046e-01   52.916420   0.300000
1.354520e-01   52.915757   0.300000
1.357000e-01   52.915089   0.300000
1.359484e-01   52.914417   0.300000
1.361972e-01   52.913741   0.300000
1.364465e-01   52.913060   0.300000
1.366963e-01   52.912375   0.300000
1.369465e-01   52.911685   0.300000
1.371972e-01   52.910991   0.300000
1.374483e-01   52.910293   0.300000
1.376999e-01   52.909590   0.300000
1.379519e-01   52.908883   0.300000
1.382044e-01   52.908171   0.300000
1.384574e-01   52.907454   0.300000
1.387108e-01   52.906733   0.300000
1.389647e-01   52.906007   0.300000
1.392191e-01   52.905276   0.300000
1.394739e-01   52.904541   0.300000
1.397292e-01   52.903801   0.300000
1.399850e-01   52.903056   0.300000
1.402412e-01   52.902306   0.300000
1.404979e-01   52.901551   0.300000
1.407551e-01   52.900791   0.300000
1.410128e-01   52.900027   0.300000
1.412709e-01   52.899257   0.300000
1.415295e-01   52.898483   0.300000
1.417885e-01   52.897703   0.300000
1.420481e-01   52.896918   0.300000
1.423081e-01   52.896128   0.300000
1.425686e-01   52.895333   0.300000
1.428295e-01   52.894533   0.300000
1.430910e-01   52.893727   0.300000
1.433529e-01   52.892917   0.300000
1.436153e-01   52.892100   0.300000
1.438782e-01   52.891279   0.300000
1.441415e-01   52.890452   0.300000
1.444054e-01   52.889619   0.300000
1.446697e-01   52.888781   0.300000
1.449345e-01   52.887938   0.300000
1.451998e-01   52.887089   0.300000
1.454656e-01   52.886234   0.300000
1.457318e-01   52.885374   0.300000
1.459986e-01   52.884508   0.300000
1.462658e-01   52.883636   0.300000
1.465335e-01   52.882758   0.300000
1.468018e-01   52.881875   0.300000
1.470705e-01   52.880985   0.300000
1.473397e-01   52.880090   0.300000
1.476094e-01   52.879189   0.300000
1.478796e-01   52.878282   0.300000
1.481503e-01   52.877368   0.300000
1.484214e-01   52.876449   0.300000
1.486931e-01   52.875523   0.300000
1.489653e-01   52.874591   0.300000
1.492380e-01   52.873653   0.300000
1.495111e-01   52.872709   0.300000
1.497848e-01   52.871759   0.300000
1.500590e-01   52.870801   0.300000
1.503336e-01   52.869838   0.300000
1.506088e-01   52.868868   0.300000
1.508845e-01   52.867891   0.300000
1.511607e-01   52.866908   0.300000
1.514374e-01   52.865919   0.300000
1.517146e-01   52.864922   0.300000
1.519923e-01   52.863919   0.300000
1.522705e-01   52.862909   0.300000
1.525492e-01   52.861892   0.300000
1.528284e-01   52.860869   0.300000
1.531082e-01   52.859838   0.300000
1.533884e-01   52.858800   0.300000
1.536692e-01   52.857756   0.300000
1.539505e-01   52.856704   0.300000
1.542323e-01   52.855645   0.300000
1.545146e-01   52.854579   0.300000
1.547974e-01   52.853506   0.300000
1.550808e-01   52.852425   0.300000
1.553646e-01   52.851337   0.300000
1.556490e-01   52.850241   0.300000
1.559339e-01   52.849138   0.300000
1.562193e-01   52.848027   0.300000
1.565053e-01   52.846909   0.300000
1.567918e-01   52.845783   0.300000
1.570788e-01   52.844650   0.300000
1.573663e-01   52.843508   0.300000
1.576543e-01   52.842359   0.300000
1.579429e-01   52.841202   0.300000
1.582320e-01   52.840037   0.300000
1.585217e-01   52.838864   0.300000
1.588118e-01   52.837683   0.300000
1.591025e-01   52.836493   0.300000
1.593937e-01   52.835296   0.300000
1.596855e-01   52.834090   0.300000
1.599778e-01   52.832875   0.300000
1.602706e-01   52.831653   0.300000
1.605640e-01   52.830422   0.300000
1.608579e-01   52.829182   0.300000
1.611523e-01   52.827934   0.300000
1.614473e-01   52.826677   0.300000
1.617428e-01   52.825411   0.300000
1.620389e-01   52.824137   0.300000
1.623355e-01   52.822853   0.300000
1.626326e-01   52.821561   0.300000
1.629303e-01   52.820260   0.300000
1.632286e-01   52.818949   0.300000
1.635273e-01   52.817630   0.300000
1.638267e-01   52.816301   0.300000
1.641265e-01   52.814963   0.300000
1.644270e-01   52.813616   0.300000
1.647279e-01   52.812259   0.300000
1.650295e-01   52.810893   0.300000
1.653315e-01   52.809517   0.300000
1.656342e-01   52.808131   0.300000
1.659373e-01   52.806736   0.300000
1.662411e-01   52.805330   0.300000
1.665454e-01   52.803915   0.300000
1.668502e-01   52.802490   0.300000
1.671556e-01   52.801055   0.300000
1.674616e-01   52.799610   0.300000
1.677681e-01   52.798155   0.300000
1.680752e-01   52.796689   0.300000
1.683829e-01   52.795213   0.300000
1.686911e-01   52.793726   0.300000
1.689999e-01   52.792229   0.300000
1.693092e-01   52.790722   0.300000
1.696191e-01   52.789204   0.300000
1.699296e-01   52.787674   0.300000
1.702406e-01   52.786134   0.300000
1.705522e-01   52.784584   0.300000
1.708644e-01   52.783022   0.300000
1.711772e-01   52.781449   0.300000
1.714905e-01   52.779864   0.300000
1.718044e-01   52.778269   0.300000
1.721189e-01   52.776662   0.300000
1.724339e-01   52.775044   0.300000
1.727496e-01   52.773414   0.300000
1.730658e-01   52.771772   0.300000
1.733826e-01   52.770119   0.300000
1.736999e-01   52.768453   0.300000
1.740179e-01   52.766776   0.300000
1.743364e-01   52.765087   0.300000
1.746555e-01   52.763386   0.300000
1.749752e-01   52.761673   0.300000
1.752955e-01   52.759947   0.300000
1.756164e-01   52.758209   0.300000
1.759378e-01   52.756458   0.300000
1.762599e-01   52.754695   0.300000
1.765825e-01   52.752919   0.300000
1.769057e-01   52.751130   0.300000
1.772295e-01   52.749328   0.300000
1.775539e-01   52.747514   0.300000
1.778789e-01   52.745686   0.300000
1.782045e-01   52.743845   0.300000
1.785307e-01   52.741991   0.300000
1.788575e-01   52.740123   0.300000
1.791849e-01   52.738242   0.300000
1.795129e-01   52.736347   0.300000
1.798415e-01   52.734438   0.300000
1.801707e-01   52.732516   0.300000
1.805005e-01   52.730579   0.300000
1.808309e-01   52.728629   0.300000
1.811618e-01   52.726664   0.300000
1.814935e-01   52.724685   0.300000
1.818257e-01   52.722692   0.300000
1.821585e-01   52.720684   0.300000
1.824919e-01   52.718661   0.300000
1.828260e-01   52.716624   0.300000
1.831606e-01   52.714572   0.300000
1.834959e-01   52.712505   0.300000
1.838317e-01   52.710422   0.300000
1.841682e-01   52.708325   0.300000
1.845053e-01   52.706212   0.300000
1.848431e-01   52.704084   0.300000
1.851814e-01   52.701940   0.300000
1.855204e-01   52.699780   0.300000
1.858600e-01   52.697605   0.300000
1.862002e-01   52.695414   0.300000
1.865410e-01   52.693206   0.300000
1.868824e-01   52.690983   0.300000
1.872245e-01   52.688742   0.300000
1.875672e-01   52.686486   0.300000
1.879106e-01   52.684213   0.300000
1.882545e-01   52.681923   0.300000
1.885991e-01   52.679616   0.300000
1.889443e-01   52.677293   0.300000
1.892902e-01   52.674952   0.300000
1.896367e-01   52.672594   0.300000
1.899838e-01   52.670218   0.300000
1.903315e-01   52.667825   0.300000
1.906799e-01   52.665414   0.300000
1.910289e-01   52.662986   0.300000
1.913786e-01   52.660539   0.300000
1.917289e-01   52.658074   0.300000
1.920799e-01   52.655591   0.300000
1.924314e-01   52.653090   0.300000
1.927837e-01   52.650570   0.300000
1.931366e-01   52.648032   0.300000
1.934901e-01   52.645474   0.300000
1.938443e-01   52.642898   0.300000
1.941991e-01   52.640302   0.300000
1.945545e-01   52.637687   0.300000
1.949107e-01   52.635053   0.300000
1.952674e-01   52.632399   0.300000
1.956249e-01   52.629725   0.300000
1.959829e-01   52.627032   0.300000
1.963417e-01   52.624318   0.300000
1.967011e-01   52.621584   0.300000
1.970611e-01   52.618830   0.300000
1.974218e-01   52.616055   0.300000
1.977832e-01   52.613259   0.300000
1.981452e-01   52.610443   0.300000
1.985079e-01   52.607605   0.300000
1.988713e-01   52.604747   0.300000
1.992353e-01   52.601867   0.300000
1.996000e-01   52.598965   0.300000
1.999653e-01   52.596042   0.300000
2.003314e-01   52.593096   0.300000
2.006980e-01   52.590129   0.300000
2.010654e-01   52.587139   0.300000
2.014334e-01   52.584127   0.300000
2.018022e-01   52.581093   0.300000
2.021715e-01   52.578035   0.300000
2.025416e-01   52.574955   0.300000
2.029123e-01   52.571851   0.300000
2.032838e-01   52.568725   0.300000
2.036559e-01   52.565574   0.300000
2.040286e-01   52.562400   0.300000
2.044021e-01   52.559202   0.300000
2.047762e-01   52.555980   0.300000
2.051511e-01   52.552734   0.300000
2.055266e-01   52.549463   0.300000
2.059028e-01   52.546168   0.300000
2.062797e-01   52.542848   0.300000
2.066573e-01   52.539503   0.300000
2.070355e-01   52.536132   0.300000
2.074145e-01   52.532737   0.300000
2.077942e-01   52.529315   0.300000
2.081745e-01   52.525868   0.300000
2.085556e-01   52.522394   0.300000
2.089373e-01   52.518895   0.300000
2.093198e-01   52.515369   0.300000
2.097029e-01   52.511816   0.300000
2.100868e-01   52.508237   0.300000
2.104713e-01   52.504630   0.300000
2.108566e-01   52.500996   0.300000
2.112425e-01   52.497335   0.300000
2.116292e-01   52.493646   0.300000
2.120166e-01   52.489929   0.300000
2.124046e-01   52.486183   0.300000
2.127934e-01   52.482410   0.300000
2.131829e-01   52.478608   0.300000
2.135732e-01   52.474777   0.300000
2.139641e-01   52.470917   0.300000
2.143557e-01   52.467027   0.300000
2.147481e-01   52.463109   0.300000
2.151412e-01   52.459160   0.300000
2.155350e-01   52.455182   0.300000
2.159295e-01   52.451173   0.300000
2.163248e-01   52.447134   0.300000
2.167207e-01   52.443064   0.300000
2.171174e-01   52.438963   0.300000
2.175148e-01   52.434832   0.300000
2.179130e-01   52.430668   0.300000
2.183119e-01   52.426474   0.300000
2.187115e-01   52.422247   0.300000
2.191118e-01   52.417988   0.300000
2.195129e-01   52.413697   0.300000
2.199147e-01   52.409373   0.300000
2.203172e-01   52.405016   0.300000
2.207205e-01   52.400627   0.300000
2.211245e-01   52.396203   0.300000
2.215293e-01   52.391747   0.300000
2.219348e-01   52.387256   0.300000
2.223410e-01   52.382731   0.300000
2.227480e-01   52.378172   0.300000
2.231557e-01   52.373578   0.300000
2.235642e-01   52.368949   0.300000
2.239734e-01   52.364285   0.300000
2.243834e-01   52.359585   0.300000
2.247941e-01   52.354850   0.300000
2.252056e-01   52.350078   0.300000
2.256178e-01   52.345270   0.300000
2.260308e-01   52.340426   0.300000
2.264445e-01   52.335545   0.300000
2.268590e-01   52.330626   0.300000
2.272742e-01   52.325671   0.300000
2.276902e-01   52.320677   0.300000
2.281070e-01   52.315646   0.300000
2.285245e-01   52.310576   0.300000
2.289428e-01   52.305467   0.300000
2.293619e-01   52.300320   0.300000
2.297817e-01   52.295134   0.300000
2.302023e-01   52.289908   0.300000
2.306237e-01   52.284642   0.300000
2.310459e-01   52.279337   0.300000
2.314688e-01   52.273991   0.300000
2.318925e-01   52.268604   0.300000
2.323169e-01   52.263176   0.300000
2.327422e-01   52.257707   0.300000
2.331682e-01   52.252197   0.300000
2.335950e-01   52.246644   0.300000
2.340226e-01   52.241050   0.300000
2.344509e-01   52.235413   0.300000
2.348801e-01   52.229733   0.300000
2.353100e-01   52.224010   0.300000
2.357407e-01   52.218243   0.300000
2.361722e-01   52.212433   0.300000
2.366045e-01   52.206578   0.300000
2.370376e-01   52.200679   0.300000
2.374715e-01   52.194735   0.300000
2.379062e-01   52.188747   0.300000
2.383417e-01   52.182712   0.300000
2.387779e-01   52.176632   0.300000
2.392150e-01   52.170506   0.300000
2.396529e-01   52.164334   0.300000
2.400915e-01   52.158114   0.300000
2.405310e-01   52.151848   0.300000
2.409713e-01   52.145534   0.300000
2.414124e-01   52.139172   0.300000
2.418542e-01   52.132762   0.300000
2.422969e-01   52.126304   0.300000
2.427405e-01   52.119797   0.300000
2.431848e-01   52.113240   0.300000
2.436299e-01   52.106634   0.300000
2.440759e-01   52.099978   0.300000
2.445226e-01   52.093272   0.300000
2.449702e-01   52.086515   0.300000
2.454186e-01   52.079708   0.300000
2.458678e-01   52.072848   0.300000
2.463179e-01   52.065938   0.300000
2.467687e-01   52.058975   0.300000
2.472204e-01   52.051959   0.300000
2.476730e-01   52.044891   0.300000
2.481263e-01   52.037770   0.300000
2.485805e-01   52.030595   0.300000
2.490355e-01   52.023366   0.300000
2.494913e-01   52.016082   0.300000
2.499480e-01   52.008744   0.300000
2.504055e-01   52.001351   0.300000
2.508639e-01   51.993903   0.300000
2.513231e-01   51.986398   0.300000
2.517831e-01   51.978838   0.300000
2.522440e-01   51.971221   0.300000
2.527057e-01   51.963546   0.300000
2.531683e-01   51.955815   0.300000
2.536317e-01   51.948025   0.300000
2.540959e-01   51.940177   0.300000
2.545610e-01   51.932271   0.300000
2.550270e-01   51.924306   0.300000
2.554938e-01   51.916281   0.300000
2.559615e-01   51.908197   0.300000
2.564300e-01   51.900052   0.300000
2.568994e-01   51.891847   0.300000
2.573696e-01   51.883581   0.300000
2.578407e-01   51.875253   0.300000
2.583127e-01   51.866863   0.300000
2.587855e-01   51.858412   0.300000
2.592592e-01   51.849897   0.300000
2.597337e-01   51.841320   0.300000
2.602092e-01   51.832679   0.300000
2.606855e-01   51.823974   0.300000
2.611626e-01   51.815205   0.300000
2.616407e-01   51.806371   0.300000
2.621196e-01   51.797472   0.300000
2.625994e-01   51.788507   0.300000
2.630800e-01   51.779477   0.300000
2.635616e-01   51.770380   0.300000
2.640440e-01   51.761216   0.300000
2.645273e-01   51.751985   0.300000
2.650115e-01   51.742686   0.300000
2.654966e-01   51.733319   0.300000
2.659826e-01   51.723883   0.300000
2.664695e-01   51.714379   0.300000
2.669572e-01   51.704805   0.300000
2.674459e-01   51.695161   0.300000
2.679354e-01   51.685447   0.300000
2.684259e-01   51.675662   0.300000
2.689172e-01   51.665806   0.300000
2.694094e-01   51.655878   0.300000
2.699026e-01   51.645878   0.300000
2.703966e-01   51.635806   0.300000
2.708915e-01   51.625661   0.300000
2.713874e-01   51.615442   0.300000
2.718842e-01   51.605150   0.300000
2.723818e-01   51.594783   0.300000
2.728804e-01   51.584342   0.300000
2.733799e-01   51.573825   0.300000
2.738803e-01   51.563233   0.300000
2.743816e-01   51.552565   0.300000
2.748838e-01   51.541820   0.300000
2.753870e-01   51.530998   0.300000
2.758911e-01   51.520099   0.300000
2.763961e-01   51.509122   0.300000
2.769020e-01   51.498067   0.300000
2.774089e-01   51.486933   0.300000
2.779166e-01   51.475720   0.300000
2.784253e-01   51.464427   0.300000
2.789350e-01   51.453054   0.300000
2.794456e-01   51.441601   0.300000
2.799571e-01   51.430067   0.300000
2.804695e-01   51.418451   0.300000
2.809829e-01   51.406753   0.300000
2.814972e-01   51.394973   0.300000
2.820125e-01   51.383110   0.300000
2.825287e-01   51.371164   0.300000
2.830458e-01   51.359134   0.300000
2.835639e-01   51.347020   0.300000
2.840830e-01   51.334821   0.300000
2.846030e-01   51.322537   0.300000
2.851239e-01   51.310168   0.300000
2.856458e-01   51.297713   0.300000
2.861687e-01   51.285171   0.300000
2.866925e-01   51.272543   0.300000
2.872173e-01   51.259827   0.300000
2.877430e-01   51.247024   0.300000
2.882697e-01   51.234132   0.300000
2.887973e-01   51.221152   0.300000
2.893260e-01   51.208082   0.300000
2.898556e-01   51.194923   0.300000
2.903861e-01   51.181674   0.300000
2.909177e-01   51.168334   0.300000
2.914502e-01   51.154904   0.300000
2.919836e-01   51.141382   0.300000
