# A   chi2_sinNuisance   chi2_conNuisance
  4.179418E+01    2.121062E+04    4.059707E+01
  4.182418E+01    2.124185E+04    4.059836E+01
  4.185419E+01    2.127310E+04    4.059964E+01
  4.188419E+01    2.130437E+04    4.060092E+01
  4.191419E+01    2.133567E+04    4.060221E+01
  4.194419E+01    2.136699E+04    4.060348E+01
  4.197420E+01    2.139833E+04    4.060476E+01
  4.200420E+01    2.142970E+04    4.060604E+01
  4.203420E+01    2.146108E+04    4.060731E+01
  4.206421E+01    2.149249E+04    4.060858E+01
  4.209421E+01    2.152393E+04    4.060985E+01
  4.212421E+01    2.155538E+04    4.061112E+01
  4.215422E+01    2.158686E+04    4.061238E+01
  4.218422E+01    2.161837E+04    4.061365E+01
  4.221422E+01    2.164989E+04    4.061491E+01
  4.224422E+01    2.168144E+04    4.061617E+01
  4.227423E+01    2.171301E+04    4.061743E+01
  4.230423E+01    2.174461E+04    4.061868E+01
  4.233423E+01    2.177623E+04    4.061994E+01
  4.236424E+01    2.180787E+04    4.062119E+01
  4.239424E+01    2.183953E+04    4.062244E+01
  4.242424E+01    2.187122E+04    4.062369E+01
  4.245425E+01    2.190293E+04    4.062494E+01
  4.248425E+01    2.193466E+04    4.062618E+01
  4.251425E+01    2.196641E+04    4.062743E+01
  4.254425E+01    2.199819E+04    4.062867E+01
  4.257426E+01    2.202999E+04    4.062991E+01
  4.260426E+01    2.206182E+04    4.063115E+01
  4.263426E+01    2.209367E+04    4.063239E+01
  4.266427E+01    2.212554E+04    4.063362E+01
  4.269427E+01    2.215743E+04    4.063485E+01
  4.272427E+01    2.218935E+04    4.063609E+01
  4.275428E+01    2.222129E+04    4.063732E+01
  4.278428E+01    2.225325E+04    4.063854E+01
  4.281428E+01    2.228523E+04    4.063977E+01
  4.284428E+01    2.231724E+04    4.064100E+01
  4.287429E+01    2.234927E+04    4.064222E+01
  4.290429E+01    2.238133E+04    4.064344E+01
  4.293429E+01    2.241340E+04    4.064466E+01
  4.296430E+01    2.244550E+04    4.064588E+01
  4.299430E+01    2.247763E+04    4.064709E+01
  4.302430E+01    2.250977E+04    4.064831E+01
  4.305431E+01    2.254194E+04    4.064952E+01
  4.308431E+01    2.257414E+04    4.065073E+01
  4.311431E+01    2.260635E+04    4.065194E+01
  4.314431E+01    2.263859E+04    4.065315E+01
  4.317432E+01    2.267085E+04    4.065435E+01
  4.320432E+01    2.270313E+04    4.065556E+01
  4.323432E+01    2.273544E+04    4.065676E+01
  4.326433E+01    2.276777E+04    4.065796E+01
  4.329433E+01    2.280012E+04    4.065916E+01
  4.332433E+01    2.283250E+04    4.066036E+01
  4.335434E+01    2.286490E+04    4.066155E+01
  4.338434E+01    2.289732E+04    4.066274E+01
  4.341434E+01    2.292977E+04    4.066394E+01
  4.344434E+01    2.296223E+04    4.066513E+01
  4.347435E+01    2.299472E+04    4.066632E+01
  4.350435E+01    2.302724E+04    4.066750E+01
  4.353435E+01    2.305977E+04    4.066869E+01
  4.356436E+01    2.309233E+04    4.066987E+01
  4.359436E+01    2.312492E+04    4.067106E+01
  4.362436E+01    2.315752E+04    4.067224E+01
  4.365437E+01    2.319015E+04    4.067341E+01
  4.368437E+01    2.322280E+04    4.067459E+01
  4.371437E+01    2.325548E+04    4.067577E+01
  4.374437E+01    2.328818E+04    4.067694E+01
  4.377438E+01    2.332090E+04    4.067811E+01
  4.380438E+01    2.335364E+04    4.067929E+01
  4.383438E+01    2.338641E+04    4.068045E+01
  4.386439E+01    2.341920E+04    4.068162E+01
  4.389439E+01    2.345201E+04    4.068279E+01
  4.392439E+01    2.348484E+04    4.068395E+01
  4.395440E+01    2.351770E+04    4.068511E+01
  4.398440E+01    2.355058E+04    4.068628E+01
  4.401440E+01    2.358349E+04    4.068744E+01
  4.404440E+01    2.361642E+04    4.068859E+01
  4.407441E+01    2.364937E+04    4.068975E+01
  4.410441E+01    2.368234E+04    4.069090E+01
  4.413441E+01    2.371534E+04    4.069206E+01
  4.416442E+01    2.374836E+04    4.069321E+01
  4.419442E+01    2.378140E+04    4.069436E+01
  4.422442E+01    2.381446E+04    4.069551E+01
  4.425443E+01    2.384755E+04    4.069665E+01
  4.428443E+01    2.388066E+04    4.069780E+01
  4.431443E+01    2.391380E+04    4.069894E+01
  4.434443E+01    2.394695E+04    4.070008E+01
  4.437444E+01    2.398013E+04    4.070123E+01
  4.440444E+01    2.401334E+04    4.070236E+01
  4.443444E+01    2.404656E+04    4.070350E+01
  4.446445E+01    2.407981E+04    4.070464E+01
  4.449445E+01    2.411308E+04    4.070577E+01
  4.452445E+01    2.414638E+04    4.070690E+01
  4.455446E+01    2.417970E+04    4.070804E+01
  4.458446E+01    2.421304E+04    4.070917E+01
  4.461446E+01    2.424640E+04    4.071029E+01
  4.464446E+01    2.427979E+04    4.071142E+01
  4.467447E+01    2.431320E+04    4.071255E+01
  4.470447E+01    2.434663E+04    4.071367E+01
  4.473447E+01    2.438009E+04    4.071479E+01
  4.476448E+01    2.441357E+04    4.071591E+01
  4.479448E+01    2.444707E+04    4.071703E+01
  4.482448E+01    2.448059E+04    4.071815E+01
  4.485449E+01    2.451414E+04    4.071926E+01
  4.488449E+01    2.454771E+04    4.072038E+01
  4.491449E+01    2.458131E+04    4.072149E+01
  4.494449E+01    2.461492E+04    4.072260E+01
  4.497450E+01    2.464856E+04    4.072371E+01
  4.500450E+01    2.468223E+04    4.072482E+01
  4.503450E+01    2.471591E+04    4.072593E+01
  4.506451E+01    2.474962E+04    4.072703E+01
  4.509451E+01    2.478335E+04    4.072814E+01
  4.512451E+01    2.481711E+04    4.072924E+01
  4.515452E+01    2.485088E+04    4.073034E+01
  4.518452E+01    2.488468E+04    4.073144E+01
  4.521452E+01    2.491851E+04    4.073254E+01
  4.524452E+01    2.495235E+04    4.073363E+01
  4.527453E+01    2.498622E+04    4.073473E+01
  4.530453E+01    2.502012E+04    4.073582E+01
  4.533453E+01    2.505403E+04    4.073691E+01
  4.536454E+01    2.508797E+04    4.073800E+01
  4.539454E+01    2.512193E+04    4.073909E+01
  4.542454E+01    2.515592E+04    4.074018E+01
  4.545455E+01    2.518992E+04    4.074127E+01
  4.548455E+01    2.522395E+04    4.074235E+01
  4.551455E+01    2.525801E+04    4.074344E+01
  4.554455E+01    2.529208E+04    4.074452E+01
  4.557456E+01    2.532618E+04    4.074560E+01
  4.560456E+01    2.536030E+04    4.074668E+01
  4.563456E+01    2.539445E+04    4.074775E+01
  4.566457E+01    2.542862E+04    4.074883E+01
  4.569457E+01    2.546281E+04    4.074991E+01
  4.572457E+01    2.549702E+04    4.075098E+01
  4.575458E+01    2.553126E+04    4.075205E+01
  4.578458E+01    2.556552E+04    4.075312E+01
  4.581458E+01    2.559980E+04    4.075419E+01
  4.584458E+01    2.563411E+04    4.075526E+01
  4.587459E+01    2.566844E+04    4.075632E+01
  4.590459E+01    2.570279E+04    4.075739E+01
  4.593459E+01    2.573717E+04    4.075845E+01
  4.596460E+01    2.577156E+04    4.075951E+01
  4.599460E+01    2.580599E+04    4.076057E+01
  4.602460E+01    2.584043E+04    4.076163E+01
  4.605461E+01    2.587490E+04    4.076269E+01
  4.608461E+01    2.590939E+04    4.076375E+01
  4.611461E+01    2.594390E+04    4.076480E+01
  4.614461E+01    2.597843E+04    4.076586E+01
  4.617462E+01    2.601299E+04    4.076691E+01
  4.620462E+01    2.604758E+04    4.076796E+01
  4.623462E+01    2.608218E+04    4.076901E+01
  4.626463E+01    2.611681E+04    4.077006E+01
  4.629463E+01    2.615146E+04    4.077110E+01
  4.632463E+01    2.618613E+04    4.077215E+01
  4.635464E+01    2.622083E+04    4.077319E+01
  4.638464E+01    2.625555E+04    4.077423E+01
  4.641464E+01    2.629029E+04    4.077528E+01
  4.644464E+01    2.632506E+04    4.077632E+01
  4.647465E+01    2.635985E+04    4.077735E+01
  4.650465E+01    2.639466E+04    4.077839E+01
  4.653465E+01    2.642949E+04    4.077943E+01
  4.656466E+01    2.646435E+04    4.078046E+01
  4.659466E+01    2.649923E+04    4.078149E+01
  4.662466E+01    2.653413E+04    4.078253E+01
  4.665467E+01    2.656906E+04    4.078356E+01
  4.668467E+01    2.660401E+04    4.078458E+01
  4.671467E+01    2.663898E+04    4.078561E+01
  4.674467E+01    2.667398E+04    4.078664E+01
  4.677468E+01    2.670900E+04    4.078766E+01
  4.680468E+01    2.674404E+04    4.078869E+01
  4.683468E+01    2.677910E+04    4.078971E+01
  4.686469E+01    2.681419E+04    4.079073E+01
  4.689469E+01    2.684930E+04    4.079175E+01
  4.692469E+01    2.688443E+04    4.079277E+01
  4.695470E+01    2.691959E+04    4.079379E+01
  4.698470E+01    2.695477E+04    4.079480E+01
  4.701470E+01    2.698997E+04    4.079582E+01
  4.704470E+01    2.702520E+04    4.079683E+01
  4.707471E+01    2.706044E+04    4.079784E+01
  4.710471E+01    2.709571E+04    4.079885E+01
  4.713471E+01    2.713101E+04    4.079986E+01
  4.716472E+01    2.716633E+04    4.080087E+01
  4.719472E+01    2.720167E+04    4.080188E+01
  4.722472E+01    2.723703E+04    4.080288E+01
  4.725473E+01    2.727242E+04    4.080388E+01
  4.728473E+01    2.730782E+04    4.080489E+01
  4.731473E+01    2.734326E+04    4.080589E+01
  4.734473E+01    2.737871E+04    4.080689E+01
  4.737474E+01    2.741419E+04    4.080789E+01
  4.740474E+01    2.744969E+04    4.080889E+01
  4.743474E+01    2.748521E+04    4.080988E+01
  4.746475E+01    2.752076E+04    4.081088E+01
  4.749475E+01    2.755633E+04    4.081187E+01
  4.752475E+01    2.759192E+04    4.081286E+01
  4.755476E+01    2.762754E+04    4.081385E+01
  4.758476E+01    2.766318E+04    4.081484E+01
  4.761476E+01    2.769884E+04    4.081583E+01
  4.764476E+01    2.773452E+04    4.081682E+01
  4.767477E+01    2.777023E+04    4.081781E+01
  4.770477E+01    2.780596E+04    4.081879E+01
  4.773477E+01    2.784172E+04    4.081977E+01
  4.776478E+01    2.787749E+04    4.082076E+01
  4.779478E+01    2.791329E+04    4.082174E+01
  4.782478E+01    2.794912E+04    4.082272E+01
  4.785479E+01    2.798496E+04    4.082370E+01
  4.788479E+01    2.802083E+04    4.082467E+01
  4.791479E+01    2.805672E+04    4.082565E+01
  4.794479E+01    2.809264E+04    4.082663E+01
  4.797480E+01    2.812857E+04    4.082760E+01
  4.800480E+01    2.816453E+04    4.082857E+01
  4.803480E+01    2.820052E+04    4.082954E+01
  4.806481E+01    2.823652E+04    4.083051E+01
  4.809481E+01    2.827255E+04    4.083148E+01
  4.812481E+01    2.830861E+04    4.083245E+01
  4.815482E+01    2.834468E+04    4.083342E+01
  4.818482E+01    2.838078E+04    4.083438E+01
  4.821482E+01    2.841690E+04    4.083534E+01
  4.824482E+01    2.845305E+04    4.083631E+01
  4.827483E+01    2.848921E+04    4.083727E+01
  4.830483E+01    2.852540E+04    4.083823E+01
  4.833483E+01    2.856162E+04    4.083919E+01
  4.836484E+01    2.859785E+04    4.084015E+01
  4.839484E+01    2.863411E+04    4.084110E+01
  4.842484E+01    2.867039E+04    4.084206E+01
  4.845485E+01    2.870670E+04    4.084301E+01
  4.848485E+01    2.874303E+04    4.084396E+01
  4.851485E+01    2.877938E+04    4.084492E+01
  4.854485E+01    2.881575E+04    4.084587E+01
  4.857486E+01    2.885215E+04    4.084682E+01
  4.860486E+01    2.888857E+04    4.084777E+01
  4.863486E+01    2.892501E+04    4.084871E+01
  4.866487E+01    2.896148E+04    4.084966E+01
  4.869487E+01    2.899797E+04    4.085060E+01
  4.872487E+01    2.903448E+04    4.085155E+01
  4.875488E+01    2.907101E+04    4.085249E+01
  4.878488E+01    2.910757E+04    4.085343E+01
  4.881488E+01    2.914415E+04    4.085437E+01
  4.884488E+01    2.918076E+04    4.085531E+01
  4.887489E+01    2.921738E+04    4.085625E+01
  4.890489E+01    2.925403E+04    4.085718E+01
  4.893489E+01    2.929071E+04    4.085812E+01
  4.896490E+01    2.932740E+04    4.085905E+01
  4.899490E+01    2.936412E+04    4.085999E+01
  4.902490E+01    2.940086E+04    4.086092E+01
  4.905491E+01    2.943763E+04    4.086185E+01
  4.908491E+01    2.947441E+04    4.086278E+01
  4.911491E+01    2.951123E+04    4.086371E+01
  4.914491E+01    2.954806E+04    4.086463E+01
  4.917492E+01    2.958492E+04    4.086556E+01
  4.920492E+01    2.962180E+04    4.086649E+01
  4.923492E+01    2.965870E+04    4.086741E+01
  4.926493E+01    2.969562E+04    4.086833E+01
  4.929493E+01    2.973257E+04    4.086925E+01
  4.932493E+01    2.976954E+04    4.087017E+01
  4.935494E+01    2.980654E+04    4.087109E+01
  4.938494E+01    2.984356E+04    4.087201E+01
  4.941494E+01    2.988060E+04    4.087293E+01
  4.944494E+01    2.991766E+04    4.087384E+01
  4.947495E+01    2.995475E+04    4.087476E+01
  4.950495E+01    2.999186E+04    4.087567E+01
  4.953495E+01    3.002899E+04    4.087659E+01
  4.956496E+01    3.006614E+04    4.087750E+01
  4.959496E+01    3.010332E+04    4.087841E+01
  4.962496E+01    3.014052E+04    4.087932E+01
  4.965497E+01    3.017775E+04    4.088022E+01
  4.968497E+01    3.021499E+04    4.088113E+01
  4.971497E+01    3.025226E+04    4.088204E+01
  4.974497E+01    3.028956E+04    4.088294E+01
  4.977498E+01    3.032687E+04    4.088385E+01
  4.980498E+01    3.036421E+04    4.088475E+01
  4.983498E+01    3.040158E+04    4.088565E+01
  4.986499E+01    3.043896E+04    4.088655E+01
  4.989499E+01    3.047637E+04    4.088745E+01
  4.992499E+01    3.051380E+04    4.088835E+01
  4.995500E+01    3.055125E+04    4.088924E+01
  4.998500E+01    3.058873E+04    4.089014E+01
  5.001500E+01    3.062623E+04    4.089104E+01
  5.004500E+01    3.066375E+04    4.089193E+01
  5.007501E+01    3.070130E+04    4.089282E+01
  5.010501E+01    3.073887E+04    4.089371E+01
  5.013501E+01    3.077646E+04    4.089460E+01
  5.016502E+01    3.081408E+04    4.089549E+01
  5.019502E+01    3.085171E+04    4.089638E+01
  5.022502E+01    3.088937E+04    4.089727E+01
  5.025503E+01    3.092706E+04    4.089816E+01
  5.028503E+01    3.096476E+04    4.089904E+01
  5.031503E+01    3.100249E+04    4.089993E+01
  5.034503E+01    3.104025E+04    4.090081E+01
  5.037504E+01    3.107802E+04    4.090169E+01
  5.040504E+01    3.111582E+04    4.090257E+01
  5.043504E+01    3.115364E+04    4.090345E+01
  5.046505E+01    3.119149E+04    4.090433E+01
  5.049505E+01    3.122936E+04    4.090521E+01
  5.052505E+01    3.126725E+04    4.090608E+01
  5.055506E+01    3.130516E+04    4.090696E+01
  5.058506E+01    3.134310E+04    4.090783E+01
  5.061506E+01    3.138106E+04    4.090871E+01
  5.064506E+01    3.141904E+04    4.090958E+01
  5.067507E+01    3.145704E+04    4.091045E+01
  5.070507E+01    3.149507E+04    4.091132E+01
  5.073507E+01    3.153312E+04    4.091219E+01
  5.076508E+01    3.157120E+04    4.091306E+01
  5.079508E+01    3.160930E+04    4.091393E+01
  5.082508E+01    3.164742E+04    4.091479E+01
  5.085509E+01    3.168556E+04    4.091566E+01
  5.088509E+01    3.172373E+04    4.091652E+01
  5.091509E+01    3.176192E+04    4.091739E+01
  5.094509E+01    3.180013E+04    4.091825E+01
  5.097510E+01    3.183836E+04    4.091911E+01
  5.100510E+01    3.187662E+04    4.091997E+01
  5.103510E+01    3.191490E+04    4.092083E+01
  5.106511E+01    3.195321E+04    4.092169E+01
  5.109511E+01    3.199153E+04    4.092254E+01
  5.112511E+01    3.202988E+04    4.092340E+01
  5.115512E+01    3.206826E+04    4.092426E+01
  5.118512E+01    3.210665E+04    4.092511E+01
  5.121512E+01    3.214507E+04    4.092596E+01
  5.124512E+01    3.218351E+04    4.092681E+01
  5.127513E+01    3.222198E+04    4.092766E+01
  5.130513E+01    3.226047E+04    4.092851E+01
  5.133513E+01    3.229898E+04    4.092936E+01
  5.136514E+01    3.233751E+04    4.093021E+01
  5.139514E+01    3.237607E+04    4.093106E+01
  5.142514E+01    3.241465E+04    4.093190E+01
  5.145515E+01    3.245325E+04    4.093275E+01
  5.148515E+01    3.249188E+04    4.093359E+01
  5.151515E+01    3.253053E+04    4.093444E+01
  5.154515E+01    3.256920E+04    4.093528E+01
  5.157516E+01    3.260789E+04    4.093612E+01
  5.160516E+01    3.264661E+04    4.093696E+01
  5.163516E+01    3.268535E+04    4.093780E+01
  5.166517E+01    3.272412E+04    4.093864E+01
  5.169517E+01    3.276290E+04    4.093947E+01
  5.172517E+01    3.280171E+04    4.094031E+01
  5.175518E+01    3.284055E+04    4.094114E+01
  5.178518E+01    3.287940E+04    4.094198E+01
  5.181518E+01    3.291828E+04    4.094281E+01
  5.184518E+01    3.295718E+04    4.094364E+01
  5.187519E+01    3.299611E+04    4.094447E+01
  5.190519E+01    3.303505E+04    4.094530E+01
  5.193519E+01    3.307402E+04    4.094613E+01
  5.196520E+01    3.311302E+04    4.094696E+01
  5.199520E+01    3.315203E+04    4.094779E+01
  5.202520E+01    3.319107E+04    4.094862E+01
  5.205521E+01    3.323014E+04    4.094944E+01
  5.208521E+01    3.326922E+04    4.095027E+01
  5.211521E+01    3.330833E+04    4.095109E+01
  5.214521E+01    3.334746E+04    4.095191E+01
  5.217522E+01    3.338662E+04    4.095273E+01
  5.220522E+01    3.342579E+04    4.095355E+01
  5.223522E+01    3.346499E+04    4.095437E+01
  5.226523E+01    3.350422E+04    4.095519E+01
  5.229523E+01    3.354346E+04    4.095601E+01
  5.232523E+01    3.358273E+04    4.095683E+01
  5.235524E+01    3.362203E+04    4.095764E+01
  5.238524E+01    3.366134E+04    4.095846E+01
  5.241524E+01    3.370068E+04    4.095927E+01
  5.244524E+01    3.374004E+04    4.096008E+01
  5.247525E+01    3.377942E+04    4.096089E+01
  5.250525E+01    3.381883E+04    4.096171E+01
  5.253525E+01    3.385826E+04    4.096252E+01
  5.256526E+01    3.389772E+04    4.096333E+01
  5.259526E+01    3.393719E+04    4.096413E+01
  5.262526E+01    3.397669E+04    4.096494E+01
  5.265527E+01    3.401621E+04    4.096575E+01
  5.268527E+01    3.405576E+04    4.096655E+01
  5.271527E+01    3.409533E+04    4.096736E+01
  5.274527E+01    3.413492E+04    4.096816E+01
  5.277528E+01    3.417453E+04    4.096896E+01
  5.280528E+01    3.421417E+04    4.096977E+01
  5.283528E+01    3.425383E+04    4.097057E+01
  5.286529E+01    3.429351E+04    4.097137E+01
  5.289529E+01    3.433322E+04    4.097216E+01
  5.292529E+01    3.437294E+04    4.097296E+01
  5.295530E+01    3.441270E+04    4.097376E+01
  5.298530E+01    3.445247E+04    4.097456E+01
  5.301530E+01    3.449227E+04    4.097535E+01
  5.304530E+01    3.453209E+04    4.097615E+01
  5.307531E+01    3.457193E+04    4.097694E+01
  5.310531E+01    3.461180E+04    4.097773E+01
  5.313531E+01    3.465169E+04    4.097852E+01
  5.316532E+01    3.469160E+04    4.097931E+01
  5.319532E+01    3.473154E+04    4.098010E+01
  5.322532E+01    3.477150E+04    4.098089E+01
  5.325533E+01    3.481148E+04    4.098168E+01
  5.328533E+01    3.485148E+04    4.098247E+01
  5.331533E+01    3.489151E+04    4.098326E+01
  5.334533E+01    3.493156E+04    4.098404E+01
  5.337534E+01    3.497164E+04    4.098483E+01
  5.340534E+01    3.501173E+04    4.098561E+01
  5.343534E+01    3.505185E+04    4.098639E+01
  5.346535E+01    3.509199E+04    4.098717E+01
  5.349535E+01    3.513216E+04    4.098795E+01
  5.352535E+01    3.517235E+04    4.098873E+01
  5.355536E+01    3.521256E+04    4.098951E+01
  5.358536E+01    3.525279E+04    4.099029E+01
  5.361536E+01    3.529305E+04    4.099107E+01
  5.364536E+01    3.533333E+04    4.099185E+01
  5.367537E+01    3.537363E+04    4.099262E+01
  5.370537E+01    3.541396E+04    4.099340E+01
  5.373537E+01    3.545431E+04    4.099417E+01
  5.376538E+01    3.549468E+04    4.099494E+01
  5.379538E+01    3.553508E+04    4.099572E+01
  5.382538E+01    3.557550E+04    4.099649E+01
  5.385539E+01    3.561594E+04    4.099726E+01
  5.388539E+01    3.565640E+04    4.099803E+01
  5.391539E+01    3.569689E+04    4.099880E+01
  5.394539E+01    3.573740E+04    4.099956E+01
  5.397540E+01    3.577793E+04    4.100033E+01
  5.400540E+01    3.581849E+04    4.100110E+01
  5.403540E+01    3.585907E+04    4.100186E+01
  5.406541E+01    3.589967E+04    4.100263E+01
  5.409541E+01    3.594029E+04    4.100339E+01
  5.412541E+01    3.598094E+04    4.100415E+01
  5.415542E+01    3.602161E+04    4.100491E+01
  5.418542E+01    3.606231E+04    4.100567E+01
  5.421542E+01    3.610302E+04    4.100643E+01
  5.424542E+01    3.614376E+04    4.100719E+01
  5.427543E+01    3.618453E+04    4.100795E+01
  5.430543E+01    3.622531E+04    4.100871E+01
  5.433543E+01    3.626612E+04    4.100947E+01
  5.436544E+01    3.630695E+04    4.101022E+01
  5.439544E+01    3.634781E+04    4.101098E+01
  5.442544E+01    3.638868E+04    4.101173E+01
  5.445545E+01    3.642959E+04    4.101248E+01
  5.448545E+01    3.647051E+04    4.101324E+01
  5.451545E+01    3.651146E+04    4.101399E+01
  5.454545E+01    3.655243E+04    4.101474E+01
  5.457546E+01    3.659342E+04    4.101549E+01
  5.460546E+01    3.663443E+04    4.101624E+01
  5.463546E+01    3.667547E+04    4.101699E+01
  5.466547E+01    3.671653E+04    4.101773E+01
  5.469547E+01    3.675762E+04    4.101848E+01
  5.472547E+01    3.679873E+04    4.101923E+01
  5.475548E+01    3.683986E+04    4.101997E+01
  5.478548E+01    3.688101E+04    4.102072E+01
  5.481548E+01    3.692219E+04    4.102146E+01
  5.484548E+01    3.696339E+04    4.102220E+01
  5.487549E+01    3.700461E+04    4.102294E+01
  5.490549E+01    3.704585E+04    4.102369E+01
  5.493549E+01    3.708712E+04    4.102443E+01
  5.496550E+01    3.712841E+04    4.102516E+01
  5.499550E+01    3.716973E+04    4.102590E+01
  5.502550E+01    3.721106E+04    4.102664E+01
  5.505551E+01    3.725243E+04    4.102738E+01
  5.508551E+01    3.729381E+04    4.102811E+01
  5.511551E+01    3.733521E+04    4.102885E+01
  5.514551E+01    3.737664E+04    4.102958E+01
  5.517552E+01    3.741810E+04    4.103032E+01
  5.520552E+01    3.745957E+04    4.103105E+01
  5.523552E+01    3.750107E+04    4.103178E+01
  5.526553E+01    3.754259E+04    4.103251E+01
  5.529553E+01    3.758413E+04    4.103324E+01
  5.532553E+01    3.762570E+04    4.103397E+01
  5.535554E+01    3.766729E+04    4.103470E+01
  5.538554E+01    3.770890E+04    4.103543E+01
  5.541554E+01    3.775054E+04    4.103616E+01
  5.544554E+01    3.779220E+04    4.103688E+01
  5.547555E+01    3.783388E+04    4.103761E+01
  5.550555E+01    3.787559E+04    4.103833E+01
  5.553555E+01    3.791731E+04    4.103906E+01
  5.556556E+01    3.795907E+04    4.103978E+01
  5.559556E+01    3.800084E+04    4.104050E+01
  5.562556E+01    3.804264E+04    4.104122E+01
  5.565557E+01    3.808446E+04    4.104194E+01
  5.568557E+01    3.812630E+04    4.104266E+01
  5.571557E+01    3.816816E+04    4.104338E+01
  5.574557E+01    3.821005E+04    4.104410E+01
  5.577558E+01    3.825197E+04    4.104482E+01
  5.580558E+01    3.829390E+04    4.104554E+01
  5.583558E+01    3.833586E+04    4.104625E+01
  5.586559E+01    3.837784E+04    4.104697E+01
  5.589559E+01    3.841984E+04    4.104768E+01
  5.592559E+01    3.846187E+04    4.104840E+01
  5.595560E+01    3.850392E+04    4.104911E+01
  5.598560E+01    3.854599E+04    4.104982E+01
  5.601560E+01    3.858809E+04    4.105053E+01
  5.604560E+01    3.863021E+04    4.105124E+01
  5.607561E+01    3.867235E+04    4.105195E+01
  5.610561E+01    3.871451E+04    4.105266E+01
  5.613561E+01    3.875670E+04    4.105337E+01
  5.616562E+01    3.879891E+04    4.105408E+01
  5.619562E+01    3.884114E+04    4.105479E+01
  5.622562E+01    3.888340E+04    4.105549E+01
  5.625563E+01    3.892568E+04    4.105620E+01
  5.628563E+01    3.896798E+04    4.105690E+01
  5.631563E+01    3.901031E+04    4.105761E+01
  5.634563E+01    3.905265E+04    4.105831E+01
  5.637564E+01    3.909503E+04    4.105901E+01
  5.640564E+01    3.913742E+04    4.105971E+01
  5.643564E+01    3.917984E+04    4.106041E+01
  5.646565E+01    3.922228E+04    4.106111E+01
  5.649565E+01    3.926474E+04    4.106181E+01
  5.652565E+01    3.930723E+04    4.106251E+01
  5.655566E+01    3.934974E+04    4.106321E+01
  5.658566E+01    3.939227E+04    4.106391E+01
  5.661566E+01    3.943482E+04    4.106460E+01
  5.664566E+01    3.947740E+04    4.106530E+01
  5.667567E+01    3.952000E+04    4.106599E+01
  5.670567E+01    3.956263E+04    4.106669E+01
  5.673567E+01    3.960527E+04    4.106738E+01
  5.676568E+01    3.964794E+04    4.106807E+01
  5.679568E+01    3.969064E+04    4.106877E+01
  5.682568E+01    3.973335E+04    4.106946E+01
  5.685569E+01    3.977609E+04    4.107015E+01
  5.688569E+01    3.981885E+04    4.107084E+01
  5.691569E+01    3.986164E+04    4.107153E+01
  5.694569E+01    3.990445E+04    4.107221E+01
  5.697570E+01    3.994728E+04    4.107290E+01
  5.700570E+01    3.999013E+04    4.107359E+01
  5.703570E+01    4.003301E+04    4.107427E+01
  5.706571E+01    4.007591E+04    4.107496E+01
  5.709571E+01    4.011883E+04    4.107564E+01
  5.712571E+01    4.016178E+04    4.107633E+01
  5.715572E+01    4.020475E+04    4.107701E+01
  5.718572E+01    4.024774E+04    4.107769E+01
  5.721572E+01    4.029075E+04    4.107837E+01
  5.724572E+01    4.033379E+04    4.107906E+01
  5.727573E+01    4.037685E+04    4.107974E+01
  5.730573E+01    4.041993E+04    4.108041E+01
  5.733573E+01    4.046304E+04    4.108109E+01
  5.736574E+01    4.050617E+04    4.108177E+01
  5.739574E+01    4.054932E+04    4.108245E+01
  5.742574E+01    4.059250E+04    4.108313E+01
  5.745575E+01    4.063570E+04    4.108380E+01
  5.748575E+01    4.067892E+04    4.108448E+01
  5.751575E+01    4.072216E+04    4.108515E+01
  5.754575E+01    4.076543E+04    4.108582E+01
  5.757576E+01    4.080872E+04    4.108650E+01
  5.760576E+01    4.085203E+04    4.108717E+01
  5.763576E+01    4.089537E+04    4.108784E+01
  5.766577E+01    4.093873E+04    4.108851E+01
  5.769577E+01    4.098211E+04    4.108918E+01
  5.772577E+01    4.102552E+04    4.108985E+01
  5.775578E+01    4.106895E+04    4.109052E+01
  5.778578E+01    4.111240E+04    4.109119E+01
  5.781578E+01    4.115587E+04    4.109186E+01
  5.784578E+01    4.119937E+04    4.109252E+01
  5.787579E+01    4.124289E+04    4.109319E+01
  5.790579E+01    4.128643E+04    4.109385E+01
  5.793579E+01    4.133000E+04    4.109452E+01
  5.796580E+01    4.137359E+04    4.109518E+01
  5.799580E+01    4.141720E+04    4.109585E+01
  5.802580E+01    4.146083E+04    4.109651E+01
  5.805581E+01    4.150449E+04    4.109717E+01
  5.808581E+01    4.154817E+04    4.109783E+01
  5.811581E+01    4.159188E+04    4.109849E+01
  5.814581E+01    4.163560E+04    4.109915E+01
  5.817582E+01    4.167935E+04    4.109981E+01
  5.820582E+01    4.172313E+04    4.110047E+01
  5.823582E+01    4.176692E+04    4.110113E+01
  5.826583E+01    4.181074E+04    4.110178E+01
  5.829583E+01    4.185458E+04    4.110244E+01
  5.832583E+01    4.189845E+04    4.110310E+01
  5.835584E+01    4.194234E+04    4.110375E+01
  5.838584E+01    4.198625E+04    4.110440E+01
  5.841584E+01    4.203018E+04    4.110506E+01
  5.844584E+01    4.207414E+04    4.110571E+01
  5.847585E+01    4.211812E+04    4.110636E+01
  5.850585E+01    4.216212E+04    4.110701E+01
  5.853585E+01    4.220615E+04    4.110767E+01
