# A   chi2_sinNuisance   chi2_conNuisance
  1.439544E+02    2.607025E+05    4.185561E+01
  1.439844E+02    2.608120E+05    4.185572E+01
  1.440144E+02    2.609215E+05    4.185582E+01
  1.440444E+02    2.610310E+05    4.185593E+01
  1.440744E+02    2.611405E+05    4.185604E+01
  1.441044E+02    2.612501E+05    4.185614E+01
  1.441344E+02    2.613597E+05    4.185625E+01
  1.441644E+02    2.614693E+05    4.185635E+01
  1.441944E+02    2.615789E+05    4.185646E+01
  1.442244E+02    2.616885E+05    4.185656E+01
  1.442544E+02    2.617982E+05    4.185667E+01
  1.442844E+02    2.619079E+05    4.185678E+01
  1.443144E+02    2.620176E+05    4.185688E+01
  1.443444E+02    2.621274E+05    4.185699E+01
  1.443744E+02    2.622371E+05    4.185709E+01
  1.444044E+02    2.623469E+05    4.185720E+01
  1.444344E+02    2.624567E+05    4.185730E+01
  1.444644E+02    2.625666E+05    4.185741E+01
  1.444944E+02    2.626764E+05    4.185751E+01
  1.445245E+02    2.627863E+05    4.185762E+01
  1.445545E+02    2.628962E+05    4.185772E+01
  1.445845E+02    2.630061E+05    4.185783E+01
  1.446145E+02    2.631161E+05    4.185793E+01
  1.446445E+02    2.632261E+05    4.185804E+01
  1.446745E+02    2.633361E+05    4.185814E+01
  1.447045E+02    2.634461E+05    4.185825E+01
  1.447345E+02    2.635561E+05    4.185835E+01
  1.447645E+02    2.636662E+05    4.185846E+01
  1.447945E+02    2.637763E+05    4.185856E+01
  1.448245E+02    2.638864E+05    4.185867E+01
  1.448545E+02    2.639965E+05    4.185877E+01
  1.448845E+02    2.641067E+05    4.185888E+01
  1.449145E+02    2.642168E+05    4.185898E+01
  1.449445E+02    2.643271E+05    4.185909E+01
  1.449745E+02    2.644373E+05    4.185919E+01
  1.450045E+02    2.645475E+05    4.185930E+01
  1.450345E+02    2.646578E+05    4.185940E+01
  1.450645E+02    2.647681E+05    4.185951E+01
  1.450945E+02    2.648784E+05    4.185961E+01
  1.451245E+02    2.649887E+05    4.185971E+01
  1.451545E+02    2.650991E+05    4.185982E+01
  1.451845E+02    2.652095E+05    4.185992E+01
  1.452145E+02    2.653199E+05    4.186003E+01
  1.452445E+02    2.654303E+05    4.186013E+01
  1.452745E+02    2.655408E+05    4.186024E+01
  1.453045E+02    2.656513E+05    4.186034E+01
  1.453345E+02    2.657618E+05    4.186044E+01
  1.453645E+02    2.658723E+05    4.186055E+01
  1.453945E+02    2.659828E+05    4.186065E+01
  1.454245E+02    2.660934E+05    4.186076E+01
  1.454545E+02    2.662040E+05    4.186086E+01
  1.454845E+02    2.663146E+05    4.186096E+01
  1.455146E+02    2.664253E+05    4.186107E+01
  1.455446E+02    2.665359E+05    4.186117E+01
  1.455746E+02    2.666466E+05    4.186127E+01
  1.456046E+02    2.667573E+05    4.186138E+01
  1.456346E+02    2.668680E+05    4.186148E+01
  1.456646E+02    2.669788E+05    4.186159E+01
  1.456946E+02    2.670896E+05    4.186169E+01
  1.457246E+02    2.672004E+05    4.186179E+01
  1.457546E+02    2.673112E+05    4.186190E+01
  1.457846E+02    2.674220E+05    4.186200E+01
  1.458146E+02    2.675329E+05    4.186210E+01
  1.458446E+02    2.676438E+05    4.186221E+01
  1.458746E+02    2.677547E+05    4.186231E+01
  1.459046E+02    2.678656E+05    4.186241E+01
  1.459346E+02    2.679766E+05    4.186252E+01
  1.459646E+02    2.680876E+05    4.186262E+01
  1.459946E+02    2.681986E+05    4.186272E+01
  1.460246E+02    2.683096E+05    4.186283E+01
  1.460546E+02    2.684207E+05    4.186293E+01
  1.460846E+02    2.685318E+05    4.186303E+01
  1.461146E+02    2.686428E+05    4.186313E+01
  1.461446E+02    2.687540E+05    4.186324E+01
  1.461746E+02    2.688651E+05    4.186334E+01
  1.462046E+02    2.689763E+05    4.186344E+01
  1.462346E+02    2.690875E+05    4.186355E+01
  1.462646E+02    2.691987E+05    4.186365E+01
  1.462946E+02    2.693099E+05    4.186375E+01
  1.463246E+02    2.694212E+05    4.186385E+01
  1.463546E+02    2.695325E+05    4.186396E+01
  1.463846E+02    2.696438E+05    4.186406E+01
  1.464146E+02    2.697551E+05    4.186416E+01
  1.464446E+02    2.698664E+05    4.186426E+01
  1.464746E+02    2.699778E+05    4.186437E+01
  1.465047E+02    2.700892E+05    4.186447E+01
  1.465347E+02    2.702006E+05    4.186457E+01
  1.465647E+02    2.703121E+05    4.186467E+01
  1.465947E+02    2.704235E+05    4.186478E+01
  1.466247E+02    2.705350E+05    4.186488E+01
  1.466547E+02    2.706465E+05    4.186498E+01
  1.466847E+02    2.707581E+05    4.186508E+01
  1.467147E+02    2.708696E+05    4.186518E+01
  1.467447E+02    2.709812E+05    4.186529E+01
  1.467747E+02    2.710928E+05    4.186539E+01
  1.468047E+02    2.712044E+05    4.186549E+01
  1.468347E+02    2.713161E+05    4.186559E+01
  1.468647E+02    2.714278E+05    4.186569E+01
  1.468947E+02    2.715395E+05    4.186580E+01
  1.469247E+02    2.716512E+05    4.186590E+01
  1.469547E+02    2.717629E+05    4.186600E+01
  1.469847E+02    2.718747E+05    4.186610E+01
  1.470147E+02    2.719865E+05    4.186620E+01
  1.470447E+02    2.720983E+05    4.186631E+01
  1.470747E+02    2.722101E+05    4.186641E+01
  1.471047E+02    2.723220E+05    4.186651E+01
  1.471347E+02    2.724339E+05    4.186661E+01
  1.471647E+02    2.725458E+05    4.186671E+01
  1.471947E+02    2.726577E+05    4.186681E+01
  1.472247E+02    2.727696E+05    4.186691E+01
  1.472547E+02    2.728816E+05    4.186702E+01
  1.472847E+02    2.729936E+05    4.186712E+01
  1.473147E+02    2.731056E+05    4.186722E+01
  1.473447E+02    2.732177E+05    4.186732E+01
  1.473747E+02    2.733297E+05    4.186742E+01
  1.474047E+02    2.734418E+05    4.186752E+01
  1.474347E+02    2.735539E+05    4.186762E+01
  1.474647E+02    2.736660E+05    4.186772E+01
  1.474947E+02    2.737782E+05    4.186782E+01
  1.475248E+02    2.738904E+05    4.186793E+01
  1.475548E+02    2.740026E+05    4.186803E+01
  1.475848E+02    2.741148E+05    4.186813E+01
  1.476148E+02    2.742270E+05    4.186823E+01
  1.476448E+02    2.743393E+05    4.186833E+01
  1.476748E+02    2.744516E+05    4.186843E+01
  1.477048E+02    2.745639E+05    4.186853E+01
  1.477348E+02    2.746763E+05    4.186863E+01
  1.477648E+02    2.747886E+05    4.186873E+01
  1.477948E+02    2.749010E+05    4.186883E+01
  1.478248E+02    2.750134E+05    4.186893E+01
  1.478548E+02    2.751259E+05    4.186903E+01
  1.478848E+02    2.752383E+05    4.186913E+01
  1.479148E+02    2.753508E+05    4.186923E+01
  1.479448E+02    2.754633E+05    4.186934E+01
  1.479748E+02    2.755758E+05    4.186944E+01
  1.480048E+02    2.756884E+05    4.186954E+01
  1.480348E+02    2.758009E+05    4.186964E+01
  1.480648E+02    2.759135E+05    4.186974E+01
  1.480948E+02    2.760261E+05    4.186984E+01
  1.481248E+02    2.761388E+05    4.186994E+01
  1.481548E+02    2.762514E+05    4.187004E+01
  1.481848E+02    2.763641E+05    4.187014E+01
  1.482148E+02    2.764768E+05    4.187024E+01
  1.482448E+02    2.765895E+05    4.187034E+01
  1.482748E+02    2.767023E+05    4.187044E+01
  1.483048E+02    2.768151E+05    4.187054E+01
  1.483348E+02    2.769279E+05    4.187064E+01
  1.483648E+02    2.770407E+05    4.187074E+01
  1.483948E+02    2.771535E+05    4.187084E+01
  1.484248E+02    2.772664E+05    4.187094E+01
  1.484548E+02    2.773793E+05    4.187104E+01
  1.484848E+02    2.774922E+05    4.187114E+01
  1.485149E+02    2.776051E+05    4.187124E+01
  1.485449E+02    2.777181E+05    4.187133E+01
  1.485749E+02    2.778311E+05    4.187143E+01
  1.486049E+02    2.779441E+05    4.187153E+01
  1.486349E+02    2.780571E+05    4.187163E+01
  1.486649E+02    2.781702E+05    4.187173E+01
  1.486949E+02    2.782832E+05    4.187183E+01
  1.487249E+02    2.783963E+05    4.187193E+01
  1.487549E+02    2.785095E+05    4.187203E+01
  1.487849E+02    2.786226E+05    4.187213E+01
  1.488149E+02    2.787358E+05    4.187223E+01
  1.488449E+02    2.788490E+05    4.187233E+01
  1.488749E+02    2.789622E+05    4.187243E+01
  1.489049E+02    2.790754E+05    4.187253E+01
  1.489349E+02    2.791887E+05    4.187263E+01
  1.489649E+02    2.793019E+05    4.187272E+01
  1.489949E+02    2.794152E+05    4.187282E+01
  1.490249E+02    2.795286E+05    4.187292E+01
  1.490549E+02    2.796419E+05    4.187302E+01
  1.490849E+02    2.797553E+05    4.187312E+01
  1.491149E+02    2.798687E+05    4.187322E+01
  1.491449E+02    2.799821E+05    4.187332E+01
  1.491749E+02    2.800956E+05    4.187342E+01
  1.492049E+02    2.802090E+05    4.187352E+01
  1.492349E+02    2.803225E+05    4.187361E+01
  1.492649E+02    2.804360E+05    4.187371E+01
  1.492949E+02    2.805496E+05    4.187381E+01
  1.493249E+02    2.806631E+05    4.187391E+01
  1.493549E+02    2.807767E+05    4.187401E+01
  1.493849E+02    2.808903E+05    4.187411E+01
  1.494149E+02    2.810039E+05    4.187421E+01
  1.494449E+02    2.811176E+05    4.187430E+01
  1.494749E+02    2.812312E+05    4.187440E+01
  1.495050E+02    2.813449E+05    4.187450E+01
  1.495350E+02    2.814586E+05    4.187460E+01
  1.495650E+02    2.815724E+05    4.187470E+01
  1.495950E+02    2.816862E+05    4.187480E+01
  1.496250E+02    2.817999E+05    4.187489E+01
  1.496550E+02    2.819137E+05    4.187499E+01
  1.496850E+02    2.820276E+05    4.187509E+01
  1.497150E+02    2.821414E+05    4.187519E+01
  1.497450E+02    2.822553E+05    4.187529E+01
  1.497750E+02    2.823692E+05    4.187538E+01
  1.498050E+02    2.824831E+05    4.187548E+01
  1.498350E+02    2.825971E+05    4.187558E+01
  1.498650E+02    2.827111E+05    4.187568E+01
  1.498950E+02    2.828251E+05    4.187578E+01
  1.499250E+02    2.829391E+05    4.187587E+01
  1.499550E+02    2.830531E+05    4.187597E+01
  1.499850E+02    2.831672E+05    4.187607E+01
  1.500150E+02    2.832813E+05    4.187617E+01
  1.500450E+02    2.833954E+05    4.187626E+01
  1.500750E+02    2.835095E+05    4.187636E+01
  1.501050E+02    2.836236E+05    4.187646E+01
  1.501350E+02    2.837378E+05    4.187656E+01
  1.501650E+02    2.838520E+05    4.187665E+01
  1.501950E+02    2.839662E+05    4.187675E+01
  1.502250E+02    2.840805E+05    4.187685E+01
  1.502550E+02    2.841948E+05    4.187695E+01
  1.502850E+02    2.843091E+05    4.187704E+01
  1.503150E+02    2.844234E+05    4.187714E+01
  1.503450E+02    2.845377E+05    4.187724E+01
  1.503750E+02    2.846521E+05    4.187733E+01
  1.504050E+02    2.847665E+05    4.187743E+01
  1.504350E+02    2.848809E+05    4.187753E+01
  1.504650E+02    2.849953E+05    4.187763E+01
  1.504950E+02    2.851097E+05    4.187772E+01
  1.505251E+02    2.852242E+05    4.187782E+01
  1.505551E+02    2.853387E+05    4.187792E+01
  1.505851E+02    2.854532E+05    4.187801E+01
  1.506151E+02    2.855678E+05    4.187811E+01
  1.506451E+02    2.856824E+05    4.187821E+01
  1.506751E+02    2.857969E+05    4.187830E+01
  1.507051E+02    2.859116E+05    4.187840E+01
  1.507351E+02    2.860262E+05    4.187850E+01
  1.507651E+02    2.861409E+05    4.187859E+01
  1.507951E+02    2.862555E+05    4.187869E+01
  1.508251E+02    2.863702E+05    4.187879E+01
  1.508551E+02    2.864850E+05    4.187888E+01
  1.508851E+02    2.865997E+05    4.187898E+01
  1.509151E+02    2.867145E+05    4.187908E+01
  1.509451E+02    2.868293E+05    4.187917E+01
  1.509751E+02    2.869441E+05    4.187927E+01
  1.510051E+02    2.870590E+05    4.187937E+01
  1.510351E+02    2.871738E+05    4.187946E+01
  1.510651E+02    2.872887E+05    4.187956E+01
  1.510951E+02    2.874036E+05    4.187965E+01
  1.511251E+02    2.875186E+05    4.187975E+01
  1.511551E+02    2.876335E+05    4.187985E+01
  1.511851E+02    2.877485E+05    4.187994E+01
  1.512151E+02    2.878635E+05    4.188004E+01
  1.512451E+02    2.879785E+05    4.188014E+01
  1.512751E+02    2.880936E+05    4.188023E+01
  1.513051E+02    2.882087E+05    4.188033E+01
  1.513351E+02    2.883238E+05    4.188042E+01
  1.513651E+02    2.884389E+05    4.188052E+01
  1.513951E+02    2.885540E+05    4.188062E+01
  1.514251E+02    2.886692E+05    4.188071E+01
  1.514551E+02    2.887844E+05    4.188081E+01
  1.514851E+02    2.888996E+05    4.188090E+01
  1.515152E+02    2.890148E+05    4.188100E+01
  1.515452E+02    2.891301E+05    4.188109E+01
  1.515752E+02    2.892453E+05    4.188119E+01
  1.516052E+02    2.893607E+05    4.188129E+01
  1.516352E+02    2.894760E+05    4.188138E+01
  1.516652E+02    2.895913E+05    4.188148E+01
  1.516952E+02    2.897067E+05    4.188157E+01
  1.517252E+02    2.898221E+05    4.188167E+01
  1.517552E+02    2.899375E+05    4.188176E+01
  1.517852E+02    2.900530E+05    4.188186E+01
  1.518152E+02    2.901684E+05    4.188195E+01
  1.518452E+02    2.902839E+05    4.188205E+01
  1.518752E+02    2.903994E+05    4.188214E+01
  1.519052E+02    2.905149E+05    4.188224E+01
  1.519352E+02    2.906305E+05    4.188233E+01
  1.519652E+02    2.907461E+05    4.188243E+01
  1.519952E+02    2.908617E+05    4.188252E+01
  1.520252E+02    2.909773E+05    4.188262E+01
  1.520552E+02    2.910930E+05    4.188271E+01
  1.520852E+02    2.912086E+05    4.188281E+01
  1.521152E+02    2.913243E+05    4.188290E+01
  1.521452E+02    2.914400E+05    4.188300E+01
  1.521752E+02    2.915558E+05    4.188309E+01
  1.522052E+02    2.916715E+05    4.188319E+01
  1.522352E+02    2.917873E+05    4.188328E+01
  1.522652E+02    2.919031E+05    4.188338E+01
  1.522952E+02    2.920190E+05    4.188347E+01
  1.523252E+02    2.921348E+05    4.188357E+01
  1.523552E+02    2.922507E+05    4.188366E+01
  1.523852E+02    2.923666E+05    4.188376E+01
  1.524152E+02    2.924825E+05    4.188385E+01
  1.524452E+02    2.925985E+05    4.188395E+01
  1.524752E+02    2.927144E+05    4.188404E+01
  1.525053E+02    2.928304E+05    4.188414E+01
  1.525353E+02    2.929464E+05    4.188423E+01
  1.525653E+02    2.930625E+05    4.188432E+01
  1.525953E+02    2.931785E+05    4.188442E+01
  1.526253E+02    2.932946E+05    4.188451E+01
  1.526553E+02    2.934107E+05    4.188461E+01
  1.526853E+02    2.935269E+05    4.188470E+01
  1.527153E+02    2.936430E+05    4.188480E+01
  1.527453E+02    2.937592E+05    4.188489E+01
  1.527753E+02    2.938754E+05    4.188498E+01
  1.528053E+02    2.939916E+05    4.188508E+01
  1.528353E+02    2.941079E+05    4.188517E+01
  1.528653E+02    2.942241E+05    4.188527E+01
  1.528953E+02    2.943404E+05    4.188536E+01
  1.529253E+02    2.944567E+05    4.188545E+01
  1.529553E+02    2.945731E+05    4.188555E+01
  1.529853E+02    2.946894E+05    4.188564E+01
  1.530153E+02    2.948058E+05    4.188574E+01
  1.530453E+02    2.949222E+05    4.188583E+01
  1.530753E+02    2.950386E+05    4.188592E+01
  1.531053E+02    2.951551E+05    4.188602E+01
  1.531353E+02    2.952716E+05    4.188611E+01
  1.531653E+02    2.953881E+05    4.188620E+01
  1.531953E+02    2.955046E+05    4.188630E+01
  1.532253E+02    2.956211E+05    4.188639E+01
  1.532553E+02    2.957377E+05    4.188648E+01
  1.532853E+02    2.958543E+05    4.188658E+01
  1.533153E+02    2.959709E+05    4.188667E+01
  1.533453E+02    2.960875E+05    4.188677E+01
  1.533753E+02    2.962042E+05    4.188686E+01
  1.534053E+02    2.963209E+05    4.188695E+01
  1.534353E+02    2.964376E+05    4.188705E+01
  1.534653E+02    2.965543E+05    4.188714E+01
  1.534953E+02    2.966711E+05    4.188723E+01
  1.535254E+02    2.967878E+05    4.188733E+01
  1.535554E+02    2.969046E+05    4.188742E+01
  1.535854E+02    2.970215E+05    4.188751E+01
  1.536154E+02    2.971383E+05    4.188760E+01
  1.536454E+02    2.972552E+05    4.188770E+01
  1.536754E+02    2.973721E+05    4.188779E+01
  1.537054E+02    2.974890E+05    4.188788E+01
  1.537354E+02    2.976059E+05    4.188798E+01
  1.537654E+02    2.977229E+05    4.188807E+01
  1.537954E+02    2.978398E+05    4.188816E+01
  1.538254E+02    2.979568E+05    4.188826E+01
  1.538554E+02    2.980739E+05    4.188835E+01
  1.538854E+02    2.981909E+05    4.188844E+01
  1.539154E+02    2.983080E+05    4.188853E+01
  1.539454E+02    2.984251E+05    4.188863E+01
  1.539754E+02    2.985422E+05    4.188872E+01
  1.540054E+02    2.986593E+05    4.188881E+01
  1.540354E+02    2.987765E+05    4.188890E+01
  1.540654E+02    2.988937E+05    4.188900E+01
  1.540954E+02    2.990109E+05    4.188909E+01
  1.541254E+02    2.991281E+05    4.188918E+01
  1.541554E+02    2.992454E+05    4.188927E+01
  1.541854E+02    2.993627E+05    4.188937E+01
  1.542154E+02    2.994800E+05    4.188946E+01
  1.542454E+02    2.995973E+05    4.188955E+01
  1.542754E+02    2.997146E+05    4.188964E+01
  1.543054E+02    2.998320E+05    4.188974E+01
  1.543354E+02    2.999494E+05    4.188983E+01
  1.543654E+02    3.000668E+05    4.188992E+01
  1.543954E+02    3.001843E+05    4.189001E+01
  1.544254E+02    3.003017E+05    4.189010E+01
  1.544554E+02    3.004192E+05    4.189020E+01
  1.544854E+02    3.005367E+05    4.189029E+01
  1.545155E+02    3.006543E+05    4.189038E+01
  1.545455E+02    3.007718E+05    4.189047E+01
  1.545755E+02    3.008894E+05    4.189056E+01
  1.546055E+02    3.010070E+05    4.189066E+01
  1.546355E+02    3.011246E+05    4.189075E+01
  1.546655E+02    3.012423E+05    4.189084E+01
  1.546955E+02    3.013599E+05    4.189093E+01
  1.547255E+02    3.014776E+05    4.189102E+01
  1.547555E+02    3.015953E+05    4.189112E+01
  1.547855E+02    3.017131E+05    4.189121E+01
  1.548155E+02    3.018308E+05    4.189130E+01
  1.548455E+02    3.019486E+05    4.189139E+01
  1.548755E+02    3.020664E+05    4.189148E+01
  1.549055E+02    3.021843E+05    4.189157E+01
  1.549355E+02    3.023021E+05    4.189166E+01
  1.549655E+02    3.024200E+05    4.189176E+01
  1.549955E+02    3.025379E+05    4.189185E+01
  1.550255E+02    3.026558E+05    4.189194E+01
  1.550555E+02    3.027738E+05    4.189203E+01
  1.550855E+02    3.028917E+05    4.189212E+01
  1.551155E+02    3.030097E+05    4.189221E+01
  1.551455E+02    3.031277E+05    4.189230E+01
  1.551755E+02    3.032458E+05    4.189240E+01
  1.552055E+02    3.033638E+05    4.189249E+01
  1.552355E+02    3.034819E+05    4.189258E+01
  1.552655E+02    3.036000E+05    4.189267E+01
  1.552955E+02    3.037182E+05    4.189276E+01
  1.553255E+02    3.038363E+05    4.189285E+01
  1.553555E+02    3.039545E+05    4.189294E+01
  1.553855E+02    3.040727E+05    4.189303E+01
  1.554155E+02    3.041909E+05    4.189312E+01
  1.554455E+02    3.043091E+05    4.189322E+01
  1.554755E+02    3.044274E+05    4.189331E+01
  1.555056E+02    3.045457E+05    4.189340E+01
  1.555356E+02    3.046640E+05    4.189349E+01
  1.555656E+02    3.047823E+05    4.189358E+01
  1.555956E+02    3.049007E+05    4.189367E+01
  1.556256E+02    3.050191E+05    4.189376E+01
  1.556556E+02    3.051375E+05    4.189385E+01
  1.556856E+02    3.052559E+05    4.189394E+01
  1.557156E+02    3.053744E+05    4.189403E+01
  1.557456E+02    3.054928E+05    4.189412E+01
  1.557756E+02    3.056113E+05    4.189421E+01
  1.558056E+02    3.057299E+05    4.189430E+01
  1.558356E+02    3.058484E+05    4.189439E+01
  1.558656E+02    3.059670E+05    4.189448E+01
  1.558956E+02    3.060856E+05    4.189457E+01
  1.559256E+02    3.062042E+05    4.189466E+01
  1.559556E+02    3.063228E+05    4.189476E+01
  1.559856E+02    3.064415E+05    4.189485E+01
  1.560156E+02    3.065601E+05    4.189494E+01
  1.560456E+02    3.066789E+05    4.189503E+01
  1.560756E+02    3.067976E+05    4.189512E+01
  1.561056E+02    3.069163E+05    4.189521E+01
  1.561356E+02    3.070351E+05    4.189530E+01
  1.561656E+02    3.071539E+05    4.189539E+01
  1.561956E+02    3.072727E+05    4.189548E+01
  1.562256E+02    3.073916E+05    4.189557E+01
  1.562556E+02    3.075104E+05    4.189566E+01
  1.562856E+02    3.076293E+05    4.189575E+01
  1.563156E+02    3.077482E+05    4.189584E+01
  1.563456E+02    3.078672E+05    4.189593E+01
  1.563756E+02    3.079861E+05    4.189602E+01
  1.564056E+02    3.081051E+05    4.189611E+01
  1.564356E+02    3.082241E+05    4.189620E+01
  1.564656E+02    3.083431E+05    4.189629E+01
  1.564956E+02    3.084622E+05    4.189637E+01
  1.565257E+02    3.085812E+05    4.189646E+01
  1.565557E+02    3.087003E+05    4.189655E+01
  1.565857E+02    3.088194E+05    4.189664E+01
  1.566157E+02    3.089386E+05    4.189673E+01
  1.566457E+02    3.090578E+05    4.189682E+01
  1.566757E+02    3.091769E+05    4.189691E+01
  1.567057E+02    3.092961E+05    4.189700E+01
  1.567357E+02    3.094154E+05    4.189709E+01
  1.567657E+02    3.095346E+05    4.189718E+01
  1.567957E+02    3.096539E+05    4.189727E+01
  1.568257E+02    3.097732E+05    4.189736E+01
  1.568557E+02    3.098925E+05    4.189745E+01
  1.568857E+02    3.100119E+05    4.189754E+01
  1.569157E+02    3.101313E+05    4.189763E+01
  1.569457E+02    3.102506E+05    4.189772E+01
  1.569757E+02    3.103701E+05    4.189781E+01
  1.570057E+02    3.104895E+05    4.189789E+01
  1.570357E+02    3.106090E+05    4.189798E+01
  1.570657E+02    3.107285E+05    4.189807E+01
  1.570957E+02    3.108480E+05    4.189816E+01
  1.571257E+02    3.109675E+05    4.189825E+01
  1.571557E+02    3.110870E+05    4.189834E+01
  1.571857E+02    3.112066E+05    4.189843E+01
  1.572157E+02    3.113262E+05    4.189852E+01
  1.572457E+02    3.114458E+05    4.189861E+01
  1.572757E+02    3.115655E+05    4.189869E+01
  1.573057E+02    3.116852E+05    4.189878E+01
  1.573357E+02    3.118048E+05    4.189887E+01
  1.573657E+02    3.119246E+05    4.189896E+01
  1.573957E+02    3.120443E+05    4.189905E+01
  1.574257E+02    3.121641E+05    4.189914E+01
  1.574557E+02    3.122838E+05    4.189923E+01
  1.574857E+02    3.124037E+05    4.189932E+01
  1.575158E+02    3.125235E+05    4.189940E+01
  1.575458E+02    3.126433E+05    4.189949E+01
  1.575758E+02    3.127632E+05    4.189958E+01
  1.576058E+02    3.128831E+05    4.189967E+01
  1.576358E+02    3.130030E+05    4.189976E+01
  1.576658E+02    3.131230E+05    4.189985E+01
  1.576958E+02    3.132429E+05    4.189993E+01
  1.577258E+02    3.133629E+05    4.190002E+01
  1.577558E+02    3.134829E+05    4.190011E+01
  1.577858E+02    3.136030E+05    4.190020E+01
  1.578158E+02    3.137230E+05    4.190029E+01
  1.578458E+02    3.138431E+05    4.190038E+01
  1.578758E+02    3.139632E+05    4.190046E+01
  1.579058E+02    3.140834E+05    4.190055E+01
  1.579358E+02    3.142035E+05    4.190064E+01
  1.579658E+02    3.143237E+05    4.190073E+01
  1.579958E+02    3.144439E+05    4.190082E+01
  1.580258E+02    3.145641E+05    4.190090E+01
  1.580558E+02    3.146843E+05    4.190099E+01
  1.580858E+02    3.148046E+05    4.190108E+01
  1.581158E+02    3.149249E+05    4.190117E+01
  1.581458E+02    3.150452E+05    4.190125E+01
  1.581758E+02    3.151655E+05    4.190134E+01
  1.582058E+02    3.152859E+05    4.190143E+01
  1.582358E+02    3.154063E+05    4.190152E+01
  1.582658E+02    3.155267E+05    4.190161E+01
  1.582958E+02    3.156471E+05    4.190169E+01
  1.583258E+02    3.157676E+05    4.190178E+01
  1.583558E+02    3.158880E+05    4.190187E+01
  1.583858E+02    3.160085E+05    4.190196E+01
  1.584158E+02    3.161291E+05    4.190204E+01
  1.584458E+02    3.162496E+05    4.190213E+01
  1.584758E+02    3.163702E+05    4.190222E+01
  1.585059E+02    3.164908E+05    4.190231E+01
  1.585359E+02    3.166114E+05    4.190239E+01
  1.585659E+02    3.167320E+05    4.190248E+01
  1.585959E+02    3.168527E+05    4.190257E+01
  1.586259E+02    3.169733E+05    4.190266E+01
  1.586559E+02    3.170940E+05    4.190274E+01
  1.586859E+02    3.172148E+05    4.190283E+01
  1.587159E+02    3.173355E+05    4.190292E+01
  1.587459E+02    3.174563E+05    4.190300E+01
  1.587759E+02    3.175771E+05    4.190309E+01
  1.588059E+02    3.176979E+05    4.190318E+01
  1.588359E+02    3.178187E+05    4.190327E+01
  1.588659E+02    3.179396E+05    4.190335E+01
  1.588959E+02    3.180605E+05    4.190344E+01
  1.589259E+02    3.181814E+05    4.190353E+01
  1.589559E+02    3.183023E+05    4.190361E+01
  1.589859E+02    3.184233E+05    4.190370E+01
  1.590159E+02    3.185443E+05    4.190379E+01
  1.590459E+02    3.186653E+05    4.190387E+01
  1.590759E+02    3.187863E+05    4.190396E+01
  1.591059E+02    3.189073E+05    4.190405E+01
  1.591359E+02    3.190284E+05    4.190413E+01
  1.591659E+02    3.191495E+05    4.190422E+01
  1.591959E+02    3.192706E+05    4.190431E+01
  1.592259E+02    3.193918E+05    4.190439E+01
  1.592559E+02    3.195129E+05    4.190448E+01
  1.592859E+02    3.196341E+05    4.190457E+01
  1.593159E+02    3.197553E+05    4.190465E+01
  1.593459E+02    3.198765E+05    4.190474E+01
  1.593759E+02    3.199978E+05    4.190483E+01
  1.594059E+02    3.201191E+05    4.190491E+01
  1.594359E+02    3.202404E+05    4.190500E+01
  1.594659E+02    3.203617E+05    4.190509E+01
  1.594959E+02    3.204830E+05    4.190517E+01
  1.595260E+02    3.206044E+05    4.190526E+01
  1.595560E+02    3.207258E+05    4.190534E+01
  1.595860E+02    3.208472E+05    4.190543E+01
  1.596160E+02    3.209687E+05    4.190552E+01
  1.596460E+02    3.210901E+05    4.190560E+01
  1.596760E+02    3.212116E+05    4.190569E+01
  1.597060E+02    3.213331E+05    4.190578E+01
  1.597360E+02    3.214546E+05    4.190586E+01
  1.597660E+02    3.215762E+05    4.190595E+01
  1.597960E+02    3.216978E+05    4.190603E+01
  1.598260E+02    3.218194E+05    4.190612E+01
  1.598560E+02    3.219410E+05    4.190621E+01
  1.598860E+02    3.220626E+05    4.190629E+01
  1.599160E+02    3.221843E+05    4.190638E+01
  1.599460E+02    3.223060E+05    4.190646E+01
  1.599760E+02    3.224277E+05    4.190655E+01
  1.600060E+02    3.225494E+05    4.190663E+01
  1.600360E+02    3.226712E+05    4.190672E+01
  1.600660E+02    3.227930E+05    4.190681E+01
  1.600960E+02    3.229148E+05    4.190689E+01
  1.601260E+02    3.230366E+05    4.190698E+01
  1.601560E+02    3.231585E+05    4.190706E+01
  1.601860E+02    3.232803E+05    4.190715E+01
  1.602160E+02    3.234022E+05    4.190723E+01
  1.602460E+02    3.235242E+05    4.190732E+01
  1.602760E+02    3.236461E+05    4.190741E+01
  1.603060E+02    3.237681E+05    4.190749E+01
  1.603360E+02    3.238901E+05    4.190758E+01
  1.603660E+02    3.240121E+05    4.190766E+01
  1.603960E+02    3.241341E+05    4.190775E+01
  1.604260E+02    3.242562E+05    4.190783E+01
  1.604560E+02    3.243783E+05    4.190792E+01
  1.604860E+02    3.245004E+05    4.190800E+01
  1.605161E+02    3.246225E+05    4.190809E+01
  1.605461E+02    3.247446E+05    4.190817E+01
  1.605761E+02    3.248668E+05    4.190826E+01
  1.606061E+02    3.249890E+05    4.190834E+01
  1.606361E+02    3.251112E+05    4.190843E+01
  1.606661E+02    3.252335E+05    4.190851E+01
  1.606961E+02    3.253557E+05    4.190860E+01
