# A   chi2(A)
  1.581458E+02    2.289154E+01
  1.581758E+02    2.289339E+01
  1.582058E+02    2.289523E+01
  1.582358E+02    2.289708E+01
  1.582658E+02    2.289892E+01
  1.582958E+02    2.290077E+01
  1.583258E+02    2.290261E+01
  1.583558E+02    2.290446E+01
  1.583858E+02    2.290631E+01
  1.584158E+02    2.290815E+01
  1.584458E+02    2.291000E+01
  1.584758E+02    2.291185E+01
  1.585059E+02    2.291369E+01
  1.585359E+02    2.291554E+01
  1.585659E+02    2.291739E+01
  1.585959E+02    2.291924E+01
  1.586259E+02    2.292109E+01
  1.586559E+02    2.292294E+01
  1.586859E+02    2.292479E+01
  1.587159E+02    2.292664E+01
  1.587459E+02    2.292849E+01
  1.587759E+02    2.293034E+01
  1.588059E+02    2.293219E+01
  1.588359E+02    2.293404E+01
  1.588659E+02    2.293589E+01
  1.588959E+02    2.293774E+01
  1.589259E+02    2.293959E+01
  1.589559E+02    2.294145E+01
  1.589859E+02    2.294330E+01
  1.590159E+02    2.294515E+01
  1.590459E+02    2.294701E+01
  1.590759E+02    2.294886E+01
  1.591059E+02    2.295071E+01
  1.591359E+02    2.295257E+01
  1.591659E+02    2.295442E+01
  1.591959E+02    2.295628E+01
  1.592259E+02    2.295813E+01
  1.592559E+02    2.295999E+01
  1.592859E+02    2.296184E+01
  1.593159E+02    2.296370E+01
  1.593459E+02    2.296555E+01
  1.593759E+02    2.296741E+01
  1.594059E+02    2.296927E+01
  1.594359E+02    2.297113E+01
  1.594659E+02    2.297298E+01
  1.594959E+02    2.297484E+01
  1.595260E+02    2.297670E+01
  1.595560E+02    2.297856E+01
  1.595860E+02    2.298042E+01
  1.596160E+02    2.298228E+01
  1.596460E+02    2.298414E+01
  1.596760E+02    2.298600E+01
  1.597060E+02    2.298786E+01
  1.597360E+02    2.298972E+01
  1.597660E+02    2.299158E+01
  1.597960E+02    2.299344E+01
  1.598260E+02    2.299530E+01
  1.598560E+02    2.299716E+01
  1.598860E+02    2.299902E+01
  1.599160E+02    2.300088E+01
  1.599460E+02    2.300275E+01
  1.599760E+02    2.300461E+01
  1.600060E+02    2.300647E+01
  1.600360E+02    2.300834E+01
  1.600660E+02    2.301020E+01
  1.600960E+02    2.301207E+01
  1.601260E+02    2.301393E+01
  1.601560E+02    2.301579E+01
  1.601860E+02    2.301766E+01
  1.602160E+02    2.301952E+01
  1.602460E+02    2.302139E+01
  1.602760E+02    2.302326E+01
  1.603060E+02    2.302512E+01
  1.603360E+02    2.302699E+01
  1.603660E+02    2.302886E+01
  1.603960E+02    2.303072E+01
  1.604260E+02    2.303259E+01
  1.604560E+02    2.303446E+01
  1.604860E+02    2.303633E+01
  1.605161E+02    2.303820E+01
  1.605461E+02    2.304007E+01
  1.605761E+02    2.304193E+01
  1.606061E+02    2.304380E+01
  1.606361E+02    2.304567E+01
  1.606661E+02    2.304754E+01
  1.606961E+02    2.304941E+01
  1.607261E+02    2.305128E+01
  1.607561E+02    2.305316E+01
  1.607861E+02    2.305503E+01
  1.608161E+02    2.305690E+01
  1.608461E+02    2.305877E+01
  1.608761E+02    2.306064E+01
  1.609061E+02    2.306252E+01
  1.609361E+02    2.306439E+01
  1.609661E+02    2.306626E+01
  1.609961E+02    2.306814E+01
  1.610261E+02    2.307001E+01
  1.610561E+02    2.307188E+01
  1.610861E+02    2.307376E+01
  1.611161E+02    2.307563E+01
  1.611461E+02    2.307751E+01
  1.611761E+02    2.307938E+01
  1.612061E+02    2.308126E+01
  1.612361E+02    2.308313E+01
  1.612661E+02    2.308501E+01
  1.612961E+02    2.308689E+01
  1.613261E+02    2.308876E+01
  1.613561E+02    2.309064E+01
  1.613861E+02    2.309252E+01
  1.614161E+02    2.309440E+01
  1.614461E+02    2.309628E+01
  1.614761E+02    2.309815E+01
  1.615062E+02    2.310003E+01
  1.615362E+02    2.310191E+01
  1.615662E+02    2.310379E+01
  1.615962E+02    2.310567E+01
  1.616262E+02    2.310755E+01
  1.616562E+02    2.310943E+01
  1.616862E+02    2.311131E+01
  1.617162E+02    2.311319E+01
  1.617462E+02    2.311508E+01
  1.617762E+02    2.311696E+01
  1.618062E+02    2.311884E+01
  1.618362E+02    2.312072E+01
  1.618662E+02    2.312260E+01
  1.618962E+02    2.312449E+01
  1.619262E+02    2.312637E+01
  1.619562E+02    2.312825E+01
  1.619862E+02    2.313014E+01
  1.620162E+02    2.313202E+01
  1.620462E+02    2.313391E+01
  1.620762E+02    2.313579E+01
  1.621062E+02    2.313768E+01
  1.621362E+02    2.313956E+01
  1.621662E+02    2.314145E+01
  1.621962E+02    2.314333E+01
  1.622262E+02    2.314522E+01
  1.622562E+02    2.314711E+01
  1.622862E+02    2.314899E+01
  1.623162E+02    2.315088E+01
  1.623462E+02    2.315277E+01
  1.623762E+02    2.315466E+01
  1.624062E+02    2.315654E+01
  1.624362E+02    2.315843E+01
  1.624662E+02    2.316032E+01
  1.624962E+02    2.316221E+01
  1.625263E+02    2.316410E+01
  1.625563E+02    2.316599E+01
  1.625863E+02    2.316788E+01
  1.626163E+02    2.316977E+01
  1.626463E+02    2.317166E+01
  1.626763E+02    2.317355E+01
  1.627063E+02    2.317544E+01
  1.627363E+02    2.317733E+01
  1.627663E+02    2.317923E+01
  1.627963E+02    2.318112E+01
  1.628263E+02    2.318301E+01
  1.628563E+02    2.318490E+01
  1.628863E+02    2.318680E+01
  1.629163E+02    2.318869E+01
  1.629463E+02    2.319058E+01
  1.629763E+02    2.319248E+01
  1.630063E+02    2.319437E+01
  1.630363E+02    2.319627E+01
  1.630663E+02    2.319816E+01
  1.630963E+02    2.320006E+01
  1.631263E+02    2.320195E+01
  1.631563E+02    2.320385E+01
  1.631863E+02    2.320575E+01
  1.632163E+02    2.320764E+01
  1.632463E+02    2.320954E+01
  1.632763E+02    2.321144E+01
  1.633063E+02    2.321334E+01
  1.633363E+02    2.321523E+01
  1.633663E+02    2.321713E+01
  1.633963E+02    2.321903E+01
  1.634263E+02    2.322093E+01
  1.634563E+02    2.322283E+01
  1.634863E+02    2.322473E+01
  1.635164E+02    2.322663E+01
  1.635464E+02    2.322853E+01
  1.635764E+02    2.323043E+01
  1.636064E+02    2.323233E+01
  1.636364E+02    2.323423E+01
  1.636664E+02    2.323613E+01
  1.636964E+02    2.323803E+01
  1.637264E+02    2.323993E+01
  1.637564E+02    2.324184E+01
  1.637864E+02    2.324374E+01
  1.638164E+02    2.324564E+01
  1.638464E+02    2.324754E+01
  1.638764E+02    2.324945E+01
  1.639064E+02    2.325135E+01
  1.639364E+02    2.325326E+01
  1.639664E+02    2.325516E+01
  1.639964E+02    2.325707E+01
  1.640264E+02    2.325897E+01
  1.640564E+02    2.326088E+01
  1.640864E+02    2.326278E+01
  1.641164E+02    2.326469E+01
  1.641464E+02    2.326659E+01
  1.641764E+02    2.326850E+01
  1.642064E+02    2.327041E+01
  1.642364E+02    2.327231E+01
  1.642664E+02    2.327422E+01
  1.642964E+02    2.327613E+01
  1.643264E+02    2.327804E+01
  1.643564E+02    2.327995E+01
  1.643864E+02    2.328186E+01
  1.644164E+02    2.328377E+01
  1.644464E+02    2.328567E+01
  1.644764E+02    2.328758E+01
  1.645065E+02    2.328949E+01
  1.645365E+02    2.329140E+01
  1.645665E+02    2.329332E+01
  1.645965E+02    2.329523E+01
  1.646265E+02    2.329714E+01
  1.646565E+02    2.329905E+01
  1.646865E+02    2.330096E+01
  1.647165E+02    2.330287E+01
  1.647465E+02    2.330479E+01
  1.647765E+02    2.330670E+01
  1.648065E+02    2.330861E+01
  1.648365E+02    2.331053E+01
  1.648665E+02    2.331244E+01
  1.648965E+02    2.331435E+01
  1.649265E+02    2.331627E+01
  1.649565E+02    2.331818E+01
  1.649865E+02    2.332010E+01
  1.650165E+02    2.332201E+01
  1.650465E+02    2.332393E+01
  1.650765E+02    2.332584E+01
  1.651065E+02    2.332776E+01
  1.651365E+02    2.332968E+01
  1.651665E+02    2.333159E+01
  1.651965E+02    2.333351E+01
  1.652265E+02    2.333543E+01
  1.652565E+02    2.333735E+01
  1.652865E+02    2.333927E+01
  1.653165E+02    2.334118E+01
  1.653465E+02    2.334310E+01
  1.653765E+02    2.334502E+01
  1.654065E+02    2.334694E+01
  1.654365E+02    2.334886E+01
  1.654665E+02    2.335078E+01
  1.654965E+02    2.335270E+01
  1.655266E+02    2.335462E+01
  1.655566E+02    2.335654E+01
  1.655866E+02    2.335846E+01
  1.656166E+02    2.336039E+01
  1.656466E+02    2.336231E+01
  1.656766E+02    2.336423E+01
  1.657066E+02    2.336615E+01
  1.657366E+02    2.336808E+01
  1.657666E+02    2.337000E+01
  1.657966E+02    2.337192E+01
  1.658266E+02    2.337385E+01
  1.658566E+02    2.337577E+01
  1.658866E+02    2.337770E+01
  1.659166E+02    2.337962E+01
  1.659466E+02    2.338154E+01
  1.659766E+02    2.338347E+01
  1.660066E+02    2.338540E+01
  1.660366E+02    2.338732E+01
  1.660666E+02    2.338925E+01
  1.660966E+02    2.339117E+01
  1.661266E+02    2.339310E+01
  1.661566E+02    2.339503E+01
  1.661866E+02    2.339696E+01
  1.662166E+02    2.339888E+01
  1.662466E+02    2.340081E+01
  1.662766E+02    2.340274E+01
  1.663066E+02    2.340467E+01
  1.663366E+02    2.340660E+01
  1.663666E+02    2.340853E+01
  1.663966E+02    2.341046E+01
  1.664266E+02    2.341239E+01
  1.664566E+02    2.341432E+01
  1.664866E+02    2.341625E+01
  1.665167E+02    2.341818E+01
  1.665467E+02    2.342011E+01
  1.665767E+02    2.342204E+01
  1.666067E+02    2.342398E+01
  1.666367E+02    2.342591E+01
  1.666667E+02    2.342784E+01
  1.666967E+02    2.342977E+01
  1.667267E+02    2.343171E+01
  1.667567E+02    2.343364E+01
  1.667867E+02    2.343557E+01
  1.668167E+02    2.343751E+01
  1.668467E+02    2.343944E+01
  1.668767E+02    2.344138E+01
  1.669067E+02    2.344331E+01
  1.669367E+02    2.344525E+01
  1.669667E+02    2.344718E+01
  1.669967E+02    2.344912E+01
  1.670267E+02    2.345105E+01
  1.670567E+02    2.345299E+01
  1.670867E+02    2.345493E+01
  1.671167E+02    2.345687E+01
  1.671467E+02    2.345880E+01
  1.671767E+02    2.346074E+01
  1.672067E+02    2.346268E+01
  1.672367E+02    2.346462E+01
  1.672667E+02    2.346656E+01
  1.672967E+02    2.346850E+01
  1.673267E+02    2.347044E+01
  1.673567E+02    2.347237E+01
  1.673867E+02    2.347431E+01
  1.674167E+02    2.347626E+01
  1.674467E+02    2.347820E+01
  1.674767E+02    2.348014E+01
  1.675068E+02    2.348208E+01
  1.675368E+02    2.348402E+01
  1.675668E+02    2.348596E+01
  1.675968E+02    2.348790E+01
  1.676268E+02    2.348985E+01
  1.676568E+02    2.349179E+01
  1.676868E+02    2.349373E+01
  1.677168E+02    2.349568E+01
  1.677468E+02    2.349762E+01
  1.677768E+02    2.349956E+01
  1.678068E+02    2.350151E+01
  1.678368E+02    2.350345E+01
  1.678668E+02    2.350540E+01
  1.678968E+02    2.350734E+01
  1.679268E+02    2.350929E+01
  1.679568E+02    2.351124E+01
  1.679868E+02    2.351318E+01
  1.680168E+02    2.351513E+01
  1.680468E+02    2.351707E+01
  1.680768E+02    2.351902E+01
  1.681068E+02    2.352097E+01
  1.681368E+02    2.352292E+01
  1.681668E+02    2.352487E+01
  1.681968E+02    2.352681E+01
  1.682268E+02    2.352876E+01
  1.682568E+02    2.353071E+01
  1.682868E+02    2.353266E+01
  1.683168E+02    2.353461E+01
  1.683468E+02    2.353656E+01
  1.683768E+02    2.353851E+01
  1.684068E+02    2.354046E+01
  1.684368E+02    2.354241E+01
  1.684668E+02    2.354436E+01
  1.684968E+02    2.354632E+01
  1.685269E+02    2.354827E+01
  1.685569E+02    2.355022E+01
  1.685869E+02    2.355217E+01
  1.686169E+02    2.355413E+01
  1.686469E+02    2.355608E+01
  1.686769E+02    2.355803E+01
  1.687069E+02    2.355999E+01
  1.687369E+02    2.356194E+01
  1.687669E+02    2.356389E+01
  1.687969E+02    2.356585E+01
  1.688269E+02    2.356780E+01
  1.688569E+02    2.356976E+01
  1.688869E+02    2.357172E+01
  1.689169E+02    2.357367E+01
  1.689469E+02    2.357563E+01
  1.689769E+02    2.357758E+01
  1.690069E+02    2.357954E+01
  1.690369E+02    2.358150E+01
  1.690669E+02    2.358346E+01
  1.690969E+02    2.358541E+01
  1.691269E+02    2.358737E+01
  1.691569E+02    2.358933E+01
  1.691869E+02    2.359129E+01
  1.692169E+02    2.359325E+01
  1.692469E+02    2.359521E+01
  1.692769E+02    2.359717E+01
  1.693069E+02    2.359913E+01
  1.693369E+02    2.360109E+01
  1.693669E+02    2.360305E+01
  1.693969E+02    2.360501E+01
  1.694269E+02    2.360697E+01
  1.694569E+02    2.360893E+01
  1.694869E+02    2.361089E+01
  1.695170E+02    2.361286E+01
  1.695470E+02    2.361482E+01
  1.695770E+02    2.361678E+01
  1.696070E+02    2.361874E+01
  1.696370E+02    2.362071E+01
  1.696670E+02    2.362267E+01
  1.696970E+02    2.362464E+01
  1.697270E+02    2.362660E+01
  1.697570E+02    2.362857E+01
  1.697870E+02    2.363053E+01
  1.698170E+02    2.363250E+01
  1.698470E+02    2.363446E+01
  1.698770E+02    2.363643E+01
  1.699070E+02    2.363839E+01
  1.699370E+02    2.364036E+01
  1.699670E+02    2.364233E+01
  1.699970E+02    2.364429E+01
  1.700270E+02    2.364626E+01
  1.700570E+02    2.364823E+01
  1.700870E+02    2.365020E+01
  1.701170E+02    2.365217E+01
  1.701470E+02    2.365414E+01
  1.701770E+02    2.365610E+01
  1.702070E+02    2.365807E+01
  1.702370E+02    2.366004E+01
  1.702670E+02    2.366201E+01
  1.702970E+02    2.366398E+01
  1.703270E+02    2.366595E+01
  1.703570E+02    2.366793E+01
  1.703870E+02    2.366990E+01
  1.704170E+02    2.367187E+01
  1.704470E+02    2.367384E+01
  1.704770E+02    2.367581E+01
  1.705071E+02    2.367778E+01
  1.705371E+02    2.367976E+01
  1.705671E+02    2.368173E+01
  1.705971E+02    2.368370E+01
  1.706271E+02    2.368568E+01
  1.706571E+02    2.368765E+01
  1.706871E+02    2.368963E+01
  1.707171E+02    2.369160E+01
  1.707471E+02    2.369358E+01
  1.707771E+02    2.369555E+01
  1.708071E+02    2.369753E+01
  1.708371E+02    2.369950E+01
  1.708671E+02    2.370148E+01
  1.708971E+02    2.370346E+01
  1.709271E+02    2.370543E+01
  1.709571E+02    2.370741E+01
  1.709871E+02    2.370939E+01
  1.710171E+02    2.371137E+01
  1.710471E+02    2.371334E+01
  1.710771E+02    2.371532E+01
  1.711071E+02    2.371730E+01
  1.711371E+02    2.371928E+01
  1.711671E+02    2.372126E+01
  1.711971E+02    2.372324E+01
  1.712271E+02    2.372522E+01
  1.712571E+02    2.372720E+01
  1.712871E+02    2.372918E+01
  1.713171E+02    2.373116E+01
  1.713471E+02    2.373314E+01
  1.713771E+02    2.373512E+01
  1.714071E+02    2.373711E+01
  1.714371E+02    2.373909E+01
  1.714671E+02    2.374107E+01
  1.714971E+02    2.374305E+01
  1.715272E+02    2.374504E+01
  1.715572E+02    2.374702E+01
  1.715872E+02    2.374900E+01
  1.716172E+02    2.375099E+01
  1.716472E+02    2.375297E+01
  1.716772E+02    2.375496E+01
  1.717072E+02    2.375694E+01
  1.717372E+02    2.375893E+01
  1.717672E+02    2.376091E+01
  1.717972E+02    2.376290E+01
  1.718272E+02    2.376488E+01
  1.718572E+02    2.376687E+01
  1.718872E+02    2.376886E+01
  1.719172E+02    2.377085E+01
  1.719472E+02    2.377283E+01
  1.719772E+02    2.377482E+01
  1.720072E+02    2.377681E+01
  1.720372E+02    2.377880E+01
  1.720672E+02    2.378079E+01
  1.720972E+02    2.378278E+01
  1.721272E+02    2.378476E+01
  1.721572E+02    2.378675E+01
  1.721872E+02    2.378874E+01
  1.722172E+02    2.379073E+01
  1.722472E+02    2.379273E+01
  1.722772E+02    2.379472E+01
  1.723072E+02    2.379671E+01
  1.723372E+02    2.379870E+01
  1.723672E+02    2.380069E+01
  1.723972E+02    2.380268E+01
  1.724272E+02    2.380468E+01
  1.724572E+02    2.380667E+01
  1.724872E+02    2.380866E+01
  1.725173E+02    2.381066E+01
  1.725473E+02    2.381265E+01
  1.725773E+02    2.381464E+01
  1.726073E+02    2.381664E+01
  1.726373E+02    2.381863E+01
  1.726673E+02    2.382063E+01
  1.726973E+02    2.382262E+01
  1.727273E+02    2.382462E+01
  1.727573E+02    2.382661E+01
  1.727873E+02    2.382861E+01
  1.728173E+02    2.383061E+01
  1.728473E+02    2.383260E+01
  1.728773E+02    2.383460E+01
  1.729073E+02    2.383660E+01
  1.729373E+02    2.383860E+01
  1.729673E+02    2.384059E+01
  1.729973E+02    2.384259E+01
  1.730273E+02    2.384459E+01
  1.730573E+02    2.384659E+01
  1.730873E+02    2.384859E+01
  1.731173E+02    2.385059E+01
  1.731473E+02    2.385259E+01
  1.731773E+02    2.385459E+01
  1.732073E+02    2.385659E+01
  1.732373E+02    2.385859E+01
  1.732673E+02    2.386059E+01
  1.732973E+02    2.386259E+01
  1.733273E+02    2.386460E+01
  1.733573E+02    2.386660E+01
  1.733873E+02    2.386860E+01
  1.734173E+02    2.387060E+01
  1.734473E+02    2.387261E+01
  1.734773E+02    2.387461E+01
  1.735074E+02    2.387661E+01
  1.735374E+02    2.387862E+01
  1.735674E+02    2.388062E+01
  1.735974E+02    2.388263E+01
  1.736274E+02    2.388463E+01
  1.736574E+02    2.388664E+01
  1.736874E+02    2.388864E+01
  1.737174E+02    2.389065E+01
  1.737474E+02    2.389266E+01
  1.737774E+02    2.389466E+01
  1.738074E+02    2.389667E+01
  1.738374E+02    2.389868E+01
  1.738674E+02    2.390068E+01
  1.738974E+02    2.390269E+01
  1.739274E+02    2.390470E+01
  1.739574E+02    2.390671E+01
  1.739874E+02    2.390872E+01
  1.740174E+02    2.391073E+01
  1.740474E+02    2.391273E+01
  1.740774E+02    2.391474E+01
  1.741074E+02    2.391675E+01
  1.741374E+02    2.391876E+01
  1.741674E+02    2.392078E+01
  1.741974E+02    2.392279E+01
  1.742274E+02    2.392480E+01
  1.742574E+02    2.392681E+01
  1.742874E+02    2.392882E+01
  1.743174E+02    2.393083E+01
  1.743474E+02    2.393285E+01
  1.743774E+02    2.393486E+01
  1.744074E+02    2.393687E+01
  1.744374E+02    2.393889E+01
  1.744674E+02    2.394090E+01
  1.744974E+02    2.394291E+01
  1.745275E+02    2.394493E+01
  1.745575E+02    2.394694E+01
  1.745875E+02    2.394896E+01
  1.746175E+02    2.395097E+01
  1.746475E+02    2.395299E+01
  1.746775E+02    2.395500E+01
  1.747075E+02    2.395702E+01
  1.747375E+02    2.395904E+01
  1.747675E+02    2.396105E+01
  1.747975E+02    2.396307E+01
  1.748275E+02    2.396509E+01
  1.748575E+02    2.396711E+01
  1.748875E+02    2.396912E+01
  1.749175E+02    2.397114E+01
  1.749475E+02    2.397316E+01
  1.749775E+02    2.397518E+01
  1.750075E+02    2.397720E+01
  1.750375E+02    2.397922E+01
  1.750675E+02    2.398124E+01
  1.750975E+02    2.398326E+01
  1.751275E+02    2.398528E+01
  1.751575E+02    2.398730E+01
  1.751875E+02    2.398932E+01
  1.752175E+02    2.399134E+01
  1.752475E+02    2.399337E+01
  1.752775E+02    2.399539E+01
  1.753075E+02    2.399741E+01
  1.753375E+02    2.399943E+01
  1.753675E+02    2.400146E+01
  1.753975E+02    2.400348E+01
  1.754275E+02    2.400550E+01
  1.754575E+02    2.400753E+01
  1.754875E+02    2.400955E+01
  1.755176E+02    2.401158E+01
  1.755476E+02    2.401360E+01
  1.755776E+02    2.401563E+01
  1.756076E+02    2.401765E+01
  1.756376E+02    2.401968E+01
  1.756676E+02    2.402170E+01
  1.756976E+02    2.402373E+01
  1.757276E+02    2.402576E+01
  1.757576E+02    2.402779E+01
  1.757876E+02    2.402981E+01
  1.758176E+02    2.403184E+01
  1.758476E+02    2.403387E+01
  1.758776E+02    2.403590E+01
  1.759076E+02    2.403793E+01
  1.759376E+02    2.403995E+01
  1.759676E+02    2.404198E+01
  1.759976E+02    2.404401E+01
  1.760276E+02    2.404604E+01
  1.760576E+02    2.404807E+01
  1.760876E+02    2.405010E+01
  1.761176E+02    2.405214E+01
  1.761476E+02    2.405417E+01
  1.761776E+02    2.405620E+01
  1.762076E+02    2.405823E+01
  1.762376E+02    2.406026E+01
  1.762676E+02    2.406229E+01
  1.762976E+02    2.406433E+01
  1.763276E+02    2.406636E+01
  1.763576E+02    2.406839E+01
  1.763876E+02    2.407043E+01
  1.764176E+02    2.407246E+01
  1.764476E+02    2.407450E+01
  1.764776E+02    2.407653E+01
  1.765077E+02    2.407857E+01
  1.765377E+02    2.408060E+01
  1.765677E+02    2.408264E+01
  1.765977E+02    2.408467E+01
  1.766277E+02    2.408671E+01
  1.766577E+02    2.408875E+01
  1.766877E+02    2.409078E+01
  1.767177E+02    2.409282E+01
  1.767477E+02    2.409486E+01
  1.767777E+02    2.409689E+01
  1.768077E+02    2.409893E+01
  1.768377E+02    2.410097E+01
  1.768677E+02    2.410301E+01
  1.768977E+02    2.410505E+01
  1.769277E+02    2.410709E+01
  1.769577E+02    2.410913E+01
  1.769877E+02    2.411117E+01
  1.770177E+02    2.411321E+01
  1.770477E+02    2.411525E+01
  1.770777E+02    2.411729E+01
  1.771077E+02    2.411933E+01
  1.771377E+02    2.412137E+01
  1.771677E+02    2.412341E+01
  1.771977E+02    2.412546E+01
  1.772277E+02    2.412750E+01
  1.772577E+02    2.412954E+01
  1.772877E+02    2.413158E+01
  1.773177E+02    2.413363E+01
  1.773477E+02    2.413567E+01
  1.773777E+02    2.413772E+01
  1.774077E+02    2.413976E+01
  1.774377E+02    2.414181E+01
  1.774677E+02    2.414385E+01
  1.774977E+02    2.414590E+01
  1.775278E+02    2.414794E+01
  1.775578E+02    2.414999E+01
  1.775878E+02    2.415203E+01
  1.776178E+02    2.415408E+01
  1.776478E+02    2.415613E+01
  1.776778E+02    2.415817E+01
  1.777078E+02    2.416022E+01
  1.777378E+02    2.416227E+01
  1.777678E+02    2.416432E+01
  1.777978E+02    2.416637E+01
  1.778278E+02    2.416841E+01
  1.778578E+02    2.417046E+01
  1.778878E+02    2.417251E+01
  1.779178E+02    2.417456E+01
  1.779478E+02    2.417661E+01
  1.779778E+02    2.417866E+01
  1.780078E+02    2.418071E+01
  1.780378E+02    2.418276E+01
  1.780678E+02    2.418481E+01
  1.780978E+02    2.418687E+01
  1.781278E+02    2.418892E+01
  1.781578E+02    2.419097E+01
  1.781878E+02    2.419302E+01
  1.782178E+02    2.419508E+01
  1.782478E+02    2.419713E+01
  1.782778E+02    2.419918E+01
  1.783078E+02    2.420124E+01
  1.783378E+02    2.420329E+01
  1.783678E+02    2.420534E+01
  1.783978E+02    2.420740E+01
  1.784278E+02    2.420945E+01
  1.784578E+02    2.421151E+01
  1.784878E+02    2.421356E+01
  1.785179E+02    2.421562E+01
  1.785479E+02    2.421768E+01
  1.785779E+02    2.421973E+01
  1.786079E+02    2.422179E+01
  1.786379E+02    2.422385E+01
  1.786679E+02    2.422590E+01
  1.786979E+02    2.422796E+01
  1.787279E+02    2.423002E+01
  1.787579E+02    2.423208E+01
  1.787879E+02    2.423414E+01
  1.788179E+02    2.423620E+01
  1.788479E+02    2.423826E+01
  1.788779E+02    2.424032E+01
  1.789079E+02    2.424238E+01
  1.789379E+02    2.424444E+01
  1.789679E+02    2.424650E+01
  1.789979E+02    2.424856E+01
  1.790279E+02    2.425062E+01
  1.790579E+02    2.425268E+01
  1.790879E+02    2.425474E+01
  1.791179E+02    2.425680E+01
  1.791479E+02    2.425887E+01
  1.791779E+02    2.426093E+01
  1.792079E+02    2.426299E+01
  1.792379E+02    2.426506E+01
  1.792679E+02    2.426712E+01
  1.792979E+02    2.426918E+01
  1.793279E+02    2.427125E+01
  1.793579E+02    2.427331E+01
  1.793879E+02    2.427538E+01
  1.794179E+02    2.427744E+01
  1.794479E+02    2.427951E+01
  1.794779E+02    2.428157E+01
  1.795080E+02    2.428364E+01
  1.795380E+02    2.428571E+01
  1.795680E+02    2.428777E+01
  1.795980E+02    2.428984E+01
  1.796280E+02    2.429191E+01
  1.796580E+02    2.429398E+01
  1.796880E+02    2.429604E+01
  1.797180E+02    2.429811E+01
  1.797480E+02    2.430018E+01
  1.797780E+02    2.430225E+01
  1.798080E+02    2.430432E+01
  1.798380E+02    2.430639E+01
  1.798680E+02    2.430846E+01
  1.798980E+02    2.431053E+01
  1.799280E+02    2.431260E+01
  1.799580E+02    2.431467E+01
  1.799880E+02    2.431674E+01
  1.800180E+02    2.431881E+01
  1.800480E+02    2.432089E+01
  1.800780E+02    2.432296E+01
  1.801080E+02    2.432503E+01
  1.801380E+02    2.432710E+01
  1.801680E+02    2.432918E+01
  1.801980E+02    2.433125E+01
  1.802280E+02    2.433332E+01
  1.802580E+02    2.433540E+01
  1.802880E+02    2.433747E+01
  1.803180E+02    2.433955E+01
  1.803480E+02    2.434162E+01
  1.803780E+02    2.434370E+01
  1.804080E+02    2.434577E+01
  1.804380E+02    2.434785E+01
  1.804680E+02    2.434992E+01
  1.804980E+02    2.435200E+01
  1.805281E+02    2.435408E+01
  1.805581E+02    2.435615E+01
  1.805881E+02    2.435823E+01
  1.806181E+02    2.436031E+01
  1.806481E+02    2.436239E+01
  1.806781E+02    2.436447E+01
  1.807081E+02    2.436654E+01
  1.807381E+02    2.436862E+01
  1.807681E+02    2.437070E+01
  1.807981E+02    2.437278E+01
  1.808281E+02    2.437486E+01
  1.808581E+02    2.437694E+01
  1.808881E+02    2.437902E+01
  1.809181E+02    2.438110E+01
  1.809481E+02    2.438319E+01
  1.809781E+02    2.438527E+01
  1.810081E+02    2.438735E+01
  1.810381E+02    2.438943E+01
  1.810681E+02    2.439151E+01
  1.810981E+02    2.439360E+01
  1.811281E+02    2.439568E+01
  1.811581E+02    2.439776E+01
  1.811881E+02    2.439985E+01
  1.812181E+02    2.440193E+01
  1.812481E+02    2.440401E+01
  1.812781E+02    2.440610E+01
  1.813081E+02    2.440818E+01
  1.813381E+02    2.441027E+01
  1.813681E+02    2.441235E+01
  1.813981E+02    2.441444E+01
  1.814281E+02    2.441653E+01
  1.814581E+02    2.441861E+01
  1.814881E+02    2.442070E+01
  1.815182E+02    2.442279E+01
  1.815482E+02    2.442487E+01
  1.815782E+02    2.442696E+01
  1.816082E+02    2.442905E+01
  1.816382E+02    2.443114E+01
  1.816682E+02    2.443323E+01
  1.816982E+02    2.443532E+01
  1.817282E+02    2.443741E+01
  1.817582E+02    2.443950E+01
  1.817882E+02    2.444159E+01
  1.818182E+02    2.444368E+01
  1.818482E+02    2.444577E+01
  1.818782E+02    2.444786E+01
  1.819082E+02    2.444995E+01
  1.819382E+02    2.445204E+01
  1.819682E+02    2.445413E+01
  1.819982E+02    2.445622E+01
  1.820282E+02    2.445832E+01
  1.820582E+02    2.446041E+01
  1.820882E+02    2.446250E+01
  1.821182E+02    2.446460E+01
  1.821482E+02    2.446669E+01
  1.821782E+02    2.446878E+01
  1.822082E+02    2.447088E+01
  1.822382E+02    2.447297E+01
  1.822682E+02    2.447507E+01
  1.822982E+02    2.447716E+01
  1.823282E+02    2.447926E+01
  1.823582E+02    2.448135E+01
  1.823882E+02    2.448345E+01
  1.824182E+02    2.448555E+01
  1.824482E+02    2.448764E+01
  1.824782E+02    2.448974E+01
  1.825083E+02    2.449184E+01
  1.825383E+02    2.449394E+01
  1.825683E+02    2.449603E+01
  1.825983E+02    2.449813E+01
  1.826283E+02    2.450023E+01
  1.826583E+02    2.450233E+01
  1.826883E+02    2.450443E+01
  1.827183E+02    2.450653E+01
  1.827483E+02    2.450863E+01
  1.827783E+02    2.451073E+01
