# A   chi2(A)
  7.782778E+01    1.907399E+01
  7.785779E+01    1.907500E+01
  7.788779E+01    1.907601E+01
  7.791779E+01    1.907702E+01
  7.794779E+01    1.907803E+01
  7.797780E+01    1.907904E+01
  7.800780E+01    1.908005E+01
  7.803780E+01    1.908106E+01
  7.806781E+01    1.908207E+01
  7.809781E+01    1.908308E+01
  7.812781E+01    1.908409E+01
  7.815782E+01    1.908510E+01
  7.818782E+01    1.908611E+01
  7.821782E+01    1.908712E+01
  7.824782E+01    1.908814E+01
  7.827783E+01    1.908915E+01
  7.830783E+01    1.909016E+01
  7.833783E+01    1.909118E+01
  7.836784E+01    1.909219E+01
  7.839784E+01    1.909320E+01
  7.842784E+01    1.909422E+01
  7.845785E+01    1.909523E+01
  7.848785E+01    1.909625E+01
  7.851785E+01    1.909726E+01
  7.854785E+01    1.909828E+01
  7.857786E+01    1.909929E+01
  7.860786E+01    1.910031E+01
  7.863786E+01    1.910133E+01
  7.866787E+01    1.910234E+01
  7.869787E+01    1.910336E+01
  7.872787E+01    1.910438E+01
  7.875788E+01    1.910539E+01
  7.878788E+01    1.910641E+01
  7.881788E+01    1.910743E+01
  7.884788E+01    1.910845E+01
  7.887789E+01    1.910947E+01
  7.890789E+01    1.911049E+01
  7.893789E+01    1.911151E+01
  7.896790E+01    1.911253E+01
  7.899790E+01    1.911355E+01
  7.902790E+01    1.911457E+01
  7.905791E+01    1.911559E+01
  7.908791E+01    1.911661E+01
  7.911791E+01    1.911763E+01
  7.914791E+01    1.911865E+01
  7.917792E+01    1.911967E+01
  7.920792E+01    1.912070E+01
  7.923792E+01    1.912172E+01
  7.926793E+01    1.912274E+01
  7.929793E+01    1.912376E+01
  7.932793E+01    1.912479E+01
  7.935794E+01    1.912581E+01
  7.938794E+01    1.912684E+01
  7.941794E+01    1.912786E+01
  7.944794E+01    1.912889E+01
  7.947795E+01    1.912991E+01
  7.950795E+01    1.913094E+01
  7.953795E+01    1.913196E+01
  7.956796E+01    1.913299E+01
  7.959796E+01    1.913401E+01
  7.962796E+01    1.913504E+01
  7.965797E+01    1.913607E+01
  7.968797E+01    1.913709E+01
  7.971797E+01    1.913812E+01
  7.974797E+01    1.913915E+01
  7.977798E+01    1.914018E+01
  7.980798E+01    1.914121E+01
  7.983798E+01    1.914224E+01
  7.986799E+01    1.914326E+01
  7.989799E+01    1.914429E+01
  7.992799E+01    1.914532E+01
  7.995800E+01    1.914635E+01
  7.998800E+01    1.914738E+01
  8.001800E+01    1.914842E+01
  8.004800E+01    1.914945E+01
  8.007801E+01    1.915048E+01
  8.010801E+01    1.915151E+01
  8.013801E+01    1.915254E+01
  8.016802E+01    1.915357E+01
  8.019802E+01    1.915461E+01
  8.022802E+01    1.915564E+01
  8.025803E+01    1.915667E+01
  8.028803E+01    1.915771E+01
  8.031803E+01    1.915874E+01
  8.034803E+01    1.915977E+01
  8.037804E+01    1.916081E+01
  8.040804E+01    1.916184E+01
  8.043804E+01    1.916288E+01
  8.046805E+01    1.916391E+01
  8.049805E+01    1.916495E+01
  8.052805E+01    1.916599E+01
  8.055806E+01    1.916702E+01
  8.058806E+01    1.916806E+01
  8.061806E+01    1.916910E+01
  8.064806E+01    1.917013E+01
  8.067807E+01    1.917117E+01
  8.070807E+01    1.917221E+01
  8.073807E+01    1.917325E+01
  8.076808E+01    1.917429E+01
  8.079808E+01    1.917532E+01
  8.082808E+01    1.917636E+01
  8.085809E+01    1.917740E+01
  8.088809E+01    1.917844E+01
  8.091809E+01    1.917948E+01
  8.094809E+01    1.918052E+01
  8.097810E+01    1.918156E+01
  8.100810E+01    1.918260E+01
  8.103810E+01    1.918365E+01
  8.106811E+01    1.918469E+01
  8.109811E+01    1.918573E+01
  8.112811E+01    1.918677E+01
  8.115812E+01    1.918781E+01
  8.118812E+01    1.918886E+01
  8.121812E+01    1.918990E+01
  8.124812E+01    1.919094E+01
  8.127813E+01    1.919199E+01
  8.130813E+01    1.919303E+01
  8.133813E+01    1.919408E+01
  8.136814E+01    1.919512E+01
  8.139814E+01    1.919617E+01
  8.142814E+01    1.919721E+01
  8.145815E+01    1.919826E+01
  8.148815E+01    1.919930E+01
  8.151815E+01    1.920035E+01
  8.154815E+01    1.920140E+01
  8.157816E+01    1.920244E+01
  8.160816E+01    1.920349E+01
  8.163816E+01    1.920454E+01
  8.166817E+01    1.920559E+01
  8.169817E+01    1.920663E+01
  8.172817E+01    1.920768E+01
  8.175818E+01    1.920873E+01
  8.178818E+01    1.920978E+01
  8.181818E+01    1.921083E+01
  8.184818E+01    1.921188E+01
  8.187819E+01    1.921293E+01
  8.190819E+01    1.921398E+01
  8.193819E+01    1.921503E+01
  8.196820E+01    1.921608E+01
  8.199820E+01    1.921713E+01
  8.202820E+01    1.921819E+01
  8.205821E+01    1.921924E+01
  8.208821E+01    1.922029E+01
  8.211821E+01    1.922134E+01
  8.214821E+01    1.922240E+01
  8.217822E+01    1.922345E+01
  8.220822E+01    1.922450E+01
  8.223822E+01    1.922556E+01
  8.226823E+01    1.922661E+01
  8.229823E+01    1.922766E+01
  8.232823E+01    1.922872E+01
  8.235824E+01    1.922977E+01
  8.238824E+01    1.923083E+01
  8.241824E+01    1.923189E+01
  8.244824E+01    1.923294E+01
  8.247825E+01    1.923400E+01
  8.250825E+01    1.923505E+01
  8.253825E+01    1.923611E+01
  8.256826E+01    1.923717E+01
  8.259826E+01    1.923823E+01
  8.262826E+01    1.923928E+01
  8.265827E+01    1.924034E+01
  8.268827E+01    1.924140E+01
  8.271827E+01    1.924246E+01
  8.274827E+01    1.924352E+01
  8.277828E+01    1.924458E+01
  8.280828E+01    1.924564E+01
  8.283828E+01    1.924670E+01
  8.286829E+01    1.924776E+01
  8.289829E+01    1.924882E+01
  8.292829E+01    1.924988E+01
  8.295830E+01    1.925094E+01
  8.298830E+01    1.925200E+01
  8.301830E+01    1.925306E+01
  8.304830E+01    1.925413E+01
  8.307831E+01    1.925519E+01
  8.310831E+01    1.925625E+01
  8.313831E+01    1.925732E+01
  8.316832E+01    1.925838E+01
  8.319832E+01    1.925944E+01
  8.322832E+01    1.926051E+01
  8.325833E+01    1.926157E+01
  8.328833E+01    1.926264E+01
  8.331833E+01    1.926370E+01
  8.334833E+01    1.926477E+01
  8.337834E+01    1.926583E+01
  8.340834E+01    1.926690E+01
  8.343834E+01    1.926797E+01
  8.346835E+01    1.926903E+01
  8.349835E+01    1.927010E+01
  8.352835E+01    1.927117E+01
  8.355836E+01    1.927223E+01
  8.358836E+01    1.927330E+01
  8.361836E+01    1.927437E+01
  8.364836E+01    1.927544E+01
  8.367837E+01    1.927651E+01
  8.370837E+01    1.927758E+01
  8.373837E+01    1.927865E+01
  8.376838E+01    1.927972E+01
  8.379838E+01    1.928079E+01
  8.382838E+01    1.928186E+01
  8.385839E+01    1.928293E+01
  8.388839E+01    1.928400E+01
  8.391839E+01    1.928507E+01
  8.394839E+01    1.928614E+01
  8.397840E+01    1.928721E+01
  8.400840E+01    1.928828E+01
  8.403840E+01    1.928936E+01
  8.406841E+01    1.929043E+01
  8.409841E+01    1.929150E+01
  8.412841E+01    1.929258E+01
  8.415842E+01    1.929365E+01
  8.418842E+01    1.929472E+01
  8.421842E+01    1.929580E+01
  8.424842E+01    1.929687E+01
  8.427843E+01    1.929795E+01
  8.430843E+01    1.929902E+01
  8.433843E+01    1.930010E+01
  8.436844E+01    1.930118E+01
  8.439844E+01    1.930225E+01
  8.442844E+01    1.930333E+01
  8.445845E+01    1.930441E+01
  8.448845E+01    1.930548E+01
  8.451845E+01    1.930656E+01
  8.454845E+01    1.930764E+01
  8.457846E+01    1.930872E+01
  8.460846E+01    1.930980E+01
  8.463846E+01    1.931087E+01
  8.466847E+01    1.931195E+01
  8.469847E+01    1.931303E+01
  8.472847E+01    1.931411E+01
  8.475848E+01    1.931519E+01
  8.478848E+01    1.931627E+01
  8.481848E+01    1.931735E+01
  8.484848E+01    1.931843E+01
  8.487849E+01    1.931952E+01
  8.490849E+01    1.932060E+01
  8.493849E+01    1.932168E+01
  8.496850E+01    1.932276E+01
  8.499850E+01    1.932384E+01
  8.502850E+01    1.932493E+01
  8.505851E+01    1.932601E+01
  8.508851E+01    1.932709E+01
  8.511851E+01    1.932818E+01
  8.514851E+01    1.932926E+01
  8.517852E+01    1.933035E+01
  8.520852E+01    1.933143E+01
  8.523852E+01    1.933252E+01
  8.526853E+01    1.933360E+01
  8.529853E+01    1.933469E+01
  8.532853E+01    1.933577E+01
  8.535854E+01    1.933686E+01
  8.538854E+01    1.933795E+01
  8.541854E+01    1.933903E+01
  8.544854E+01    1.934012E+01
  8.547855E+01    1.934121E+01
  8.550855E+01    1.934230E+01
  8.553855E+01    1.934338E+01
  8.556856E+01    1.934447E+01
  8.559856E+01    1.934556E+01
  8.562856E+01    1.934665E+01
  8.565857E+01    1.934774E+01
  8.568857E+01    1.934883E+01
  8.571857E+01    1.934992E+01
  8.574857E+01    1.935101E+01
  8.577858E+01    1.935210E+01
  8.580858E+01    1.935319E+01
  8.583858E+01    1.935428E+01
  8.586859E+01    1.935537E+01
  8.589859E+01    1.935647E+01
  8.592859E+01    1.935756E+01
  8.595860E+01    1.935865E+01
  8.598860E+01    1.935974E+01
  8.601860E+01    1.936084E+01
  8.604860E+01    1.936193E+01
  8.607861E+01    1.936302E+01
  8.610861E+01    1.936412E+01
  8.613861E+01    1.936521E+01
  8.616862E+01    1.936631E+01
  8.619862E+01    1.936740E+01
  8.622862E+01    1.936850E+01
  8.625863E+01    1.936959E+01
  8.628863E+01    1.937069E+01
  8.631863E+01    1.937179E+01
  8.634863E+01    1.937288E+01
  8.637864E+01    1.937398E+01
  8.640864E+01    1.937508E+01
  8.643864E+01    1.937617E+01
  8.646865E+01    1.937727E+01
  8.649865E+01    1.937837E+01
  8.652865E+01    1.937947E+01
  8.655866E+01    1.938057E+01
  8.658866E+01    1.938167E+01
  8.661866E+01    1.938277E+01
  8.664866E+01    1.938387E+01
  8.667867E+01    1.938497E+01
  8.670867E+01    1.938607E+01
  8.673867E+01    1.938717E+01
  8.676868E+01    1.938827E+01
  8.679868E+01    1.938937E+01
  8.682868E+01    1.939047E+01
  8.685869E+01    1.939157E+01
  8.688869E+01    1.939268E+01
  8.691869E+01    1.939378E+01
  8.694869E+01    1.939488E+01
  8.697870E+01    1.939598E+01
  8.700870E+01    1.939709E+01
  8.703870E+01    1.939819E+01
  8.706871E+01    1.939930E+01
  8.709871E+01    1.940040E+01
  8.712871E+01    1.940150E+01
  8.715872E+01    1.940261E+01
  8.718872E+01    1.940371E+01
  8.721872E+01    1.940482E+01
  8.724872E+01    1.940593E+01
  8.727873E+01    1.940703E+01
  8.730873E+01    1.940814E+01
  8.733873E+01    1.940925E+01
  8.736874E+01    1.941035E+01
  8.739874E+01    1.941146E+01
  8.742874E+01    1.941257E+01
  8.745875E+01    1.941368E+01
  8.748875E+01    1.941479E+01
  8.751875E+01    1.941589E+01
  8.754875E+01    1.941700E+01
  8.757876E+01    1.941811E+01
  8.760876E+01    1.941922E+01
  8.763876E+01    1.942033E+01
  8.766877E+01    1.942144E+01
  8.769877E+01    1.942255E+01
  8.772877E+01    1.942366E+01
  8.775878E+01    1.942478E+01
  8.778878E+01    1.942589E+01
  8.781878E+01    1.942700E+01
  8.784878E+01    1.942811E+01
  8.787879E+01    1.942922E+01
  8.790879E+01    1.943034E+01
  8.793879E+01    1.943145E+01
  8.796880E+01    1.943256E+01
  8.799880E+01    1.943368E+01
  8.802880E+01    1.943479E+01
  8.805881E+01    1.943591E+01
  8.808881E+01    1.943702E+01
  8.811881E+01    1.943814E+01
  8.814881E+01    1.943925E+01
  8.817882E+01    1.944037E+01
  8.820882E+01    1.944148E+01
  8.823882E+01    1.944260E+01
  8.826883E+01    1.944372E+01
  8.829883E+01    1.944483E+01
  8.832883E+01    1.944595E+01
  8.835884E+01    1.944707E+01
  8.838884E+01    1.944819E+01
  8.841884E+01    1.944930E+01
  8.844884E+01    1.945042E+01
  8.847885E+01    1.945154E+01
  8.850885E+01    1.945266E+01
  8.853885E+01    1.945378E+01
  8.856886E+01    1.945490E+01
  8.859886E+01    1.945602E+01
  8.862886E+01    1.945714E+01
  8.865887E+01    1.945826E+01
  8.868887E+01    1.945938E+01
  8.871887E+01    1.946050E+01
  8.874887E+01    1.946162E+01
  8.877888E+01    1.946275E+01
  8.880888E+01    1.946387E+01
  8.883888E+01    1.946499E+01
  8.886889E+01    1.946611E+01
  8.889889E+01    1.946724E+01
  8.892889E+01    1.946836E+01
  8.895890E+01    1.946948E+01
  8.898890E+01    1.947061E+01
  8.901890E+01    1.947173E+01
  8.904890E+01    1.947286E+01
  8.907891E+01    1.947398E+01
  8.910891E+01    1.947511E+01
  8.913891E+01    1.947623E+01
  8.916892E+01    1.947736E+01
  8.919892E+01    1.947848E+01
  8.922892E+01    1.947961E+01
  8.925893E+01    1.948074E+01
  8.928893E+01    1.948187E+01
  8.931893E+01    1.948299E+01
  8.934893E+01    1.948412E+01
  8.937894E+01    1.948525E+01
  8.940894E+01    1.948638E+01
  8.943894E+01    1.948751E+01
  8.946895E+01    1.948864E+01
  8.949895E+01    1.948976E+01
  8.952895E+01    1.949089E+01
  8.955896E+01    1.949202E+01
  8.958896E+01    1.949315E+01
  8.961896E+01    1.949429E+01
  8.964896E+01    1.949542E+01
  8.967897E+01    1.949655E+01
  8.970897E+01    1.949768E+01
  8.973897E+01    1.949881E+01
  8.976898E+01    1.949994E+01
  8.979898E+01    1.950108E+01
  8.982898E+01    1.950221E+01
  8.985899E+01    1.950334E+01
  8.988899E+01    1.950448E+01
  8.991899E+01    1.950561E+01
  8.994899E+01    1.950674E+01
  8.997900E+01    1.950788E+01
  9.000900E+01    1.950901E+01
  9.003900E+01    1.951015E+01
  9.006901E+01    1.951128E+01
  9.009901E+01    1.951242E+01
  9.012901E+01    1.951355E+01
  9.015902E+01    1.951469E+01
  9.018902E+01    1.951583E+01
  9.021902E+01    1.951696E+01
  9.024902E+01    1.951810E+01
  9.027903E+01    1.951924E+01
  9.030903E+01    1.952038E+01
  9.033903E+01    1.952151E+01
  9.036904E+01    1.952265E+01
  9.039904E+01    1.952379E+01
  9.042904E+01    1.952493E+01
  9.045905E+01    1.952607E+01
  9.048905E+01    1.952721E+01
  9.051905E+01    1.952835E+01
  9.054905E+01    1.952949E+01
  9.057906E+01    1.953063E+01
  9.060906E+01    1.953177E+01
  9.063906E+01    1.953291E+01
  9.066907E+01    1.953406E+01
  9.069907E+01    1.953520E+01
  9.072907E+01    1.953634E+01
  9.075908E+01    1.953748E+01
  9.078908E+01    1.953862E+01
  9.081908E+01    1.953977E+01
  9.084908E+01    1.954091E+01
  9.087909E+01    1.954205E+01
  9.090909E+01    1.954320E+01
  9.093909E+01    1.954434E+01
  9.096910E+01    1.954549E+01
  9.099910E+01    1.954663E+01
  9.102910E+01    1.954778E+01
  9.105911E+01    1.954892E+01
  9.108911E+01    1.955007E+01
  9.111911E+01    1.955122E+01
  9.114911E+01    1.955236E+01
  9.117912E+01    1.955351E+01
  9.120912E+01    1.955466E+01
  9.123912E+01    1.955580E+01
  9.126913E+01    1.955695E+01
  9.129913E+01    1.955810E+01
  9.132913E+01    1.955925E+01
  9.135914E+01    1.956040E+01
  9.138914E+01    1.956155E+01
  9.141914E+01    1.956270E+01
  9.144914E+01    1.956385E+01
  9.147915E+01    1.956500E+01
  9.150915E+01    1.956615E+01
  9.153915E+01    1.956730E+01
  9.156916E+01    1.956845E+01
  9.159916E+01    1.956960E+01
  9.162916E+01    1.957075E+01
  9.165917E+01    1.957190E+01
  9.168917E+01    1.957305E+01
  9.171917E+01    1.957421E+01
  9.174917E+01    1.957536E+01
  9.177918E+01    1.957651E+01
  9.180918E+01    1.957767E+01
  9.183918E+01    1.957882E+01
  9.186919E+01    1.957997E+01
  9.189919E+01    1.958113E+01
  9.192919E+01    1.958228E+01
  9.195920E+01    1.958344E+01
  9.198920E+01    1.958459E+01
  9.201920E+01    1.958575E+01
  9.204920E+01    1.958691E+01
  9.207921E+01    1.958806E+01
  9.210921E+01    1.958922E+01
  9.213921E+01    1.959038E+01
  9.216922E+01    1.959153E+01
  9.219922E+01    1.959269E+01
  9.222922E+01    1.959385E+01
  9.225923E+01    1.959501E+01
  9.228923E+01    1.959616E+01
  9.231923E+01    1.959732E+01
  9.234923E+01    1.959848E+01
  9.237924E+01    1.959964E+01
  9.240924E+01    1.960080E+01
  9.243924E+01    1.960196E+01
  9.246925E+01    1.960312E+01
  9.249925E+01    1.960428E+01
  9.252925E+01    1.960544E+01
  9.255926E+01    1.960660E+01
  9.258926E+01    1.960777E+01
  9.261926E+01    1.960893E+01
  9.264926E+01    1.961009E+01
  9.267927E+01    1.961125E+01
  9.270927E+01    1.961242E+01
  9.273927E+01    1.961358E+01
  9.276928E+01    1.961474E+01
  9.279928E+01    1.961591E+01
  9.282928E+01    1.961707E+01
  9.285929E+01    1.961823E+01
  9.288929E+01    1.961940E+01
  9.291929E+01    1.962056E+01
  9.294929E+01    1.962173E+01
  9.297930E+01    1.962289E+01
  9.300930E+01    1.962406E+01
  9.303930E+01    1.962523E+01
  9.306931E+01    1.962639E+01
  9.309931E+01    1.962756E+01
  9.312931E+01    1.962873E+01
  9.315932E+01    1.962989E+01
  9.318932E+01    1.963106E+01
  9.321932E+01    1.963223E+01
  9.324932E+01    1.963340E+01
  9.327933E+01    1.963457E+01
  9.330933E+01    1.963574E+01
  9.333933E+01    1.963691E+01
  9.336934E+01    1.963808E+01
  9.339934E+01    1.963925E+01
  9.342934E+01    1.964042E+01
  9.345935E+01    1.964159E+01
  9.348935E+01    1.964276E+01
  9.351935E+01    1.964393E+01
  9.354935E+01    1.964510E+01
  9.357936E+01    1.964627E+01
  9.360936E+01    1.964744E+01
  9.363936E+01    1.964862E+01
  9.366937E+01    1.964979E+01
  9.369937E+01    1.965096E+01
  9.372937E+01    1.965214E+01
  9.375938E+01    1.965331E+01
  9.378938E+01    1.965448E+01
  9.381938E+01    1.965566E+01
  9.384938E+01    1.965683E+01
  9.387939E+01    1.965801E+01
  9.390939E+01    1.965918E+01
  9.393939E+01    1.966036E+01
  9.396940E+01    1.966154E+01
  9.399940E+01    1.966271E+01
  9.402940E+01    1.966389E+01
  9.405941E+01    1.966507E+01
  9.408941E+01    1.966624E+01
  9.411941E+01    1.966742E+01
  9.414941E+01    1.966860E+01
  9.417942E+01    1.966978E+01
  9.420942E+01    1.967095E+01
  9.423942E+01    1.967213E+01
  9.426943E+01    1.967331E+01
  9.429943E+01    1.967449E+01
  9.432943E+01    1.967567E+01
  9.435944E+01    1.967685E+01
  9.438944E+01    1.967803E+01
  9.441944E+01    1.967921E+01
  9.444944E+01    1.968039E+01
  9.447945E+01    1.968157E+01
  9.450945E+01    1.968276E+01
  9.453945E+01    1.968394E+01
  9.456946E+01    1.968512E+01
  9.459946E+01    1.968630E+01
  9.462946E+01    1.968748E+01
  9.465947E+01    1.968867E+01
  9.468947E+01    1.968985E+01
  9.471947E+01    1.969104E+01
  9.474947E+01    1.969222E+01
  9.477948E+01    1.969340E+01
  9.480948E+01    1.969459E+01
  9.483948E+01    1.969577E+01
  9.486949E+01    1.969696E+01
  9.489949E+01    1.969814E+01
  9.492949E+01    1.969933E+01
  9.495950E+01    1.970052E+01
  9.498950E+01    1.970170E+01
  9.501950E+01    1.970289E+01
  9.504950E+01    1.970408E+01
  9.507951E+01    1.970526E+01
  9.510951E+01    1.970645E+01
  9.513951E+01    1.970764E+01
  9.516952E+01    1.970883E+01
  9.519952E+01    1.971002E+01
  9.522952E+01    1.971121E+01
  9.525953E+01    1.971240E+01
  9.528953E+01    1.971359E+01
  9.531953E+01    1.971478E+01
  9.534953E+01    1.971597E+01
  9.537954E+01    1.971716E+01
  9.540954E+01    1.971835E+01
  9.543954E+01    1.971954E+01
  9.546955E+01    1.972073E+01
  9.549955E+01    1.972192E+01
  9.552955E+01    1.972311E+01
  9.555956E+01    1.972431E+01
  9.558956E+01    1.972550E+01
  9.561956E+01    1.972669E+01
  9.564956E+01    1.972789E+01
  9.567957E+01    1.972908E+01
  9.570957E+01    1.973027E+01
  9.573957E+01    1.973147E+01
  9.576958E+01    1.973266E+01
  9.579958E+01    1.973386E+01
  9.582958E+01    1.973505E+01
  9.585959E+01    1.973625E+01
  9.588959E+01    1.973744E+01
  9.591959E+01    1.973864E+01
  9.594959E+01    1.973984E+01
  9.597960E+01    1.974103E+01
  9.600960E+01    1.974223E+01
  9.603960E+01    1.974343E+01
  9.606961E+01    1.974463E+01
  9.609961E+01    1.974582E+01
  9.612961E+01    1.974702E+01
  9.615962E+01    1.974822E+01
  9.618962E+01    1.974942E+01
  9.621962E+01    1.975062E+01
  9.624962E+01    1.975182E+01
  9.627963E+01    1.975302E+01
  9.630963E+01    1.975422E+01
  9.633963E+01    1.975542E+01
  9.636964E+01    1.975662E+01
  9.639964E+01    1.975782E+01
  9.642964E+01    1.975902E+01
  9.645965E+01    1.976023E+01
  9.648965E+01    1.976143E+01
  9.651965E+01    1.976263E+01
  9.654965E+01    1.976383E+01
  9.657966E+01    1.976504E+01
  9.660966E+01    1.976624E+01
  9.663966E+01    1.976744E+01
  9.666967E+01    1.976865E+01
  9.669967E+01    1.976985E+01
  9.672967E+01    1.977106E+01
  9.675968E+01    1.977226E+01
  9.678968E+01    1.977347E+01
  9.681968E+01    1.977467E+01
  9.684968E+01    1.977588E+01
  9.687969E+01    1.977708E+01
  9.690969E+01    1.977829E+01
  9.693969E+01    1.977950E+01
  9.696970E+01    1.978071E+01
  9.699970E+01    1.978191E+01
  9.702970E+01    1.978312E+01
  9.705971E+01    1.978433E+01
  9.708971E+01    1.978554E+01
  9.711971E+01    1.978675E+01
  9.714971E+01    1.978795E+01
  9.717972E+01    1.978916E+01
  9.720972E+01    1.979037E+01
  9.723972E+01    1.979158E+01
  9.726973E+01    1.979279E+01
  9.729973E+01    1.979400E+01
  9.732973E+01    1.979522E+01
  9.735974E+01    1.979643E+01
  9.738974E+01    1.979764E+01
  9.741974E+01    1.979885E+01
  9.744974E+01    1.980006E+01
  9.747975E+01    1.980127E+01
  9.750975E+01    1.980249E+01
  9.753975E+01    1.980370E+01
  9.756976E+01    1.980491E+01
  9.759976E+01    1.980613E+01
  9.762976E+01    1.980734E+01
  9.765977E+01    1.980856E+01
  9.768977E+01    1.980977E+01
  9.771977E+01    1.981099E+01
  9.774977E+01    1.981220E+01
  9.777978E+01    1.981342E+01
  9.780978E+01    1.981463E+01
  9.783978E+01    1.981585E+01
  9.786979E+01    1.981707E+01
  9.789979E+01    1.981828E+01
  9.792979E+01    1.981950E+01
  9.795980E+01    1.982072E+01
  9.798980E+01    1.982193E+01
  9.801980E+01    1.982315E+01
  9.804980E+01    1.982437E+01
  9.807981E+01    1.982559E+01
  9.810981E+01    1.982681E+01
  9.813981E+01    1.982803E+01
  9.816982E+01    1.982925E+01
  9.819982E+01    1.983047E+01
  9.822982E+01    1.983169E+01
  9.825983E+01    1.983291E+01
  9.828983E+01    1.983413E+01
  9.831983E+01    1.983535E+01
  9.834983E+01    1.983657E+01
  9.837984E+01    1.983779E+01
  9.840984E+01    1.983902E+01
  9.843984E+01    1.984024E+01
  9.846985E+01    1.984146E+01
  9.849985E+01    1.984268E+01
  9.852985E+01    1.984391E+01
  9.855986E+01    1.984513E+01
  9.858986E+01    1.984636E+01
  9.861986E+01    1.984758E+01
  9.864986E+01    1.984880E+01
  9.867987E+01    1.985003E+01
  9.870987E+01    1.985125E+01
  9.873987E+01    1.985248E+01
  9.876988E+01    1.985371E+01
  9.879988E+01    1.985493E+01
  9.882988E+01    1.985616E+01
  9.885989E+01    1.985739E+01
  9.888989E+01    1.985861E+01
  9.891989E+01    1.985984E+01
  9.894989E+01    1.986107E+01
  9.897990E+01    1.986230E+01
  9.900990E+01    1.986352E+01
  9.903990E+01    1.986475E+01
  9.906991E+01    1.986598E+01
  9.909991E+01    1.986721E+01
  9.912991E+01    1.986844E+01
  9.915992E+01    1.986967E+01
  9.918992E+01    1.987090E+01
  9.921992E+01    1.987213E+01
  9.924992E+01    1.987336E+01
  9.927993E+01    1.987459E+01
  9.930993E+01    1.987583E+01
  9.933993E+01    1.987706E+01
  9.936994E+01    1.987829E+01
  9.939994E+01    1.987952E+01
  9.942994E+01    1.988075E+01
  9.945995E+01    1.988199E+01
  9.948995E+01    1.988322E+01
  9.951995E+01    1.988445E+01
  9.954995E+01    1.988569E+01
  9.957996E+01    1.988692E+01
  9.960996E+01    1.988816E+01
  9.963996E+01    1.988939E+01
  9.966997E+01    1.989063E+01
  9.969997E+01    1.989186E+01
  9.972997E+01    1.989310E+01
  9.975998E+01    1.989434E+01
  9.978998E+01    1.989557E+01
  9.981998E+01    1.989681E+01
  9.984998E+01    1.989805E+01
  9.987999E+01    1.989928E+01
  9.990999E+01    1.990052E+01
  9.993999E+01    1.990176E+01
  9.997000E+01    1.990300E+01
  1.000000E+02    1.990424E+01
  1.000300E+02    1.990548E+01
  1.000600E+02    1.990671E+01
  1.000900E+02    1.990795E+01
  1.001200E+02    1.990919E+01
  1.001500E+02    1.991043E+01
  1.001800E+02    1.991168E+01
  1.002100E+02    1.991292E+01
  1.002400E+02    1.991416E+01
  1.002700E+02    1.991540E+01
  1.003000E+02    1.991664E+01
  1.003300E+02    1.991788E+01
  1.003600E+02    1.991913E+01
  1.003900E+02    1.992037E+01
  1.004200E+02    1.992161E+01
  1.004500E+02    1.992285E+01
  1.004800E+02    1.992410E+01
  1.005101E+02    1.992534E+01
  1.005401E+02    1.992659E+01
  1.005701E+02    1.992783E+01
  1.006001E+02    1.992908E+01
  1.006301E+02    1.993032E+01
  1.006601E+02    1.993157E+01
  1.006901E+02    1.993281E+01
  1.007201E+02    1.993406E+01
  1.007501E+02    1.993531E+01
  1.007801E+02    1.993655E+01
  1.008101E+02    1.993780E+01
  1.008401E+02    1.993905E+01
  1.008701E+02    1.994029E+01
  1.009001E+02    1.994154E+01
  1.009301E+02    1.994279E+01
  1.009601E+02    1.994404E+01
  1.009901E+02    1.994529E+01
  1.010201E+02    1.994654E+01
  1.010501E+02    1.994779E+01
  1.010801E+02    1.994904E+01
  1.011101E+02    1.995029E+01
  1.011401E+02    1.995154E+01
  1.011701E+02    1.995279E+01
  1.012001E+02    1.995404E+01
  1.012301E+02    1.995529E+01
  1.012601E+02    1.995654E+01
  1.012901E+02    1.995780E+01
  1.013201E+02    1.995905E+01
  1.013501E+02    1.996030E+01
  1.013801E+02    1.996155E+01
  1.014101E+02    1.996281E+01
  1.014401E+02    1.996406E+01
  1.014701E+02    1.996532E+01
  1.015002E+02    1.996657E+01
  1.015302E+02    1.996782E+01
  1.015602E+02    1.996908E+01
  1.015902E+02    1.997033E+01
  1.016202E+02    1.997159E+01
  1.016502E+02    1.997285E+01
  1.016802E+02    1.997410E+01
  1.017102E+02    1.997536E+01
  1.017402E+02    1.997662E+01
  1.017702E+02    1.997787E+01
  1.018002E+02    1.997913E+01
  1.018302E+02    1.998039E+01
  1.018602E+02    1.998165E+01
  1.018902E+02    1.998290E+01
  1.019202E+02    1.998416E+01
  1.019502E+02    1.998542E+01
  1.019802E+02    1.998668E+01
  1.020102E+02    1.998794E+01
  1.020402E+02    1.998920E+01
  1.020702E+02    1.999046E+01
  1.021002E+02    1.999172E+01
  1.021302E+02    1.999298E+01
  1.021602E+02    1.999424E+01
  1.021902E+02    1.999550E+01
  1.022202E+02    1.999677E+01
  1.022502E+02    1.999803E+01
  1.022802E+02    1.999929E+01
  1.023102E+02    2.000055E+01
  1.023402E+02    2.000182E+01
  1.023702E+02    2.000308E+01
  1.024002E+02    2.000434E+01
  1.024302E+02    2.000561E+01
  1.024602E+02    2.000687E+01
